fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
['baie'],"['Bucht', 'Meerbusen', 'Buchtuferline', 'Golf']","['бухта', 'бу́хта', 'залив', 'зали́в']","['bay', 'embayment']","['湾', '海湾', '灣', '海灣']",['bahía'],"['湾', '入江']",['만'],['laht'],"['lahti', 'merenlahti', 'poukama']","['baai', 'inham']","['खलीज', 'खाड़ी']","['baia', 'golfo', 'cala']",berry
['oiseau'],"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['鳥', 'とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission']","['调查团', '委员会', '考察团', '委員會']",['comisión'],"['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta']","['commissie', 'kamer', 'cie', 'college']","['कमेटी', 'समिति']","['commissione', 'comitato']",board
"['bateau', 'navire', 'nacelle', 'barque', 'canot']","['Schiff', 'Boot']","['судно', 'кора́бль', 'ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка']","['ship', 'boat']","['船', '无篷小船', '舟', '小船', '艇']","['barco', 'buque', 'navio', 'navío', 'embarcación', 'nave', 'bajel', 'bote', 'barca', 'barcos']","['船', '大型船舶', '舟', 'ボート']","['선박', '보트', '배']","['laev', 'paat']","['laiva', 'alus', 'vene']","['schip', 'kiel', 'boot']","['जलयान', 'बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती']","['nave', 'dirigibile', 'astronave', 'naviglio', 'bastimento', 'imbarcazione', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante']",boat
"['os', 'SE', ""système d'exploitation"", 'système d’exploitation']","['Betriebssystem', 'Bein', 'Knochengewebe', 'Knochen', 'Gebeine']","['операционная система', 'ОС', 'операцио́нная систе́ма', 'кость']","['operating system', 'bone']","['作業系統', '操作系统', '操作系統', '骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架']","['sistema operativo', 'SO', 'hueso']","['オペレーティングシステム', '基本ソフト', 'オペレーティング・システム', '骨']","['운영 체제', '오퍼레이팅 시스템', '운영체제', '조작체계', '뼈']","['operatsioonisüsteem', 'kont', 'luu']","['käyttöjärjestelmä', 'luu']","['besturingssysteem', 'ik ben hetero', 'o.s.', 'operating system', 'knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat']","['प्रचालन तन्त्र', 'संचालन प्रणाली', 'हड्डी', 'अस्थि']","['sistema operativo', 'osso']",bone
"['livre', 'livre sterling', '£']","['Buch', 'Pfund', 'Pfund Sterling', '£']","['книга', 'фунт стерлингов', 'фунт', 'британский фунт', 'сте́рлинг', 'фунт сте́рлингов', '£']","['book', 'pound', 'British pound', 'pound sterling', 'sterling', 'quid', 'British pound sterling', '£', 'lb']","['書', '书籍', '書籍', '书', '圖書', '图书', '英镑', '英鎊', '英磅', '英国货币', '镑', '鎊', '£', '磅']","['libro', 'libra esterlina', 'libra', 'libras esterlinas', 'esterlina', '£', 'lb']","['本', 'スターリング・ポンド', 'ポンド', '英貨', '£']","['책', '파운드 스털링', '파운드', '£']","['raamat', 'Suurbritannia naelsterling', 'naelsterling', 'nael', '£', 'Nael']","['kirja', 'punta', 'Englannin punta', '£', 'pauna', 'naula', 'lb']","['boek', 'boeken', 'album', 'boekwerk', 'boekje', 'pond sterling', 'Engelse pond', 'pond', 'rijksdaalder', 'knaak', 'riks', 'achterwiel', '£', 'Engels pond']","['किताब', 'पुस्तक', 'पाउंड', 'पाउंड स्टर्लिंग', 'पाउण्ड स्टर्लिंग', '£', 'पाउण्ड', 'पौंड']","['libro', 'sterlina', 'sterlina inglese', 'sterlina britannica', 'lira sterlina', 'lira', '£', 'libbra', 'libra']",book
['bouteille'],['Flasche'],"['буты́лка', 'бутылка']",['bottle'],"['瓶', '瓶子']","['botella', 'frasco']",['瓶'],['병'],['pudel'],['pullo'],['fles'],"['बोतल', 'शीशा', 'शीशी']",['bottiglia'],bottle
"['caisse', 'voiture', 'bagnole', 'automobile', 'auto', 'char', 'boîte']","['Auto', 'Wagen', 'Automobil', 'Pkw', 'Personenwagen', 'Kraftfahrzeug', 'PKW', 'Personenkraftwagen', 'Kraftwagen', 'Kasten', 'Kiste']","['автомобиль', 'маши́на', 'мото́р', 'авто́', 'та́чка', 'автомоби́ль', 'автомаши́на', 'коробка']","['car', 'automobile', 'machine', 'auto', 'motorcar', 'motor car', 'boxes', 'box']","['汽车', '車', '车', '汽車', '机动车', '機動車', '盒', '盒子', '箱', '箱子']","['carro', 'coche', 'automóvil', 'auto', 'vehículo', 'máquina', 'turismo', 'cajas', 'caja']","['自動車', '車', '四輪車', '乗用車', '箱']","['자동차', '사륜차', '승용차', '차', '승용자동차', '상자']","['auto', 'automobiil', 'masin', 'Kast']","['auto', 'henkilöauto', 'automobiili', 'moottoriajoneuvo', 'ajoneuvo', 'laatikko', 'rasia', 'aski']","['auto', 'automobiel', 'kar', 'wagen', 'motorrijtuig', 'dozen', 'doos', 'bak']","['गाड़ी', 'कार', 'मोटरकार', 'ऑटोमोबाइल', 'मोटर', 'मोटरवाहन', 'मोटर-गाड़ी', 'मोटरगाड़ी', 'वाहन', 'm']","['autoveicolo', 'auto', 'autovettura', 'automobile', 'macchina', 'vettura', 'scatola', 'cassetta', 'astuccio', 'cassa']",box
"['garçon', 'serveur', 'fils']","['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge', 'Kellner', 'Ober']","['мальчик', 'официант', 'кельнер']","['boy', 'male child', 'waiter', 'server', 'waiting staff', 'son']","['男孩', '男子', '男孩子', '少年', '服务员', '侍者', '服務員', '侍應']","['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo', 'mesera', 'mesero', 'camarera', 'camarero', 'hijo']","['男の子', '少年', 'ウェイター', 'ウエーター']","['소년', '웨이터']","['poiss', 'ettekandja', 'Ettekandja']","['poika', 'tarjoilija']","['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen', 'ober', 'kelner', 'zoonlief', 'zoon']","['लड़का', 'बैरा', 'वेटर']","['ragazzo', 'figliuolo', 'bambino', 'bimbo', 'figliolo', 'fanciullo', 'ragazzino', 'guaglione', 'maschietto', 'cameriere', 'figlio', 'figlio maschio', 'maschio']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung']","['Нус', 'ра́зум', 'психика', 'ум']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro']","['心', 'ヌース', '念頭', 'プシュケー']","['누스', '프시케', '마음']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede']",['मन'],"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']","['Jarru', 'jarru']","['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie']","['экономика', 'политическая экономия', 'эконо́мика']","['economics', 'economic science', 'political economy']","['经济学', '經濟學', '政治经济学']","['economía', 'economía política', 'económicas', 'ciencias económicas']","['経済学', '政治経済学']","['경제학', '經濟學', '정치경제학']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia']","['economie', 'politieke economie']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति']","['economia', 'scienze economiche', 'economia politica']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['brosse', 'brosse à cheveux']","['Bürste', 'Pinsel']","['щётка', 'кисть', 'Щётка']",['brush'],"['刷', '刷子']","['cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['刷子', 'ブラシ', '刷毛']","['솔', '브러시']","['Hari', 'hari', 'pintsel']","['harja', 'suti', 'sivellin', 'suka']","['borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['ब्रश', 'बुरुश', 'झाड़ू']","['spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
['gâteau'],['Kuchen'],"['торт', 'пирожное']",['cake'],['蛋糕'],"['pastel', 'torta', 'bizcocho', 'cake', 'coca', 'tarta']","['ケーキ', '菓子な']","['케이크', '과자']","['Kook', 'kook']",['kakku'],"['cake', 'taart']",['केक'],"['torta', 'cake']",cake
"['appareil photographique', 'caméra', 'appareil photo']","['Fotoapparat', 'Kamera']","['съёмочная камера', 'камера', 'фотоаппарат']","['camera', 'photographic camera', 'still camera']","['照相機', '照相机', '相机']","['cámara fotográfica', 'cámara']",['カメラ'],"['카메라', '사진기']","['kaamera', 'fotoaparaat', 'Kaamera']","['kamera', 'valokuvakamera']","['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel']",['कैमरा'],"['camera', 'fotocamera', 'macchina fotografica', 'apparecchio fotografico']",camera
"[""carte d'identification"", ""carte d'identité"", ""pièce d'identité"", 'carte d’identité', 'pièce d’identité', 'carte', 'document']","['Personalausweis', 'Ausweis', 'ID', 'Identitätskarte']","['удостовере́ние', 'удостовере́ние ли́чности', 'па́спорт', 'ли́чное удостовере́ние']","['identity card', 'identification card', 'card', 'ID card']","['身份证', '身份證', '身份卡']","['documento nacional de identidad', 'carné de identidad', 'cédula de identidad', 'carnet de identidad', 'DNI', 'credencial', 'carnet']","['身分証', 'ＩＤカード', 'ＩＤ', '身分証明書']","['신분증', 'ID 카드']","['ID-kaart', 'isikutunnistus']","['henkilöllisyystodistus', 'henkilökortti', 'henkilötodistus']","['identiteitsbewijs', 'legitimatiebewijs', 'identiteitskaart', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']",['पहचान पत्र'],"[""documento d'identità"", ""carta d'identità"", 'carta di identità', 'documento']",card
"['véhicule ferroviaire', 'wagon', 'automotrice', 'autorail', 'automotrice tractrice', 'véhicule ferroviaire remorqué', 'véhicule automoteur', 'voiture', 'carrosse', 'équipage', 'voiture à cheval']","['Waggon', 'Eisenbahnwagen', 'Kabine', 'Triebwagen', 'Verbrennungstriebwagen', 'Equipage', 'Kutsche', 'Wagen']","['железнодорожное транспортное средство', 'ваго́н', 'автомотриса', 'каби́на', 'вагон', 'карета', 'теле́га', 'каре́та', 'экипа́ж', 'пово́зка']","['railroad car', 'railway carriage', 'carriage', 'car', 'railcar', 'railway car', 'motor coach', 'rig', 'equipage']","['吊艙', '吊舱', '鐵路車輛', '動力分散式', '火車車廂', '火车车厢', '轨道巴士', '车卡', '铁路车辆', '車卡', '有轨车', '自动道车', '马车', '馬車', '車廂', '四轮马车']","['vagón', 'vehículo ferroviario', 'Automotor', 'automotor', 'material remolcado', 'vagón de ferrocarril', 'Coche automotor', 'coche', 'tren', 'carruaje', 'carroza', 'carruaje de lujo', 'coche de caballos']","['気動車', '鉄道車輛', '自走客車', '馬車', 'キャリッジ']","['철도 차량', '동차', '궤도차', '마차']","['raudteesõiduk', 'mootorvagun', 'vagun', 'Vagun', 'Mootorvagun', 'tõld', 'Tõld']","['rautatieajoneuvo', 'moottorivaunu', 'junanvaunu', 'rautatievaunu', 'Moottorivaunu', 'vaunu', 'junavaunu', 'hissikori', 'kiskoauto', 'raidevaunu', 'ekipaasi', 'Valjakkovaunu', 'kärryt', 'valjakkovaunu', 'vaunut', 'rattaat']","['wagon', 'spoorwagen', 'spoorvoertuig', 'rijtuig', 'motorrijtuig', 'railvoertuig', 'motorwagen', 'spoorrijtuig', 'treinwagon', 'koets', 'break', 'brik', 'janplezier']",['गाड़ी'],"['veicolo su rotaia', 'vagone', 'automotrice', 'carrozza', 'cabina', 'bisarca', 'carro merci']",carriage
"['minou', 'chat', 'chat domestique']","['Hauskatze', 'Katze', 'Mietzekatze', 'Mietze', 'Stubentiger']","['кошка', 'кот']","['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['貓', '猫', '家貓']","['gato', 'gata', 'gato doméstico', 'Felis silvestris catus', 'felis silvestris catus']","['猫', 'ネコ', 'Felis silvestris catus']","['고양이', 'Felis silvestris catus']",['kass'],"['mirri', 'kissa', 'kesykissa', 'kisu', 'katti', 'kissaeläin']","['kat', 'huiskat']","['बिल्ली', 'Felis silvestris catus']","['micio', 'gatto', 'gatto domestico', 'micino', 'Felis silvestris catus']",cat
