fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['bois', 'forêt', 'brousse', 'Wälder', 'aubier']","['Busch', 'Wald', 'Forst', 'Wälder', 'Holz', 'Splintholz']","['лес', 'дерево', 'оболонь', 'древеси́на', 'древесина', 'лесоматериа́л', 'де́рево']","['forrest', 'forest', 'wood', 'woods', 'Wälder', 'sap-wood', 'sapwood', 'alburnum']","['林木', '树林', '樹林', '森林', '木头', '木', '木材', '木料', '木頭']","['bosque', 'Wälder', 'bosques', 'selva', 'floresta', 'albura', 'sámago', 'madera']","['森林', '森', '木材', '木']","['숲', '삼림', '나무', '목재']","['laas', 'mets', 'Wälder', 'puit', 'puu']","['metsä', 'Wälder', 'puu', 'puumaila', 'pintapuu', 'puuaines']","['bos', 'woud', 'Wälder', 'bosje', 'foreest', 'hout', 'spinthout', 'houtsoort']","['जंगल', 'वन', 'लक्डी', 'लकड़ी', 'काठ', 'काष्ठ']",wood,"['foresta', 'bosco', 'Wälder', 'selva', 'bosco misto', 'legno', 'alburno', 'legname']"
"['village', 'hameau']","['Dorf', 'Ortschaft', 'Weiler', 'Dörfchen']","['село', 'деревня', 'слобода́', 'село́', 'кишла́к', 'ау́л', 'стани́ца', 'селе́ние', 'весца́', 'ху́тор', 'дере́вня', 'вёска', 'весь', 'ве́слина']",['hamlet'],"['村', '乡庄', '鄉村', '村莊', '村落', '农村', '乡村', '屯落', '農村', '村庄', '村子', '鄉莊']","['caserío', 'pueblo', 'aldea', 'aldehuela']","['村', '村落', '田舎']","['마을', '촌락']",['küla'],"['kylä', 'pieni kylä']","['dorp', 'gehucht', 'gat', 'buurt', 'buurtschap', 'vlek']","['गाँव', 'गांव']",village,"['paesello', 'borgo', 'paesino', 'frazione', 'villaggio', 'paese', 'borgata', 'casale', 'vico']"
"['forêt', 'bois', 'brousse', 'Wälder']","['Busch', 'Wald', 'Forst', 'Wälder', 'Holz']",['лес'],"['forrest', 'forest', 'wood', 'woods', 'Wälder']","['林木', '树林', '樹林', '森林']","['bosque', 'Wälder', 'bosques', 'selva', 'floresta']","['森林', '森']","['숲', '삼림']","['laas', 'mets', 'Wälder']","['metsä', 'Wälder', 'puu', 'puumaila']","['bos', 'woud', 'Wälder', 'bosje', 'foreest']","['जंगल', 'वन']",forest,"['foresta', 'bosco', 'Wälder', 'selva', 'bosco misto']"
"['fruit', 'fruit charnu']","['Frucht', 'Saftfrucht']","['фрукт', 'плод', 'мягкотелый плод']",['fleshy fruit'],"['水果', '果实', '果子']","['fruta', 'fruto']","['実', '果実', '液果']",['열매'],"['vili', 'puuvili']",['hedelmä'],"['vrucht', 'ooft', 'vlezig fruit', 'zaadbol']",['फल'],fruit,"['frutto', 'frutta carnosa', 'frutta']"
['chanson'],['Lied'],['песня'],"['song', 'vocal']","['歌', '歌曲']","['canción', 'vocal']","['歌曲', '歌']",['노래'],['laul'],"['laulu', 'sävelmä', 'lauluosuus']","['lied', 'zang', 'liedje', 'een appel en een ei', 'nummer']",['गीत'],song,"['canzone', 'canzonetta', 'canto']"
['sable'],['Sand'],"['песок', 'песо́к']",['sand'],"['沙子', '砂', '沙']",['arena'],['砂'],['모래'],"['liiv', 'Liiv']",['hiekka'],"['zand', 'zavel', 'lef', 'zandstrand']","['बालू', 'रेत']",sand,"['sabbia', 'rena', 'arena']"
"['loi', 'droit', 'police', 'gendarmerie', 'forces de l’ordre', 'dossier', 'Archives notariales en France', 'fichier', 'acte']","['Recht', 'Gesetz', 'Polizei', 'Polizeitruppe', 'Polizeiapparat', 'Polizeikräfte', 'Urkunde', 'Akte']","['право', 'пра́вило', 'пра́во', 'зако́н', 'закон', 'полиция', 'полицейские силы', 'докуме́нт', 'акт', 'папка']","['law', 'jurisprudence', 'police', 'police force', 'constabulary', 'Constabulary', 'act', 'enactment', 'file unit']","['法律系统', '法律', '公安', '警方', '警察', '警', '警队', '警隊', '警察機構', '案卷单元', '法规', '条款', '法令', '条例']","['derecho', 'ley', 'Derecho', 'jurisprudencia', 'policía', 'cuerpo de policía', 'Constabularía', 'fuerzas policiales', 'fuerzas de orden público', 'fuerzas de seguridad', 'fuerzas del orden', 'fuerza pública', 'guardia', 'agentes', 'policia', 'acta', 'hecho']","['法', '警察']","['법', '경찰']","['õigus', 'seadus', 'politsei', 'Politsei', 'akt', 'Akt']","['laki', 'juridiikka', 'poliisi', 'poliisivoimat', 'pöytäkirja', 'asetus', 'säädös', 'asiakirja']","['wet', 'recht', 'politie', 'politiemacht', 'prinsemarij', 'politieapparaat', 'kit', 'politie-apparaat', 'hermandad', 'archiefbestanddeel', 'steekkaartsystemen']","['नियम', 'विधि', 'क़ानून', 'पुलिस']",law,"['diritto', 'legge', 'giurisprudenza', 'legislazione', 'corpo legislativo', 'polizia', 'questura', ""forze dell'ordine"", 'madama', 'forza pubblica', 'atto', 'strumento']"
"['onde', 'vague']","['Meereswelle', 'Welle', 'Wasserwelle']","['морская волна', 'ветровые волны']","['sea wave', 'ocean surface wave', 'wave', 'moving ridge', 'wind wave']","['海浪', '波濤', '波', '波浪']","['ola', 'ola marina', 'onda']",['波'],['파도'],"['merelaine', 'Veelained', 'veelained']",['aalto'],"['zeegolven', 'vloeistofoppervlaktegolf', 'oppervlaktegolf', 'golf']",['महासागरीय तरंगे'],wave,"['onda marina', 'onda del mare', 'onda', 'flutto']"
"['océan', 'milieu marin']","['Meeresumwelt', 'Ozean']","['морская окружающая среда', 'океан']","['sea', 'body of water', 'bounding main', 'ocean', 'marine environment']","['海洋', '洋', '大洋']","['océano', 'ambiente marino', 'mar']","['大洋', '海洋']",['대양'],"['ookean', 'merekeskkond']","['valtameri', 'meriympäristö']","['mariene milieu', 'oceaan', 'plas', 'wereldzee']",['महासागर'],ocean,"['ambiente marino', 'oceano']"
"['grotte', 'caverne']",['Höhle'],['пещера'],['cave'],"['洞穴', '洞窟', '石窟', '洞']","['caverna', 'cueva', 'gruta']",['洞窟'],['동굴'],['koobas'],"['luola', 'luolasto']","['hol', 'grot']",['गुफ़ा'],cave,"['caverna', 'grotta', 'antro']"
['mer'],['Meer'],"['Мировой океан', 'море']",['sea'],"['海', '世界洋']","['mar', 'océano mundial', 'océano', 'mares']","['海', '世界の大洋']",['바다'],"['Maailmameri', 'meri']",['meri'],['zee'],['सागर'],sea,"['mare', 'acque']"
['lac'],['See'],['озеро'],['lake'],"['湖', '湖泊']","['lago', 'lagos', 'estanque']",['湖'],['호수'],['järv'],['järvi'],['meer'],['झील'],lake,['lago']
"['source', 'origine', 'début', 'racine']","['Quelle', 'Anfang', 'Ursprung', 'Wurzel', 'Entstehung']","['родник', 'ключ', 'студене́ц', 'родни́к', 'исто́чник', 'происхожде́ние', 'нача́ло']","['spring', 'outpouring', 'outflow', 'fountain', 'natural spring', 'beginning', 'root', 'origin', 'rootage']","['源泉', '泉', '泉水', '喷泉', '源头', '源頭', '起源', '起始', '本源', '根', '起因', '开始', '根源', '开端']","['manantial', 'fuente', 'vertiente', 'surtidor', 'brollador', 'fuente natural', 'emanación', 'raíz', 'inicio', 'origen', 'venero', 'nacimiento', 'germen', 'principio']","['泉', '湧水', '温泉', '起源', '原初', '原因']","['샘터', '샘', '기원', '원인']","['allikas', 'läte', 'veesilm']","['lähde', 'ulosvirtaus', 'purkaus', 'luonnonlähde', 'alku', 'alkuperä', 'juuristo', 'juuri', 'alkulähde']","['bron', 'wel', 'fontein', 'aanvang', 'oorsprong', 'start', 'begin', 'herkomst', 'wortel', 'origine', 'oerbron', 'kiem']","['पानी का चश्मा', 'चश्मा', 'शुरुआत']",source,"['sorgente', 'fonte', 'polla', 'scaturigine', 'radice', 'origine', 'provenienza']"
"['point', 'point final', 'couture', 'Points', 'points', 'nombre de points', 'score', 'lieu', 'endroit', 'zone', 'entrée', 'thème', 'question']","['Punkt', 'Nähen', 'Haken', 'Kerbe', 'Run', 'Strich', 'Scorerpunkt', 'Spielergebnis', 'Spielstand', 'Ort', 'Platz', 'Stelle', 'Stichwort', 'Fragestellung']","['точка', 'знак препина́ния', 'то́чка', 'шитьё', 'зарубка', 'очко́', 'счёт', 'результа́т', 'очко', 'очки', 'Очки', 'балл', 'место', 'ме́сто']","['period', 'full stop', 'dot', 'stop', 'full point', 'sewing', 'stitchery', 'tally', 'run', 'score', 'place', 'location', 'situation', 'topographic point', 'spot', 'item', 'question', 'head']","['丶部', '丶', '句号', '句點', '。', '句点', '句號', '縫紉', '得分', '分', '比分', '地方', '地点']","['punto', 'punto final', 'costura', 'labor de costura', 'carrera', 'cuenta', 'puntaje', 'puntuación', 'tantos', 'ubicación', 'sitio', 'lugar', 'paraje', 'zona', 'ítem', 'entrada', 'tema', 'asunto', 'encabezado', 'cuestión', 'titular', 'aspecto', 'materia', 'tópico']","['ポイント', '終止符', '句点', '点', 'ピリオド', '。', '裁縫', '得点', 'スコア', '位置', '場所', '地方']","['마침표', '바느질', '득점', '포인트', '장소', '곳']","['punkt', 'õmblemine', 'Õmblemine', 'skoor, punktiseis', 'koht', 'paik']","['piste', 'Piste', 'ompeleminen', 'ompelu', 'ompelutyö', 'ompelus', 'tilastomerkintä', 'viiva', 'pykälä', 'juoksu', 'tehopiste', 'pistemäärä', 'Tehopiste', 'paikka', 'pikkupaikka', 'seutu', 'kohta', 'topografinen sijainti', 'kysymys', 'asia']","['punt', 'puntkomma', 'dubbele punt', 'komma', 'oord', 'plaats', 'naaien', 'run', 'stand', 'doelpunt', 'locatie', 'winstpunt', 'tijdpunt', 'plek', 'exemplaar', 'artikel', 'object', 'thema', 'kwestie', 'vraagstuk', 'probleem', 'vraag']","['दंड', 'पूर्ण विराम', '।', 'बिंदु', 'सिलाई', 'स्थान']",point,"['punto', 'punto fermo', 'stop', 'cucito', 'run', 'punteggio', 'posto', 'luogo', 'zona', 'area', 'voce', 'elemento', 'tema', 'questione', 'capitolo', 'capo']"
"['version', 'rendu', 'rendu graphique', 'traduction']","['Rendern', 'Bildsynthese', 'Übersetzung', 'Kompilieren']",['перевод'],"['translation', 'compilation', 'interlingual rendition', 'rendering', 'translated work']","['翻譯', '翻译']","['renderización', 'traducción', 'confección', 'renderizado', 'compilación', 'interpretación']","['翻訳', '翻訳作品']","['번역', '번역물']","['tõlkimine', 'tõlge']","['käännös', 'kääntäminen']","['afbeelding', 'vertaling', 'weergave', 'vertalen']","['अनुवाद', 'रेंडर']",version,"['resa grafica', 'rendering', 'traduzione', 'compilazione', 'versione']"
"['ballon', 'balle', 'ballon de football', 'Codes du Football', 'sports de ballon', 'ballon de foot', 'football', 'foot', 'globe', 'basket-ball', 'ballon de basket-ball', 'basketball', 'ballon-panier']","['Ball', 'Fußball', 'Football', 'Fussball', 'Luftballon', 'Basketball']","['мяч', 'футбольный мяч', 'разновидности футбола', 'футбо́льный мяч', 'аэростат', 'воздушный шар', 'баскетбо́л', 'баскетбольный мяч', 'баскетбо́льный мяч']","['ball', 'association football ball', 'soccerball', 'football', 'football game', 'football codes', 'Football', 'balloon', 'basketball', 'basketball ball']","['球', '足球比赛用球', '足球', '足球类运动', '足球類運動', '球类运动', '橄榄球', '氣球', '气球', '篮球', '籃球']","['pelota', 'bola', 'balón', 'pelota de fútbol', 'balón de fútbol', 'fútbol', 'códigos de futbol', 'balompié', 'futbol', 'globo', 'globo aerostático', 'balón de baloncesto', 'básquet', 'básquetbol', 'baloncesto', 'basquetbol']","['ボール', 'サッカーボール', 'フットボール', '風船', '気球', '籠球', '篭球', 'バスケットボール', 'バスケ']","['공', '축구공', '풋볼', '기구', '농구공', '농구', '배스킷볼', '롱구']","['pall', 'kera', 'jalgpall', 'õhupall', 'Aerostaat', 'korvpall', 'koss']","['pallo', 'jalkapallo', 'jalkapallolajit', 'jalkapallo-ottelu', 'ilmapallo', 'kuumailmapallo', 'koripallo', 'koripalloilu']","['bal', 'voetbal', 'football', 'voetballen', 'luchtballon', 'basketbal']","['गेंद', 'फुटबाल', 'फ़ुटबॉल', 'गुब्बारा', 'बास्केटबॉल', 'बास्केटबाल']",ball,"['pallone', 'palla', 'pallone da calcio', 'palla da calcio', 'football', 'palloncino', 'pallone aerostatico', 'mongolfiera', 'basket', 'pallacanestro', 'pallone da pallacanestro', 'palla da basket']"
"['riz', 'riziculteur', 'riz paddy']",['Reis'],['рис'],"['rice farmer', 'rice', 'rice grower', 'Rice gadu']","['稻米', '米', '稻', '稻子']",['arroz'],"['米', '稲']","['쌀', '벼']",['riis'],"['riisi', 'riisikasvi']","['rijst', 'rijstboer', 'Aziatische rijst']","['चावल', 'तंडुल', 'धान', 'भात']",rice,"['riso', 'risicoltore', 'risicultore']"
['rouge'],['Rot'],"['красный', 'красный цвет', 'кра́сный']","['red', 'redness']","['红色', '紅色']","['rojo', 'roja', 'rojez']",['赤'],"['빨강', '빨간색']",['punane'],"['punainen', 'punaisuus']","['rood', 'keel']",['लाल'],red,['rosso']
"['ligne', 'droite', 'ligne droite', 'ligne téléphonique']","['Gerade', 'Leitung']","['прямая', 'ли́ния свя́зи', 'ли́ния', 'проводная телефонная связь', 'телефо́нная ли́ния']","['straight line', 'line', 'telephone line', 'telephone circuit', 'phone line', 'subscriber line']","['線', '直线', '线', '電話線', '电话线', '电话线路', '詩句', '台词']","['recta', 'línea', 'línea telefónica', 'circuito telefónico', 'línea de teléfono', 'frase', 'renglón', 'verso']","['直線', '電話回線', '詩行']","['직선', '전화선']","['sirge', 'Telefoniliin', 'telefoniliin', 'Rida']","['suora', 'muoto', 'lankapuhelinliittymä', 'puhelinlinja', 'linja', 'line', 'puhelinjohto', 'liittymä', 'rivi']","['rechte lijn', 'lijn', 'touw', 'aansluiting', 'verbinding', 'telefoonverbinding', 'streep', 'regel', 'meridiaan', 'gezichtspunt', 'rechte', 'brief']",['सरल रेखा'],line,"['linea retta', 'linea', 'retta', 'linea telefonica', 'verso', 'riga', 'rigo']"
"['filet', 'réseau', 'réseau informatique', 'maille de tricot', 'maillage', 'tissus']","['Netzwerk', 'Rechnernetz', 'Computernetzwerk', 'Netz', 'Gittergewebe', 'Gitter']","['компьютерная сеть', 'мерёжа', 'Сетка', 'мре́жа', 'се́тка', 'сеть']","['net', 'computer network', 'mesh', 'network', 'meshwork', 'meshing', 'knitting stitch']","['電腦網路', '计算机网络', '網', '筛', '网孔', '网', '網孔']","['malla', 'red informática', 'red de computadoras', 'red', 'red de ordenadores', 'rejilla']","['コンピュータ・ネットワーク', '編', '網', 'メッシュ']","['그물', '망']",['võrk'],"['verkko', 'seula']","['gaas', 'computernetwerk', 'netwerk', 'net', 'breisteek', 'vangnet']",['जाल'],net,"['rete', 'rete di calcolatori', 'rete informatica', 'maglia', 'reti']"
"['thé', 'feuille de thé']","['Tee', 'Teeblatt', 'Teeblätter']","['чай', 'ча́йные ли́стья', 'ча́йный лист']","['tea', 'tea leaf']","['茶', '红茶', '茶叶', '茶葉']","['té', 'tisana', 'infusión', 'hoja de té']","['茶', '茶葉', 'お茶っ葉']","['차', '차잎', '찻잎', '다엽']",['tee'],"['tee', 'teelehti', 'teenlehdet', 'teenlehti']","['thee', 'theeblad']",['चाय'],tea,"['tè', 'thè', 'foglia di tè']"
"['pied', 'fondation', 'substruction', 'soubassement', 'infrastructure', 'substructure', 'fondement', 'base']","['Fuß', 'Pes', 'Basis', 'Gründung']","['стопа', 'фундамент']","['human foot', 'foot', 'pes', 'Pes', 'Foot', 'groundwork', 'understructure', 'fundament', 'base', 'substructure', 'foundation']","['腳', '脚', '脚部', '足', '基础', '地基']","['pie', 'pes', 'pata', 'base', 'subestructura', 'cimentación', 'cimiento', 'fundación', 'fundamento']","['ペス', '足', '基礎']","['발', '기초']","['Labajalg', 'vundament', 'Vundament']","['jalkaterä', 'jalka', 'perustus', 'alusrakenne', 'pohja', 'jalusta', 'kanta', 'juuri', 'alaosa', 'pohjatyö', 'perus', 'rakennuspohja', 'jalkopää', 'alapää', 'alusta', 'antura', 'perusta', 'perusrakenne', 'perusmuuri']","['voet', 'voeten', 'poot', 'pootje', 'fundament', 'basis', 'fundering', 'grondvesting', 'grondslag', 'grondvest', 'bedding']","['पैर', 'बुनियाद']",foot,"['piede', 'base', 'fondazione', 'fondazioni', 'piedistallo', 'piedestallo', 'sottofondo']"
"['or', 'ambre']","['Gold', 'Bernsteinfarben']","['золото', 'золотистый', 'Янтарный цвет', 'золотой цвет', 'золото́й', 'янтарный цвет']","['gold', 'Au', 'amber', 'golden brown']","['黃金', '黄金', '金', '金子', '金色', '橙黃色']","['oro', 'ámbar', 'dorado']","['金', '金色', '橙色', '黄金色', 'こはく色']","['금', '금색', '골드', '호박색', '등색']","['kuld', 'merevaikkollane', 'Merevaikkollane']","['kulta', 'Au', 'kullankeltainen', 'meripihkan värinen']","['goud', 'guld', 'amber']","['सोना', 'जरी', 'सुनहरा', 'सुनहला', 'स्वर्ण', 'सुनहरी']",gold,"['oro', 'ambra']"
"['porte', 'encadrement de porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь', 'ворота']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe', 'gate']","['戶', '門', '门', '门儿', '門兒', '門扉', '闸门']","['puerta', 'marco de puerta', 'seguro', 'verja', 'barrera', 'portón']","['門', 'ドア', '扉', '戸', '戸口']","['문', '관문', '대문']","['uks', 'värav']","['ovi', 'portti']","['poort', 'portier', 'deur', 'hek', 'toegangshek', 'spoorboom', 'gate', 'overwegboom']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']",door,"['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello', 'cancello', 'barriera']"
