fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
['abeille'],"['Imme', 'Biene', 'Bienen', 'Beivogl']","['пчела', 'пчела́', 'пчёлы']","['bee', 'Anthophila']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂']","['abeja', 'Anthophila', 'anthophila']","['ハチ', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉']","['mesilane', 'Mesilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['bij', 'honingbij', 'imme', 'bijen']",['मधुमक्खी'],"['ape', 'Anthophila', 'pecchia']",bee
['sonnette'],"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['bell', 'buzzer', 'doorbell']","['门铃', '門鈴', '电铃', '電鈴']","['timbre', 'campanilla de puerta']","['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['전령', '초인종', '도어폰', '벨']",['uksekell'],"['ovikello', 'Ovikello', 'ovisummeri']","['deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']",['campanello'],bell
['oiseau'],"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission']","['调查团', '委员会', '考察团', '委員會']","['comité', 'comisión']","['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta']","['comité', 'commissie', 'kamer', 'cie', 'college']","['कमेटी', 'समिति']","['commissione', 'comitato']",board
"['bateau', 'nacelle', 'barque', 'canot']","['Boot', 'Schiff']","['ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка']",['boat'],"['无篷小船', '舟', '船', '小船', '艇']","['bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación']","['舟', 'ボート']","['보트', '배']",['paat'],['vene'],"['boot', 'schip']","['बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती']","['imbarcazione', 'nave', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante']",boat
['os'],"['Bein', 'Knochengewebe', 'Knochen', 'Gebeine']",['кость'],"['bone', 'os']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架']","['hueso', 'os']",['骨'],['뼈'],"['kont', 'luu']","['luu', 'os']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat']","['हड्डी', 'अस्थि']",['osso'],bone
['livre'],['Buch'],['книга'],['book'],"['書', '书籍', '書籍', '书', '圖書', '图书']",['libro'],['本'],['책'],['raamat'],['kirja'],"['boek', 'boeken', 'album', 'boekwerk', 'boekje']","['किताब', 'पुस्तक']",['libro'],book
"['caisse', 'boîte']","['Kasten', 'Kiste']",['коробка'],"['boxes', 'box']","['盒', '盒子', '箱', '箱子']","['cajas', 'caja']",['箱'],['상자'],['Kast'],"['laatikko', 'rasia', 'aski']","['dozen', 'doos', 'bak']",['m'],"['scatola', 'cassetta', 'astuccio', 'cassa']",box
"['garçon', 'fils']","['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']",['мальчик'],"['boy', 'male child', 'son']","['男孩', '男子', '男孩子', '少年']","['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo', 'hijo']","['男の子', '少年']",['소년'],['poiss'],['poika'],"['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen', 'zoonlief', 'zoon']",['लड़का'],"['ragazzo', 'figliuolo', 'bambino', 'bimbo', 'figliolo', 'fanciullo', 'ragazzino', 'guaglione', 'maschietto', 'figlio', 'figlio maschio', 'maschio']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'cervelle', 'encéphale']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Hirn', 'Denkapparat', 'Gehirn', 'Denkorgan', 'Haupt', 'Kopf']","['Нус', 'ра́зум', 'психика', 'ум', 'головной мозг', 'голова', 'глава́', 'башка́', 'голова́']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'encephalon', 'caput']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '脑', '大脑', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '頭腦']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'encéfalo', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'punta']","['心', 'ヌース', '念頭', 'プシュケー', '脳', '頭', '頭部']","['누스', '프시케', '마음', '뇌', '머리']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'peaaju', 'pea']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'aivot', 'encephalon', 'lanttu', 'kallo']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'hersenen', 'hersens', 'zenuwcentrum', 'kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!']","['मन', 'मस्तिष्क', 'सिर', 'सर']","['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'encefalo', 'cerebro', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']","['Jarru', 'jarru']","['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie']","['экономика', 'политическая экономия', 'эконо́мика']","['economics', 'economic science', 'political economy']","['经济学', '經濟學', '政治经济学']","['economía', 'economía política', 'económicas', 'ciencias económicas']","['経済学', '政治経済学']","['경제학', '經濟學', '정치경제학']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia']","['economie', 'politieke economie']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति']","['economia', 'scienze economiche', 'economia politica']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']",['はし'],"['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['brosse', 'brosse à cheveux']","['Bürste', 'Pinsel']","['щётка', 'кисть', 'Щётка']",['brush'],"['刷', '刷子']","['cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['刷子', 'ブラシ', '刷毛']","['솔', '브러시']","['Hari', 'hari', 'pintsel']","['harja', 'suti', 'sivellin', 'suka']","['borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['ब्रश', 'बुरुश', 'झाड़ू']","['spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
['gâteau'],['Kuchen'],"['торт', 'пирожное']",['cake'],['蛋糕'],"['pastel', 'torta', 'bizcocho', 'cake', 'coca', 'tarta']","['ケーキ', '菓子な']","['케이크', '과자']","['Kook', 'kook']",['kakku'],"['cake', 'taart']",['केक'],"['torta', 'cake']",cake
"['appareil photographique', 'caméra', 'appareil photo']","['Fotoapparat', 'Kamera']","['съёмочная камера', 'камера', 'фотоаппарат']","['camera', 'photographic camera', 'still camera']","['照相機', '照相机', '相机']","['cámara fotográfica', 'cámara']",['カメラ'],"['카메라', '사진기']","['kaamera', 'fotoaparaat', 'Kaamera']","['kamera', 'valokuvakamera']","['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel']",['कैमरा'],"['camera', 'fotocamera', 'macchina fotografica', 'apparecchio fotografico']",camera
"['pièce d’identité', ""carte d'identité"", ""carte d'identification"", ""pièce d'identité"", 'carte d’identité', 'carte', 'document']","['Personalausweis', 'Ausweis', 'ID', 'Identitätskarte']","['удостоверение личности', 'идентификационные карты', 'удостовере́ние', 'удостовере́ние ли́чности', 'па́спорт', 'ли́чное удостовере́ние']","['I.D.', 'ID', 'identity document', 'identity card', 'identification card', 'card', 'ID card']","['身份证', '证件', '身分證', '證件', '身份證', '身份卡']","['documento de identidad', 'identificación', 'carné de identidad', 'carnet de identidad', 'documento nacional de identidad', 'cédula de identidad', 'DNI', 'credencial', 'carnet']","['身分証明書', '身分証', 'ＩＤカード', 'ＩＤ']","['신분증', 'ID 카드']","['ID-kaart', 'isikutunnistus']","['henkilökortti', 'henkilöllisyystodistus', 'henkilötodistus', 'I.D.', 'ID']","['identiteitskaart', 'legitimatiebewijs', 'stamkaart', 'identiteitsbewijs', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']",['पहचान पत्र'],"[""carta d'identità"", ""documento d'identità"", 'carta di identità', 'documento']",card
"['autobus', 'bus', 'car', 'omnibus', 'char-à-bancs', 'autocar', 'coche', 'véhicule ferroviaire', 'wagon', 'voiture', 'carrosse', 'équipage', 'voiture à cheval', 'charrette', 'charrette à bras', 'voiture à bras', 'voiturette']","['Personenbus', 'Autobus', 'Omnibus', 'Verkehrsbus', 'Bus', 'Reisebus', 'Kutsche', 'Waggon', 'Eisenbahnwagen', 'Equipage', 'Wagen', 'Karren', 'Karre', 'Handwagen', 'Ochsenwagen', 'Handkarren']","['автобус', 'коля́ска', 'Автобус дальнего следования', 'экипа́ж', 'пово́зка', 'автобус дальнего следования', 'дилижа́нс', 'авто́бус', 'каре́та', 'шараба́н', 'железнодорожное транспортное средство', 'карета', 'теле́га', 'повозка', 'теле́жка', 'ручна́я теле́жка']","['coach', 'bus', 'motorcoach', 'autobus', 'charabanc', 'double-decker', 'motorbus', 'jitney', 'omnibus', 'passenger vehicle', 'motor coach', 'Motor bus', 'motor bus', 'carriage', 'railroad car', 'railway carriage', 'rig', 'equipage', 'cart', 'handcart', 'go-cart', 'pushcart', 'ox-drawn cart']","['马车', '巴士', '公共汽車', '公共汽车', '长途公共汽车', '大型客车', '大客车', '长途汽车', '大型游览巴士', '公车', '公交', '客车', '公交车', '客車', '公交車', '公汽', '馬車', '公車', '長途客車', '車廂', '四轮马车', '手拉車', '手車', '手推車', '手车', '手推车', '搬運車', '手拉车']","['bus', 'autobús', 'pullman', 'ómnibus', 'cazadora', 'micro', 'autocar', 'Autocar', 'camión', 'bondi', 'coche', 'rufa', 'chiva', 'colectivo', 'guagua', 'camioneta', 'charabanc', 'autobus', 'motorbus', 'vehículo ferroviario', 'vagón', 'carruaje', 'carroza', 'carruaje de lujo', 'coche de caballos', 'carreta', 'carretón de mano', 'carro', 'carretilla']","['バス', '高速バス', 'モーターバス', 'コーチ', '乗合自動車', '馬車', '乗合バス', 'キャリッジ', 'ハンドカート', '荷車', '手車']","['버스', '뻐스', '마차', '수레']","['buss', 'autobuss', 'raudteesõiduk', 'tõld', 'Tõld', 'kaarik']","['linja-auto', 'kaukolinja-auto', 'bussi', 'vaunut', 'rautatieajoneuvo', 'ekipaasi', 'Valjakkovaunu', 'kärryt', 'valjakkovaunu', 'rattaat', 'käsikärryt', 'työntökärry', 'Kärry', 'käsikärry', 'työntökärryt']","['bus', 'autobus', 'koets', 'stadsbus', 'touringcar', 'klein busje', 'omnibus', 'dubbeldekker', 'wagon', 'spoorwagen', 'spoorvoertuig', 'rijtuig', 'break', 'brik', 'janplezier', 'kar', 'handkar', 'ossenwagen', 'handwagen', 'skelter', 'trapauto']","['बस', 'गाड़ी']","['autobus', 'bus', 'pullman', 'diligenza', 'corriera', 'vettura', 'carrozza', 'Pullman turistico', 'autopullman', 'torpedone', 'autopulman', 'autocorriera', 'vagone', 'veicolo su rotaia', 'carretto', 'barroccino', 'baroccino']",carriage
"['minou', 'chat', 'chat domestique']","['Hauskatze', 'Katze', 'Mietzekatze', 'Mietze', 'Stubentiger']","['кошка', 'кот']","['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['貓', '猫', '家貓']","['gato', 'gata', 'gato doméstico', 'Felis silvestris catus', 'felis silvestris catus']","['猫', 'ネコ', 'Felis silvestris catus']","['고양이', 'Felis silvestris catus']",['kass'],"['mirri', 'kissa', 'kesykissa', 'kisu', 'katti', 'kissaeläin']","['kat', 'huiskat']","['बिल्ली', 'Felis silvestris catus']","['micio', 'gatto', 'gatto domestico', 'micino', 'Felis silvestris catus']",cat
['fromage'],['Käse'],"['сыр', 'творо́г', 'тво́рог']","['cheese', 'YAMSHD']","['干酪', '奶酪', '乳酪', '芝士', '乾酪', '起司', '吉士', '酪', '起士']",['queso'],"['チーズ', '酪', '乾酪']","['건락', '치즈']","['juust', 'sõir']",['juusto'],['kaas'],"['चीज़', 'पनीर']","['formaggio', 'cacio']",cheese
"['coffre', 'malle', 'caisse', 'boîte']","['Truhe', 'Koffer', 'Kasten', 'Kiste']","['сундук', 'я́щик', 'Сундук', 'сунду́к', 'коробка']","['chest', 'boxes', 'box']","['箱', '箱子', '盒', '盒子']","['baúl', 'arcón', 'arca', 'cofre', 'cajas', 'caja']",['櫃'],"['궤', '불교 용어 목록', '불교 용어 목록/구', '상자']","['Kirst', 'kirst', 'Kast']","['Arkku', 'arkku', 'kirstu', 'laatikko', 'rasia', 'aski']","['kist', 'dozen', 'doos', 'bak']","['संदूक़', 'सन्दूक़', 'm']","['baule', 'cassapanca', 'cassa', 'cofano', 'scatola', 'cassetta', 'astuccio']",chest
['menton'],['Kinn'],['подбородок'],"['chin', 'mentum']","['颔', '下巴頦', '下巴颏', '下巴', '頷', '颏', '下颚']","['barbilla', 'mentón', 'pera', 'barba']","['顎', 'おとがい']","['턱', '아래턱']","['lõug', 'Lõug']","['leuka', 'leukakyhmy', 'mentum']","['kin', 'kinnebak']","['ठोड़ी', 'ठुड्डी', 'चिबुक']","['mento', 'bazza']",chin
"['Église', 'église']",['Kirche'],['христианская церковь'],"['church', 'Christian church', 'Christian Church', 'Church']","['教會', '教会']","['iglesia cristiana', 'Iglesia', 'cristianismo']",['教会'],['교회'],"['kirik', 'Kirik']","['kirkko', 'kristillinen kirkko']","['Kerk', 'kerk']",['कलीसिया'],"['Chiesa', 'chiesa']",church
"['cercle', 'rond']",['Kreis'],"['окружность', 'окру́жность', 'круг']",['circle'],"['圈子', '圆', '圓', '圆圈', '圓圈', '圓形', '圆形', '椭圆形']","['círculo', 'circunferencia']","['円', '丸']","['원', '동그라미']","['ringjoon', 'ring']",['ympyrä'],"['kring', 'cirkel']","['वृत्त', 'चक्र']","['cerchio', 'circonferenza', 'circolo']",circle
['veste'],['Jacke'],"['жаке́т', 'куртка', 'ку́ртка']","['jacket', 'coat']","['夾克', '上衣', '夹克', '短上衣']","['casaca', 'saco', 'abrigo', 'chaqueta', 'chamarra', 'cazadora', 'chumpa', 'jacket', 'campera', 'chompa']","['コート', 'ジャケット']",['재킷'],['jakk'],"['takki', 'pusakka', 'pikkutakki']","['jas', 'jack']",['जैकेट'],"['cappotto', 'mantello', 'giacca', 'casacca', 'giacchetta', 'giubba']",coat
['arrestation'],['Festnahme'],"['заключение под стражу', 'задержа́ние', 'аре́ст', 'Арест личности']","['taking into custody', 'arrest', 'collar', 'catch', 'apprehension', 'pinch']","['逮捕', '捕捉']","['arresto', 'detención']",['捕捉'],['체포'],['Vahistamine'],"['pidätys', 'pidättäminen', 'kiinniotto', 'vangitseminen', 'saada kiinni']","['aanhouding', 'grijpen', 'vastgrijpen', 'arrestatie', 'arrest', 'stilstand']",['गिरफ़्तारी'],"['arresto', 'fermo']",collar
['peigne'],['Kamm'],['расчёска'],['comb'],"['梳篦', '头梳', '梳棉机', '篦', '梳子']",['peine'],['櫛'],['빗'],['kamm'],['kampa'],"['kam', 'schilderskam']",['कंघा'],['pettine'],comb
