fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['aubier', 'bois']","['Splintholz', 'Holz']","['дерево', 'оболонь', 'лес', 'древеси́на', 'древесина', 'лесоматериа́л', 'де́рево']","['sap-wood', 'wood', 'sapwood', 'alburnum']","['木', '木头', '木材', '木料', '木頭']","['albura', 'sámago', 'madera']",['木材'],"['나무', '목재']","['puit', 'puu']","['pintapuu', 'puu', 'puuaines']","['hout', 'spinthout', 'houtsoort']","['लक्डी', 'लकड़ी', 'काठ', 'काष्ठ']",wood,"['legno', 'alburno', 'legname']"
"['hameau', 'village']","['Dorf', 'Ortschaft', 'Weiler', 'Dörfchen']","['село', 'деревня', 'слобода́', 'село́', 'кишла́к', 'ау́л', 'стани́ца', 'селе́ние', 'весца́', 'ху́тор', 'дере́вня', 'вёска', 'весь', 'ве́слина']","['village', 'hamlet']","['村', '乡庄', '鄉村', '村莊', '村落', '农村', '乡村', '屯落', '農村', '村庄', '村子', '鄉莊']","['caserío', 'pueblo', 'aldea', 'aldehuela']","['村落', '田舎']","['마을', '촌락']",['küla'],"['kylä', 'pieni kylä']","['dorp', 'gehucht', 'gat', 'buurt', 'buurtschap', 'vlek']","['गाँव', 'गांव']",village,"['paesello', 'borgo', 'paesino', 'frazione', 'villaggio', 'paese', 'borgata', 'casale', 'vico']"
['chanson'],['Lied'],['песня'],"['song', 'vocal']","['歌', '歌曲']","['canción', 'vocal']",['歌曲'],['노래'],['laul'],"['laulu', 'sävelmä', 'lauluosuus']","['lied', 'zang', 'liedje', 'een appel en een ei', 'nummer']",['गीत'],song,"['canzone', 'canzonetta', 'canto']"
"['eau', 'eaux', ""étendue d'eau""]","['Wasser', 'Gewässer']","['вода', 'воды', 'во́дное простра́нство', 'водоём', 'водный объект']","['water', 'body of water', 'waterbody']","['水', '水體', '水体']","['agua', 'cuerpo de agua', 'extensión de agua', 'masa de agua']",['水域'],"['물', '수역']","['vesi', 'veekogu']","['vesi', 'vedet', 'vesimuodostuma', 'vesialue']","['water', 'zoetwater', 'majem', 'wateren', 'waterlichaam']","['जल', 'पानी', 'जल निकाय']",water,"['acqua', 'acque', ""corpo d'acqua"", ""bacino d'acqua"", ""massa d'acqua"", ""specchio d'acqua""]"
['sable'],['Sand'],"['песок', 'песо́к']",['sand'],"['沙', '沙子', '砂']",['arena'],['砂'],['모래'],"['liiv', 'Liiv']",['hiekka'],"['zand', 'zavel', 'lef', 'zandstrand']","['बालू', 'रेत']",sand,"['sabbia', 'rena', 'arena']"
"['rivière', 'fleuve', 'courant', ""cours d'eau"", 'ruisseau', 'rupt', ""courant d'eau"", 'ru']","['Fluß', 'Fluss', 'Bach', 'Wasserlauf', 'Fließgewässer']","['река', 'водный путь', 'ручей', 'поток', 'ре́чка', 'водоток', 'пото́к', 'речу́шка', 'руче́й', 'система озёр']","['river', 'stream', 'watercourse', 'brook', 'lake system']","['河', '水流', '河流', '川', '江', '水道', '小河', '溪', '流水']","['río', 'ríos', 'arroyo', 'corriente', 'curso de agua', 'flujo']","['川', '流れ', '小川', '渓流', '水路']","['강', '시내', '물길', '내', '개울']","['jõgi', 'vooluveekogu', 'oja', 'Oja']","['joki', 'vesitie', 'vesistö', 'puro', 'väylä', 'vesireitti', 'noro', 'oja', 'virtavesi', 'virta']","['rivier', 'stroom', 'waterloop', 'beek', 'merensysteem', 'watergang']","['नदी', 'दरिया', 'रूद', 'जलस्रोत']",river,"['fiume', ""corso d'acqua"", 'corrente', 'ruscello', 'rivo', 'torrente']"
"['loi', 'droit', 'méthode', 'procédé', 'manière']","['Recht', 'Gesetz', 'Verfahrensweise', 'Methode', 'Vorgehensweise', 'Art und Weise', 'Verfahren']","['право', 'пра́вило', 'пра́во', 'зако́н', 'закон', 'метод', 'приём', 'ме́тод', 'спо́соб']","['law', 'jurisprudence', 'process', 'way', 'method']","['法', '法律系统', '法律', '方法', '方式', '做法', '办法']","['derecho', 'ley', 'Derecho', 'jurisprudencia', 'método']","['方法', '方式']","['법', '방법', '방식']","['õigus', 'seadus', 'meetod', 'viis']","['laki', 'juridiikka', 'menetelmä', 'metodi']","['wet', 'recht', 'methode', 'methodiek', 'handelwijze', 'optreden', 'systeem', 'handelwijs', 'systematiek']","['नियम', 'विधि', 'क़ानून', 'तरीक़ा', 'तरह']",law,"['diritto', 'legge', 'giurisprudenza', 'legislazione', 'corpo legislativo', 'metodo', 'procedimento', 'maniera', 'sistema']"
"['milieu marin', 'océan']","['Meeresumwelt', 'Ozean']","['морская окружающая среда', 'океан']","['sea', 'body of water', 'bounding main', 'ocean', 'marine environment']","['洋', '海洋', '大洋']","['océano', 'ambiente marino', 'mar']","['大洋', '海洋']",['대양'],"['ookean', 'merekeskkond']","['valtameri', 'meriympäristö']","['mariene milieu', 'oceaan', 'plas', 'wereldzee']",['महासागर'],ocean,"['ambiente marino', 'oceano']"
"['grotte', 'caverne']",['Höhle'],['пещера'],['cave'],"['洞', '洞穴', '洞窟', '石窟']","['caverna', 'cueva', 'gruta']",['洞窟'],['동굴'],['koobas'],"['luola', 'luolasto']","['hol', 'grot']",['गुफ़ा'],cave,"['caverna', 'grotta', 'antro']"
['mer'],['Meer'],"['Мировой океан', 'море']",['sea'],"['海', '世界洋']","['mar', 'océano mundial', 'océano', 'mares']",['世界の大洋'],['바다'],"['Maailmameri', 'meri']",['meri'],['zee'],['सागर'],sea,"['mare', 'acque']"
"['flamme', 'feu']","['Flamme', 'Feuergarbe', 'Lohe', 'Feuer', 'Feuerzunge']","['огонь', 'пламя', 'по́лы́мя', 'пла́мень', 'пла́мя', 'Пламя']","['flame', 'fire', 'flaming']","['火', '火焰', '焚烧', '燃烧', '火舌', '焰']","['fuego', 'llama', 'flama', 'lumbre', 'incendio']","['炎', '火炎']","['불', '화염', '불꽃', '불길']","['põleng', 'leek', 'Tuli', 'tuli', 'Leek']","['tuli', 'liekki']","['vuur', 'fik', 'vlam', 'laai']","['अग्नि', 'आग', 'आतिश', 'ज्वाला', 'शोला', 'लौ', 'लपट']",fire,"['fuoco', 'fiamma']"
"['heure', 'point', 'Points', 'points', 'Point', 'nombre de points', 'score']","['Stunde', 'Scorerpunkt', 'Spielergebnis', 'Spielstand', 'Punkt']","['час', 'очко́', 'счёт', 'результа́т', 'очко', 'очки', 'Очки', 'балл']","['hour', 'hr', 'point', 'score']","['点', '小时', '钟头', '钟点', '小時', '鐘點', '點齊', '點', '鐘頭', '得分', '分', '比分']","['hora', 'h', 'puntaje', 'puntuación', 'point', 'tantos', 'punto']","['時間', '時', 'ポイント', '得点', 'スコア']","['시', '시간', '포인트', '득점']","['tund', 'skoor, punktiseis', 'punkt']","['tunti', 'h', 'piste', 'tehopiste', 'pistemäärä', 'Tehopiste']","['uur', 'stonde', 'h', 'punt', 'stand', 'doelpunt', 'locatie', 'winstpunt', 'tijdpunt', 'plek']",['घंटा'],point,"['ora', 'point', 'punteggio', 'punto']"
"['ballon', 'balle', 'ballon de football', 'sphère', 'boule', 'bal', 'orbe', 'football', 'pelote', 'soccer', 'foot', 'globe']","['Ball', 'Fußball', 'Kugel', 'Tanzball', 'Gestirn', 'Knäuel']","['мяч', 'футбольный мяч', 'шар', 'сфе́ра', 'сфера', 'бал', 'ногомя́ч', 'клубо́к', 'футбо́л']","['ball', 'association football ball', 'sphere', 'globe', 'orb', 'formal', 'Football', 'football']","['球', '足球比赛用球', '球體', '球面', '球体', '球形', '舞会', '足球', '蹴球', '天体', '毛球', '球状物']","['pelota', 'bola', 'balón', 'pelota de fútbol', 'balón de fútbol', 'esfera', 'baile', 'balón de fútbol americano', 'orbe', 'balompié', 'futbol', 'pambol', 'fútbol', 'balón-pie']","['ボール', 'サッカーボール', '球面', '球体', '舞踏会', '蹴球', 'サッカー', 'フットボール', '玉']","['공', '축구공', '구', '구체', '무도회', '천체', '풋볼', '축구']","['pall', 'kera', 'sfäär', 'ball', 'Ball', 'jalgpall']","['pallo', 'jalkapallo', 'kehrä', 'tanssiaiset', 'Tanssiaiset', 'kerä', 'lankakerä', 'pyöreä kappale']","['bal', 'voetbal', 'bol', 'bolleke', 'bolletje', 'kluwen', 'wereldbol']","['गेंद', 'गोला', 'फुटबॉल', 'फ़ुटबॉल', 'फ़ुटबाल', 'फुटबाल']",ball,"['pallone', 'palla', 'pallone da calcio', 'sfera', 'ballo', 'veglione', 'palla da rugby', 'palla ovale', 'gomitolo', 'calcio', 'orbe', 'globo']"
"['peinture', 'artiste peintre', 'peintre', 'image', 'tableau']","['Abbild', 'Maler', 'Darstellung', 'Gemälde', 'Malerei']","['картина', 'образ', 'живопись', 'жи́вопись']","['image', 'picture', 'artist', 'painting', 'painter', 'art of painting']","['画', '绘画', '畫作', '油漆', '繪畫', '画儿', '图画']","['pintora', 'imagen', 'pintor', 'pintura', 'pintado', 'lienzo', 'cuadro']","['絵画', '画像', 'タブロー', '絵画作品']",['회화'],"['maal', 'maalimine', 'maalikunst']","['kuva', 'maalaustaide', 'maalaus']","['schilder', 'verven', 'plaatje', 'schilderen', 'kunstschilder', 'afbeelding', 'schilderkunst', 'geschilder', 'schilderij', 'schilderstuk', 'schilderwerk', 'doek']",['चित्रकला'],painting,"['pittura', 'pittore', 'raffigurazione', 'immagine', 'dipinto', 'verniciatura', 'quadro']"
"['riziculteur', 'riz', 'riz paddy', 'mètre']","['Reis', 'Meter']","['рис', 'метр']","['rice farmer', 'rice', 'rice grower', 'Rice gadu', 'meter', 'metre', 'm']","['米', '稻米', '稻', '稻子', '公尺', '米突', 'm']","['arroz', 'metro', 'm']","['稲', 'メートル', '㍍']","['쌀', '벼', '미터', '메터']","['riis', 'meeter']","['riisi', 'riisikasvi', 'metri', 'm']","['rijst', 'rijstboer', 'Aziatische rijst', 'meter', 'metriek']","['चावल', 'तंडुल', 'धान', 'भात', 'मीटर', 'मान', 'm']",rice,"['riso', 'risicoltore', 'risicultore', 'metro']"
['rouge'],['Rot'],"['красный', 'красный цвет', 'кра́сный']","['red', 'redness']","['红', '红色', '紅色']","['rojo', 'roja', 'rojez']",['赤'],"['빨강', '빨간색']",['punane'],"['punainen', 'punaisuus']","['rood', 'keel']",['लाल'],red,['rosso']
"['route', 'itinéraire', 'chemin', 'fil', 'fil textile', 'droite', 'ligne droite', 'ligne', 'ficelle', 'corde']","['Strasse', 'Straße', 'Wegstrecke', 'Weg', 'Pfad', 'Route', 'Garn', 'Faden', 'Zwirn', 'Strang', 'Nähgarn', 'Gerade', 'Kordel', 'Schnur']","['дорога', 'курс', 'маршру́т', 'доро́га', 'тра́сса', 'путь', 'пряжа', 'пря́жа', 'нить', 'ни́тка', 'прямая', 'Шпагат', 'шпагат', 'верёвка', 'шнур', 'шпага́т', 'бечёвка']","['road', 'route', 'thread', 'yarn', 'straight line', 'line', 'string', 'twine', 'path', 'itinerary', 'travel itinerary', 'Travel itinerary']","['线', '沿路', '马路', '道路', '路徑', '馬路', '路径', '路', '航线', '路線', '航線', '道', '路线', '線', '公路', '纱线', '纱', '紗', '毛線', '毛线', '紗線', '直线', '合股線', '合股线', '细绳', '旅游行程', '旅遊行程', '行程', '轨道', '旅程', '小道', '小径', '途径']","['carretera', 'calle', 'camino', 'itinerario', 'ruta', 'hilo', 'hebra', 'hilado', 'lana', 'hilaza', 'recta', 'línea', 'cordel', 'mecate', 'cuerda', 'guita', 'bramante', 'cordón', 'recorrido']","['道', '道路', '路線', '通路', '道筋', 'ルート', '糸', '毛糸', '直線', '紐']","['도로', '경로', '길', '로선', '노선', '실', '털실', '직선', '끈']","['maantee', 'tee', 'marsruut', 'teekond', 'kedrus', 'lõng', 'niit', 'sirge', 'nöör', 'Nöör']","['tie', 'maantie', 'reitti', 'rihma', 'lanka', 'kuitu', 'säie', 'suora', 'muoto', 'naru', 'nyöri']","['baan', 'straat', 'weg', 'traject', 'route', 'kasseiweg', 'straatweg', 'steenweg', 'garen', 'draad', 'rechte lijn', 'lijn', 'touw', 'twijn', 'koord', 'streng', 'tweern', 'paktouw', 'bindtouw', 'bindgaren', 'pees']","['राह', 'रोड', 'रास्ता', 'सड़क', 'मार्ग', 'पथ', 'तागा', 'सूत', 'धागा', 'तंत', 'ताँत', 'सूत्र', 'डोरा', 'तन्तु', 'सरल रेखा', 'तार']",line,"['strada', 'itinerario', 'percorso', 'via di comunicazione', 'via', 'filo', 'filato', 'refe', 'cucirino', 'linea retta', 'linea', 'retta', 'stringa', 'spago', 'legaccio', 'laccetto', 'fila', 'cordicella', 'rotta']"
"['réseau', 'filet', 'réseau informatique', 'maille de tricot', 'maillage', 'tissus']","['Netzwerk', 'Rechnernetz', 'Computernetzwerk', 'Netz', 'Gittergewebe', 'Gitter']","['компьютерная сеть', 'мерёжа', 'Сетка', 'мре́жа', 'се́тка', 'сеть']","['net', 'computer network', 'mesh', 'network', 'meshwork', 'meshing', 'knitting stitch']","['网', '電腦網路', '计算机网络', '網', '筛', '网孔', '網孔']","['malla', 'red informática', 'red de computadoras', 'red', 'red de ordenadores', 'rejilla']","['コンピュータ・ネットワーク', '編', '網', 'メッシュ']","['그물', '망']",['võrk'],"['verkko', 'seula']","['gaas', 'computernetwerk', 'netwerk', 'net', 'breisteek', 'vangnet']",['जाल'],net,"['rete', 'rete di calcolatori', 'rete informatica', 'maglia', 'reti']"
"['thé', 'feuille de thé']","['Tee', 'Teeblatt', 'Teeblätter']","['чай', 'ча́йные ли́стья', 'ча́йный лист']","['tea', 'tea leaf']","['茶', '红茶', '茶叶', '茶葉']","['té', 'tisana', 'infusión', 'hoja de té']","['茶葉', 'お茶っ葉']","['차', '차잎', '찻잎', '다엽']",['tee'],"['tee', 'teelehti', 'teenlehdet', 'teenlehti']","['thee', 'theeblad']",['चाय'],tea,"['tè', 'thè', 'foglia di tè']"
['pied'],"['Fuß', 'Pes']",['стопа'],"['human foot', 'foot', 'pes', 'Pes', 'Foot']","['足', '腳', '脚', '脚部']","['pie', 'pes', 'pata']",['ペス'],['발'],['Labajalg'],"['jalkaterä', 'jalka']","['voet', 'voeten', 'poot', 'pootje']",['पैर'],foot,['piede']
"['or', 'métal']","['Gold', 'Metall', 'Metalle']","['золото', 'металл', 'металлы']","['gold', 'Au', 'metal', 'metallic element']","['金', '黃金', '黄金', '金子', '金属', '金属元素', '金屬']","['oro', 'metal', 'metales', 'elemento metálico']",['金属'],"['금', '금속']","['kuld', 'metall', 'metallid']","['kulta', 'Au', 'metallit', 'metalli', 'metalliaines']","['goud', 'metaal']","['सोना', 'धातु']",gold,"['oro', 'metallo']"
"['encadrement de porte', 'porte', 'portière', 'huis']","['Türfutter', 'Türrahmen', 'Tor', 'Türzarge', 'Türen', 'Tür', 'Türe']","['две́ри', 'дверь', 'ворота']","['door case', 'doorcase', 'door', 'door frame', 'doorway', 'doorframe', 'gate']","['门', '戶', '門', '门儿', '門兒', '門扉', '闸门']","['puerta', 'marco de puerta', 'seguro', 'verja', 'barrera', 'portón']","['門', 'ドア', '扉', '戸', '戸口']","['문', '관문', '대문']","['uks', 'värav']","['ovi', 'portti']","['poort', 'portier', 'deur', 'hek', 'toegangshek', 'spoorboom', 'gate', 'overwegboom']","['द्वार', 'दरवाज़ा', 'दर', 'प्रवेश', 'दरवाजा']",door,"['telaio della porta', 'porta', 'portiera', 'uscio', 'sportello', 'cancello', 'barriera']"
"['neige', 'couche de neige', 'chute de neige']","['Schneedecke', 'Schneefall', 'Schnee']","['снегопад', 'снег']","['snow cover', 'snow', 'snowfall', 'snow mantle']","['雪', '下雪', '降雪']","['nevada', 'capa de nieve', 'nieve', 'nevar']","['降雪', 'ゆき']",['눈'],['lumi'],"['lumi', 'lumisade']","['sneeuw', 'sneeuwlaag', 'sneeuwval', 'sneeuwwit', 'sneeuwen']","['हिम', 'हिमपात', 'बर्फ़']",snow,"['nevicata', 'caduta di neve', 'neve']"
"['cheval', 'equus caballus', 'maman']","['Gaul', 'Pferd', 'Ross', 'Hauspferd']","['лошадь', 'домашняя лошадь']","['horse', 'Equus caballus', 'mom', 'mammy', 'mama', 'mummy', 'mum', 'ma', 'momma', 'mamma', 'mumma', 'mommy']","['马', '馬']","['caballo', 'Equus ferus caballus', 'yegua', 'equinos', 'mami', 'ma', 'mama', 'mamá', 'madre']","['馬', 'ウマ', 'Equus caballus']",['말'],['hobune'],"['hevonen', 'Equus caballus', 'äiti']","['paard', 'peerd', 'viervoeter', 'ros', 'mamma', 'mama']",['घोड़ा'],horse,"['cavallo', 'Equus ferus caballus', 'Equus caballus', ""ma'"", 'mammina', 'mamma']"
['jaune'],['Gelb'],"['жёлтый', 'жёлтый цвет']","['yellow', 'yellowness']","['黄', '黃色', '黄色']",['amarillo'],['黄色'],"['노랑', '황색']","['kollane', 'Kollane']","['keltainen', 'kelta', 'keltaisuus']","['geel', 'goud']","['पीला', 'ज़र्द']",yellow,['giallo']
"['blancheur', 'blanc']","['weiß', 'Weiß', 'Weiss', 'Weißgrad']","['белый', 'бе́лый цвет', 'белый цвет']","['whiteness', 'white', 'colorimetric whiteness']","['白', '白色']","['blanco', 'blancura']","['白色', '白色度']","['흰색', '흰', '하양']",['valge'],"['valkoinen', 'valkea', 'valkoisuus']","['blankheid', 'witheid', 'wit', 'zilver']","['सफ़ेद', 'श्वेत']",white,"['bianco', 'candore', 'bianchezza', 'pallidezza']"
"['un', 'Un']","['eins', 'Eins', 'ein']","['один', 'одно́', 'раз', 'оди́н', 'одна́', 'едини́ца']","['one', 'ace', 'unity', 'I', 'single', 'Numero Uno']",['一'],"['uno', 'es', 'dos']",['一つ'],"['한', '하나', '일']","['üks', 'Üks']","['yksi', 'ykkönen', 'I']","['één', 'een', 'i', 'twee']","['इक', 'एक']",one,['uno']
['deux'],"['zwei', 'Zwei']","['двойка', 'дво́йка', 'две', 'два', 'дво́е']","['two', 'deuce', 'II']","['二', '貳', '贰', '两', '兩']",['dos'],['二つ'],"['둘', '이', '두']","['kaks', 'Kaks']","['kakkonen', 'kaksi', 'II']",['twee'],"['द्वि', 'दुई', 'दो']",two,['due']
"['six', 'demi-douzaine', 'sextuor']","['Schwindler', 'sechs', 'halbes Dutzend']","['шесть', 'полдю́жины', 'ше́стеро']","['six', 'half a dozen', 'sextuplet', 'VI', 'Captain Hicks', 'sise', 'sextet', 'hexad', 'sixer', 'sestet']",['六'],"['seis', 'Sexteto de música', 'sixer', 'sexteto', 'sise', 'hexad', 'sestet']","['シックス', '六つ']","['륙', '여섯', '육']","['kuus', 'Kuus']","['kuusi', 'puoli tusinaa', 'sekstetti', 'kuusikko', 'Captain Hicks', 'VI', 'heksa', 'kuutonen']","['zes', 'sextool']","['छः', 'छह']",six,"['sei', 'sestetto']"
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'chef', 'leader']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Haupt', 'Kopf', 'Führer', 'Leiter']","['Нус', 'ра́зум', 'психика', 'ум', 'голова', 'глава́', 'башка́', 'голова́']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'caput', 'chief', 'boss', 'director', 'leader', 'top dog']","['头', '头脑', '脑海', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '头部', '頭子', '頭部', '头子', '頭', '腦袋', '首', '頭腦', '领袖', '首领', '首脑']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'marote', 'melón', 'testa', 'sesera', 'coco', 'sabiola', 'tarro', 'maceta', 'chola', 'punta', 'líder', 'jefe', 'responsable']","['心', 'ヌース', '念頭', 'プシュケー', '頭', '頭部', 'リーダー', '指導者']","['누스', '프시케', '마음', '머리']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'pea']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'lanttu', 'kallo', 'pomo', 'päällikkö', 'johtaja']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'kop', 'hoofd', 'baas', 'bazin', 'leider', 'op uw plaatsen, klaar, af!', 'chef', 'directeur', 'schoolhoofd', 'rector', 'ouwe', 'bestuurder']","['मन', 'सिर', 'सर']",head,"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'capo', 'capoccia', 'zucca', 'chiorba', 'cranio', 'principale', 'leader', 'direttore', 'comandante', 'responsabile']"
"['commerce', 'magasin', 'boutique']","['Einzelhandelsgeschäft', 'Geschäft', 'Laden']","['лавка', 'магазин', 'бути́к', 'магази́н', 'ла́вка']","['boutique', 'store', 'retail outlet', 'shop']","['店', '商店', '鋪子', '铺子', '店铺', '店鋪']","['tienda', 'comercio', 'negocio', 'establecimiento', 'almacén']","['商店', '販売店', '売店', '店鋪', 'ストア', 'ショップ']","['가게', '판매점', '상점']","['pood', 'kauplus']","['myymälä', 'kauppa']","['winkel', 'magazijn', 'nering', 'shop', 'atelier', 'zaak', 'werkplaats']","['दुकान', 'दूकान']",shop,"['negozio', 'magazzino', 'esercizio', 'spaccio', 'bottega', 'fondo commerciale', 'locale']"
