fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['lac artificiel', 'bassin de retenue', 'lac de barrage', 'réservoir', ""réservoir d'eau"", 'barrage', 'lavabo', 'évier', 'darse']","['Speicherbecken', 'künstlicher See', 'Wasserspeicher', 'Stausee', 'Waschbecken', 'Lavabo', 'Spüle', 'Spülstein', 'Spülbecken', 'Dock']","['водоем', 'искусственное озеро', 'Дамбовое водохранилище', 'водный резервуар', 'водохранилище', 'водохрани́лище', 'таз', 'раковина', 'умыва́льник', 'Раковина', 'ра́ковина', 'мо́йка', 'корабельный док']","['reservoir', 'artificial lake', 'man-made lake', 'water reservoir', 'sink', 'basin', 'kitchen sink', 'dock', 'docking facility', 'dockage']","['水庫', '水库', '人工湖', '贮水池', '水槽', '盥洗盆', '洗手盆', '船塢', '码头', '停泊处']","['lago artificial', 'embalse', 'pantano', 'lavabo', 'lavamanos', 'palangana', 'fregadero', 'pila', 'dársena', 'atracadero', 'muelle', 'dique']","['ため池', '山池', '貯水池', '洗面器', '流し台', 'シンク', 'キッチンシンク', '洗面台', '流し', 'ドック']","['저수지', '개수대', '싱크', '세면기', '싱크대', '선거']","['veehoidla', 'tehisjärv', 'paisjärv', 'kraanikauss', 'bassein', 'Bassein', 'valamu', 'dokk', 'Dokk']","['tekojärvi', 'allas', 'säiliö', 'säiliökivilaji', 'varastoallas', 'patoallas', 'tekoallas', 'patojärvi', 'järvi', 'amme', 'pesuallas', 'lavuaari', 'Lavuaari', 'viemäriallas', 'telakka', 'satama-allas', 'telakka-allas']","['bassin', 'stuwmeer', 'spaarbekken', 'waterbekken', 'waterbassin', 'waterreservoir', 'wastafel', 'bekken', 'gootsteen', 'afwasbak', 'dok']","['जलाशय', 'चिलमची', 'गोदी']","[""bacino d'acqua"", 'riserva di acqua', 'lago artificiale', 'bacino artificiale', 'bacino idraulico', 'bacino', 'invaso', 'bacino idrico', 'lavello', 'lavabo', 'lavandino', 'acquaio', 'toilette', 'darsena']",basin
"['salle de bain', 'salle de bains', 'Modèle:Autres langues', 'bain', 'toilette']","['Badestube', 'Badezimmer', 'Bad', 'Vorlage:Andere Sprachen']","['ванная', 'ба́ня', 'ванная комната', 'ва́нная']","['bath', 'restroom', 'bathroom']",['浴室'],"['baño', 'cuarto de baño', 'lavabo']","['バスルーム', '浴室', '風呂場', '浴場']","['화장실', '목욕실', '욕실']",['vannituba'],"['kylpyhuone', 'kylpylä']","['wasgelegenheid', 'badkamer', 'badkuip', 'bad']","['बाथरूम', 'स्नानागार', 'गुसलख़ाना', 'ग़ुसलख़ाना', 'स्नानघर']","['bagno', 'stanza da bagno', 'ritirata', 'toilette']",bath
['abeille'],"['Imme', 'Biene', 'Bienen', 'Beivogl']","['пчела', 'пчела́', 'пчёлы']","['bee', 'Anthophila']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂']","['abeja', 'Anthophila', 'anthophila']","['ハチ', '蜂', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉']","['mesilane', 'Mesilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['bij', 'honingbij', 'imme', 'bijen']",['मधुमक्खी'],"['ape', 'Anthophila', 'pecchia']",bee
['sonnette'],"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['bell', 'buzzer', 'doorbell']","['门铃', '門鈴', '电铃', '電鈴']","['timbre', 'campanilla de puerta']","['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['전령', '초인종', '도어폰', '벨']",['uksekell'],"['ovikello', 'Ovikello', 'ovisummeri']","['deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']",['campanello'],bell
['oiseau'],"['Vögelchen', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['鳥', 'とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
['commission'],"['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission']","['调查团', '委员会', '考察团', '委員會']",['comisión'],"['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta']","['comité', 'commissie', 'kamer', 'cie', 'college']","['कमेटी', 'समिति']","['commissione', 'comitato']",board
"['navire', 'bateau', 'nacelle', 'barque', 'canot', 'bottine', 'botte', 'soulier', 'chaussure']","['Schiff', 'Stiefel']","['судно', 'кора́бль', 'ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка', 'сапоги', 'Сапоги']","['ship', 'boat']","['船', '无篷小船', '舟', '小船', '艇', '靴', '皮靴', '靴子', '长靴']","['barco', 'buque', 'navio', 'navío', 'embarcación', 'nave', 'bajel', 'bote', 'barca', 'barcos', 'bota']","['船', '大型船舶', '舟', 'ボート', '長靴', 'ブーツ']","['선박', '보트', '배', '부츠']","['laev', 'paat', 'Saabas', 'saabas']","['laiva', 'alus', 'vene', 'Saapas', 'saapas', 'varsikenkä']","['boot', 'schip', 'kiel', 'laars', 'bot', 'laarsje']","['जलयान', 'बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती']","['nave', 'dirigibile', 'astronave', 'naviglio', 'bastimento', 'imbarcazione', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante', 'stivale', 'scarpone']",boat
['os'],"['Bein', 'Knochengewebe', 'Knochen', 'Gebeine']",['кость'],"['bone', 'os']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架']","['hueso', 'os']",['骨'],['뼈'],"['kont', 'luu']","['luu', 'os']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat']","['हड्डी', 'अस्थि']",['osso'],bone
['livre'],['Buch'],['книга'],['book'],"['書', '书籍', '書籍', '书', '圖書', '图书']",['libro'],['本'],['책'],['raamat'],['kirja'],"['boek', 'boeken', 'album', 'boekwerk', 'boekje']","['किताब', 'पुस्तक']",['libro'],book
['bouteille'],"['Bouteille', 'Flasche']","['буты́лка', 'бутылка']",['bottle'],"['瓶', '瓶子']","['botella', 'frasco']",['瓶'],['병'],['pudel'],['pullo'],['fles'],"['बोतल', 'शीशा', 'शीशी']",['bottiglia'],bottle
"['caisse', 'boîte']","['Kasten', 'Kiste']",['коробка'],"['boxes', 'box']","['盒', '盒子', '箱', '箱子']","['cajas', 'caja']",['箱'],['상자'],['Kast'],"['laatikko', 'rasia', 'aski']","['dozen', 'doos', 'bak']",['m'],"['scatola', 'cassetta', 'astuccio', 'cassa']",box
['garçon'],"['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']",['мальчик'],"['boy', 'male child']","['男孩', '男子', '男孩子', '少年']","['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo']","['男の子', '少年']",['소년'],['poiss'],['poika'],"['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen']",['लड़का'],"['ragazzo', 'figliuolo', 'bambino', 'bimbo', 'figliolo', 'fanciullo', 'ragazzino', 'guaglione', 'maschietto']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'cervelle', 'encéphale', 'raison', 'intellect']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Hirn', 'Denkapparat', 'Gehirn', 'Denkorgan', 'Vernunft', 'Intellekt']","['Нус', 'ра́зум', 'психика', 'ум', 'головной мозг', 'интеллект', 'разум', 'Разум']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'encephalon', 'reason', 'wit', 'intellect', 'understanding']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '脑', '大脑', '理智', '智力']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'encéfalo', 'razón', 'intelecto', 'entendimiento', 'inteligencia']","['心', 'ヌース', '念頭', 'プシュケー', '脳', '知性', '理性']","['누스', '프시케', '마음', '뇌', '이성']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'peaaju', 'mõistus', 'Mõistus']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'aivot', 'encephalon', 'Järki', 'ymmärrys', 'tolkku']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'hersenen', 'hersens', 'zenuwcentrum', 'geestvermogen']","['मन', 'मस्तिष्क', 'तर्क-वितर्क', 'प्रज्ञा']","['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'encefalo', 'cerebro', 'intelletto', 'ragione', 'raziocinio']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']","['Jarru', 'jarru']","['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques', 'système économique', 'régime économique']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie', 'Wirtschaftssystem', 'Wirtschaft']","['экономика', 'политическая экономия', 'эконо́мика', 'экономическая система', 'хозя́йство']","['economics', 'economic science', 'political economy', 'economy', 'economic system']","['经济学', '經濟學', '政治经济学', '經濟', '经济', '经济体系']","['economía', 'economía política', 'económicas', 'ciencias económicas', 'sistema económico']","['経済学', '政治経済学', '経済', '経済学史', '経済体系']","['경제학', '經濟學', '정치경제학', '경제', '경제체제', '경제 체제']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia', 'majandussüsteem', 'majandus', 'Majandussüsteem']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia', 'säästäväisyys', 'talous', 'talousjärjestelmä']","['economie', 'politieke economie', 'economisch systeem']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति', 'अर्थव्यवस्था', 'किफ़ायत', 'आर्थिक व्यवस्था']","['economia', 'scienze economiche', 'economia politica', 'sistema economico']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['brosse', 'brosse à cheveux']","['Bürste', 'Pinsel']","['щётка', 'кисть', 'Щётка']",['brush'],"['刷', '刷子']","['cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['刷子', 'ブラシ', '刷毛']","['솔', '브러시']","['Hari', 'hari', 'pintsel']","['harja', 'suti', 'sivellin', 'suka']","['borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['ब्रश', 'बुरुश', 'झाड़ू']","['spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
"['nœud', 'bouton']","['Knoten', 'Knopf']","['узел', 'пуговица']","['knot', 'button']","['繩結', '结', '节', '鈕扣', '钮', '扣子']","['nudo', 'lazo', 'botón']","['結び目', 'ボタン']","['매듭', '단추']","['sõlm', 'Sõlm', 'Nööp', 'nööp']","['solmu', 'Solmu', 'nappi']",['knoop'],['गांठ'],"['nodo', 'annodamento', 'groppo', 'annodatura', 'bottone']",button
"['appareil photographique', 'caméra', 'appareil photo']","['Fotoapparat', 'Kamera']","['съёмочная камера', 'камера', 'фотоаппарат']","['camera', 'photographic camera', 'still camera']","['照相機', '照相机', '相机']","['cámara fotográfica', 'cámara']",['カメラ'],"['카메라', '사진기']","['kaamera', 'fotoaparaat', 'Kaamera']","['kamera', 'valokuvakamera']","['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel']",['कैमरा'],"['camera', 'macchina fotografica', 'apparecchio fotografico']",camera
"[""carte d'identification"", ""carte d'identité"", ""pièce d'identité"", 'carte d’identité', 'pièce d’identité', 'carte', 'document']","['Personalausweis', 'Ausweis', 'ID', 'Identitätskarte']","['удостовере́ние', 'удостовере́ние ли́чности', 'па́спорт', 'ли́чное удостовере́ние']","['identity card', 'identification card', 'card', 'ID card']","['身份证', '身份證', '身份卡']","['documento nacional de identidad', 'carné de identidad', 'cédula de identidad', 'carnet de identidad', 'DNI', 'credencial', 'carnet']","['身分証', 'ＩＤカード', 'ＩＤ', '身分証明書']","['신분증', 'ID 카드']","['ID-kaart', 'isikutunnistus']","['henkilöllisyystodistus', 'henkilökortti', 'henkilötodistus']","['identiteitsbewijs', 'legitimatiebewijs', 'identiteitskaart', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']",['पहचान पत्र'],"[""documento d'identità"", ""carta d'identità"", 'carta di identità', 'documento']",card
