fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
['printemps'],"['Frühjahr', 'Frühling', 'Lenz']","['весна', 'весна́', 'весеннее вре́мя года', 'весе́нний сезо́н']","['spring', 'springtime']","['春天', '春季']",['primavera'],['春'],['봄'],['kevad'],"['kevät', 'keväin']","['voorjaar', 'lente', 'lentetijd']","['बसंत', 'बहार', 'वसंत', 'वसन्त ऋतु']","['primavera', 'vere']",spring
"['lune', 'Lune', 'mois']","['Mond', 'Frau Luna', 'Luna', 'Erdmond', 'Monat']","['Луна', 'месяц', 'ме́сяц']","['Luna', 'Moon', 'moon', 'months', 'month', 'calendar month']","['月球', '月亮', '月份']","['Luna', 'luna', 'mes', 'mes de calendario']","['月', '月間']","['달', '월', '월간']","['Kuu', 'kuu']","['Kuu', 'kuu', 'kuukausi', 'kalenterikuukausi']","['maan', 'Maan', 'maand', 'maanden', 'kalendermaand']","['चन्द्रमा', 'महीना', 'माह', 'मास']","['luna', 'Luna', 'mese', 'mese civile']",moon
"['arbre', 'aubier', 'bois', 'jeudi']","['Baum', 'Splintholz', 'Holz', 'Donnerstag']","['дерево', 'оболонь', 'лес', 'древеси́на', 'древесина', 'лесоматериа́л', 'де́рево', 'четверг', 'четве́рг']","['tree', 'sap-wood', 'wood', 'sapwood', 'alburnum', 'Thursday', 'Th']","['树', '樹', '乔木', '木头', '木材', '木料', '木頭', '星期四', '周四', '礼拜四', '禮拜四']","['árbol', 'arbol', 'albura', 'sámago', 'madera', 'jueves']","['木', '樹木', '木材', '木曜日', '木曜']","['나무', '목재', '목요일']","['puu', 'puit', 'neljapäev']","['puu', 'pintapuu', 'puuaines', 'torstai', 'to']","['boom', 'hout', 'spinthout', 'houtsoort', 'donderdag']","['पेड़', 'वृक्ष', 'लक्डी', 'लकड़ी', 'काठ', 'काष्ठ', 'गुरुवार', 'बृहस्पतिवार', 'गुरूवार', 'जुमेरात']","['albero', 'albore', 'arbore', 'legno', 'alburno', 'legname', 'giovedì']",wood
"['hameau', 'village']","['Dorf', 'Ortschaft', 'Weiler', 'Dörfchen']","['село', 'деревня', 'слобода́', 'село́', 'кишла́к', 'ау́л', 'стани́ца', 'селе́ние', 'весца́', 'ху́тор', 'дере́вня', 'вёска', 'весь', 'ве́слина']","['village', 'hamlet']","['乡庄', '鄉村', '村莊', '村落', '农村', '乡村', '屯落', '農村', '村庄', '村子', '鄉莊']","['caserío', 'pueblo', 'aldea', 'aldehuela']","['村', '村落', '田舎']","['마을', '촌락']",['küla'],"['kylä', 'pieni kylä']","['dorp', 'gehucht', 'gat', 'buurt', 'buurtschap', 'vlek']","['गाँव', 'गांव']","['paesello', 'borgo', 'paesino', 'frazione', 'villaggio', 'paese', 'borgata', 'casale', 'vico']",village
"['forêt', 'bois', 'brousse', 'Wälder']","['Busch', 'Wald', 'Forst', 'Wälder', 'Holz']",['лес'],"['forrest', 'forest', 'wood', 'woods', 'Wälder']","['林木', '树林', '樹林', '森林']","['bosque', 'Wälder', 'bosques', 'selva', 'floresta']","['森', '森林']","['숲', '삼림']","['laas', 'mets', 'Wälder']","['metsä', 'Wälder', 'puu', 'puumaila']","['bos', 'woud', 'Wälder', 'bosje', 'foreest']","['जंगल', 'वन']","['foresta', 'bosco', 'Wälder', 'selva', 'bosco misto']",forest
['chanson'],['Lied'],['песня'],"['song', 'vocal']",['歌曲'],"['canción', 'vocal']","['歌', '歌曲']",['노래'],['laul'],"['laulu', 'sävelmä', 'lauluosuus']","['lied', 'zang', 'liedje', 'een appel en een ei', 'nummer']",['गीत'],"['canzone', 'canzonetta', 'canto']",song
['sable'],['Sand'],"['песок', 'песо́к']",['sand'],"['沙子', '沙']",['arena'],['砂'],['모래'],"['liiv', 'Liiv']",['hiekka'],"['zand', 'zavel', 'lef', 'zandstrand']","['बालू', 'रेत']","['sabbia', 'rena', 'arena']",sand
"['rivière', 'fleuve']","['Fluß', 'Fluss']",['река'],['river'],"['河', '水流', '河流', '江']","['río', 'ríos']",['川'],['강'],['jõgi'],['joki'],"['rivier', 'stroom']","['नदी', 'दरिया']",['fiume'],river
"['règle', 'réglementation', 'décret', 'règlement', 'ordonnance']","['Regel', 'Erlass', 'Regulativ', 'Dekret', 'Edikt', 'Verordnung', 'Bestimmung', 'Verfügung', 'Regelung', 'Anordnung']","['уста́в', 'пра́вило', 'ордона́нс', 'регла́мент', 'предписа́ние']","['regulation', 'guideline', 'rule', 'ordinance']","['准则', '惯例', '规则', '條令', '条例', '規例', '規則', '规例', '条令', '條例', '法令']","['regla', 'regulación', 'norma', 'reglamento', 'ordenamiento']","['法則', '規則', '条令']","['법령', '규칙', '조례']",['määrus'],"['sääntö', 'säännös', 'järjestyssääntö', 'käsky', 'määräys', 'ohjesääntö', 'säädös', 'sääntely']","['regel', 'directief', 'verordening', 'reglement', 'bepaling']",['विनियम'],"['regola', 'direttiva', 'linea guida', 'norma', 'regolamento', 'disposizione', 'ordinanza']",law
"['vague', 'onde']","['Meereswelle', 'Welle', 'Wasserwelle']","['морская волна', 'ветровые волны']","['sea wave', 'ocean surface wave', 'wave', 'moving ridge', 'wind wave']","['海浪', '波濤', '波浪']","['ola', 'ola marina', 'onda']",['波'],['파도'],"['merelaine', 'Veelained', 'veelained']",['aalto'],"['zeegolven', 'vloeistofoppervlaktegolf', 'oppervlaktegolf', 'golf']",['महासागरीय तरंगे'],"['onda marina', 'onda del mare', 'onda', 'flutto']",wave
"['mer', 'milieu marin', 'océan']","['Meer', 'Meeresumwelt', 'Ozean']","['Мировой океан', 'море', 'морская окружающая среда', 'океан']","['sea', 'body of water', 'bounding main', 'ocean', 'marine environment']","['世界洋', '海洋', '洋', '大洋']","['mar', 'océano mundial', 'océano', 'mares', 'ambiente marino']","['海', '世界の大洋', '大洋', '海洋']","['바다', '대양']","['Maailmameri', 'meri', 'ookean', 'merekeskkond']","['meri', 'valtameri', 'meriympäristö']","['zee', 'mariene milieu', 'oceaan', 'plas', 'wereldzee']","['सागर', 'महासागर']","['mare', 'acque', 'ambiente marino', 'oceano']",ocean
"['grotte', 'caverne']",['Höhle'],['пещера'],['cave'],"['洞穴', '石窟', '洞']","['caverna', 'cueva', 'gruta']",['洞窟'],['동굴'],['koobas'],"['luola', 'luolasto']","['hol', 'grot']",['गुफ़ा'],"['caverna', 'grotta', 'antro']",cave
"['mer', 'milieu marin', 'océan']","['Meer', 'Meeresumwelt', 'Ozean']","['Мировой океан', 'море', 'морская окружающая среда', 'океан']","['sea', 'body of water', 'bounding main', 'ocean', 'marine environment']","['世界洋', '海洋', '洋', '大洋']","['mar', 'océano mundial', 'océano', 'mares', 'ambiente marino']","['海', '世界の大洋', '大洋', '海洋']","['바다', '대양']","['Maailmameri', 'meri', 'ookean', 'merekeskkond']","['meri', 'valtameri', 'meriympäristö']","['zee', 'mariene milieu', 'oceaan', 'plas', 'wereldzee']","['सागर', 'महासागर']","['mare', 'acque', 'ambiente marino', 'oceano']",sea
['lac'],['See'],['озеро'],['lake'],['湖泊'],"['lago', 'lagos', 'estanque']",['湖'],['호수'],['järv'],['järvi'],['meer'],['झील'],['lago'],lake
"['flamme', 'feu', 'mardi', 'Mardi', 'luminaire', 'briquet', 'lampe', 'allumeur', 'igniteur', 'incendie']","['Flamme', 'Feuergarbe', 'Lohe', 'Feuer', 'Feuerzunge', 'Dienstag', 'Lampe', 'Feuerzeug', 'Zünder', 'Brand']","['огонь', 'пламя', 'по́лы́мя', 'пла́мень', 'пла́мя', 'Пламя', 'вторник', 'вто́рник', 'лампа', 'зажигалка', 'пожар']","['flame', 'fire', 'flaming', 'Tuesday', 'Tues', 'light', 'lamp', 'cigarette lighter', 'lighter', 'pocket lighter', 'igniter', 'ignitor']","['火焰', '焚烧', '燃烧', '火舌', '焰', '禮拜二', '星期二', '周二', '礼拜二', '燈', '灯', '点火器', '打火机', '打火機', '火灾', '火災']","['fuego', 'llama', 'flama', 'lumbre', 'incendio', 'martes', 'mar', 'encendedor', 'lámpara', 'luminaria', 'mechero', 'yesquero', 'briquet']","['火', '炎', '火炎', '火曜日', '火曜', 'ライター', '明かり', 'ランプ', '火災', '火事']","['불', '화염', '불꽃', '불길', '화요일', '라이터', '큰불', '화재']","['põleng', 'leek', 'Tuli', 'tuli', 'Leek', 'teisipäev', 'lamp', 'tulemasin', 'Välgumihkel', 'välgumihkel']","['tuli', 'liekki', 'tiistai', 'ti', 'sytytin', 'lamppu', 'palo', 'tulipalo']","['vuur', 'fik', 'vlam', 'laai', 'dinsdag', 'lamp', 'aansteker', 'vuurtje', 'brand', 'ontbranding']","['अग्नि', 'आग', 'आतिश', 'ज्वाला', 'शोला', 'लौ', 'लपट', 'मंगलवार', 'भौमवार', 'मंगल', 'लाइटर', 'ज्वालक']","['fuoco', 'fiamma', 'martedì', 'marte', 'accendino', 'lampada', 'accenditore', 'macchinetta', 'incendio', 'rogo']",fire
"['point', 'Point', 'point final', 'Points', 'points', 'nombre de points', 'score', 'lieu', 'endroit', 'zone', 'note']","['Punkt', 'Scorerpunkt', 'Spielergebnis', 'Spielstand', 'Punktzahl', 'Punktestand', 'Ort', 'Platz', 'Stelle', 'Zensur', 'Note']","['точка', 'знак препина́ния', 'то́чка', 'очко́', 'счёт', 'результа́т', 'очко', 'очки', 'Очки', 'балл', 'очки́', 'место', 'ме́сто', 'оце́нка', 'отме́тка']","['period', 'full stop', 'dot', 'point', 'stop', 'full point', 'score', 'place', 'location', 'situation', 'topographic point', 'spot', 'grade', 'mark', 'Marking scheme']","['丶部', '丶', '句号', '句點', '。', '句点', '句號', '得分', '分', '比分', '地方', '地点', '成績', '成绩', '指标', '分数']","['punto', 'punto final', 'puntaje', 'puntuación', 'point', 'tantos', 'marcador', 'resultado', 'ubicación', 'sitio', 'lugar', 'paraje', 'zona', 'nota', 'calificación']","['点', 'ポイント', '終止符', '句点', 'ピリオド', '。', '得点', 'スコア', '位置', '場所', '地方', '成績']","['마침표', '포인트', '득점', '장소', '곳', '성적']","['punkt', 'skoor, punktiseis', 'koht', 'paik', 'hinnang']","['piste', 'Piste', 'tehopiste', 'pistemäärä', 'Tehopiste', 'ottelutilanne', 'pistetilanne', 'pelitilanne', 'paikka', 'pikkupaikka', 'seutu', 'kohta', 'topografinen sijainti', 'arvosana', 'tulos', 'koetulos', 'numero']","['punt', 'puntkomma', 'dubbele punt', 'komma', 'oord', 'plaats', 'stand', 'doelpunt', 'locatie', 'winstpunt', 'tijdpunt', 'plek', 'score', 'partituur', 'mark', 'buis', 'onvoldoende', 'cijfer']","['दंड', 'पूर्ण विराम', '।', 'बिंदु', 'स्थान', 'अंक']","['punto', 'punto fermo', 'stop', 'point', 'punteggio', 'risultato', 'posto', 'luogo', 'zona', 'area', 'voto', 'votazione']",point
"['ballon', 'balle', 'ballon de football', 'bol', 'carton', 'bal', 'basket-ball', 'ballon de basket-ball', 'basketball', 'ballon-panier']","['Ball', 'Fußball', 'Schüssel', 'Karton', 'Pappe', 'Tanzball', 'Basketball']","['мяч', 'футбольный мяч', 'миска', 'картон', 'карто́н', 'бал', 'баскетбо́л', 'баскетбольный мяч', 'баскетбо́льный мяч']","['ball', 'association football ball', 'bowl', 'cardboard', 'composition board', 'formal', 'basketball', 'basketball ball']","['球', '足球比赛用球', '碗', '硬紙板', '纸板', '硬纸板', '紙板', '厚纸板', '卡纸板', '舞会', '篮球', '籃球']","['pelota', 'bola', 'balón', 'pelota de fútbol', 'balón de fútbol', 'cuenco', 'tazón', 'bol', 'cartón', 'cartulina', 'cartón ondulado', 'baile', 'balón de baloncesto', 'básquet', 'básquetbol', 'baloncesto', 'basquetbol']","['ボール', 'サッカーボール', 'ボウル', '板紙', '厚紙', '段ボール', '舞踏会', '籠球', '篭球', 'バスケットボール', 'バスケ']","['공', '축구공', '볼', '판지', '종이갑', '무도회', '농구공', '농구', '배스킷볼', '롱구']","['pall', 'kera', 'Kauss', 'kauss', 'kartong', 'papp', 'ball', 'Ball', 'korvpall', 'koss']","['pallo', 'jalkapallo', 'kulho', 'malja', 'pahvi', 'kartonki', 'aaltopahvi', 'tanssiaiset', 'Tanssiaiset', 'koripallo', 'koripalloilu']","['bal', 'voetbal', 'kom', 'coupe', 'schaal', 'karton', 'bordpapier', 'basketbal']","['गेंद', 'कटोरा', 'गत्ता', 'बास्केटबॉल', 'बास्केटबाल']","['pallone', 'palla', 'pallone da calcio', 'ciotola', 'boccia', 'cartone', 'ballo', 'veglione', 'basket', 'pallacanestro', 'pallone da pallacanestro', 'palla da basket']",ball
"['peinture', 'artiste peintre', 'peintre', 'image', 'tableau', 'illustration', 'figure', 'reproduction', 'dessin']","['Abbild', 'Maler', 'Darstellung', 'Gemälde', 'Malerei', 'Abbildung', 'Zeichnung', 'Bild']","['картина', 'образ', 'живопись', 'жи́вопись', 'рисунок', 'рису́нок', 'чертёж', 'схе́ма']","['image', 'picture', 'artist', 'painting', 'painter', 'art of painting', 'drawing', 'map', 'portraiture', 'design', 'illustration', 'figure', 'pattern', 'video']","['绘画', '畫作', '油漆', '繪畫', '画儿', '图画', '画', '圖畫', '素描', '图片', '圖片', '绘图']","['pintora', 'imagen', 'pintor', 'pintura', 'pintado', 'lienzo', 'cuadro', 'ilustración', 'figura', 'retrato', 'dibujo', 'croquis', 'esquema', 'vídeo']","['絵', '絵画', '画像', '画', 'タブロー', '絵画作品', '素描', 'デッサン', '図画']","['회화', '도화', '그림', '소묘']","['maal', 'maalimine', 'maalikunst', 'joonistus', 'joonistamine']","['kuva', 'maalaustaide', 'maalaus', 'piirros', 'piirustus']","['schilder', 'verven', 'plaatje', 'schilderen', 'kunstschilder', 'afbeelding', 'schilderkunst', 'geschilder', 'schilderij', 'schilderstuk', 'schilderwerk', 'doek', 'tekening', 'tekenkunst']","['चित्रकला', 'रेखाचित्र', 'चित्र']","['pittura', 'pittore', 'raffigurazione', 'immagine', 'dipinto', 'verniciatura', 'quadro', 'disegno', 'figura', 'riproduzione', 'illustrazione']",painting
"['riziculteur', 'riz', 'riz paddy', 'mètre']","['Reis', 'Meter']","['рис', 'метр']","['rice farmer', 'rice', 'rice grower', 'Rice gadu', 'meter', 'metre', 'm']","['稻米', '稻', '稻子', '公尺', '米突', 'm']","['arroz', 'metro', 'm']","['米', '稲', 'メートル', '㍍']","['쌀', '벼', '미터', '메터']","['riis', 'meeter']","['riisi', 'riisikasvi', 'metri', 'm']","['rijst', 'rijstboer', 'Aziatische rijst', 'meter', 'metriek']","['चावल', 'तंडुल', 'धान', 'भात', 'मीटर', 'मान', 'm']","['riso', 'risicoltore', 'risicultore', 'metro']",rice
['rouge'],['Rot'],"['красный', 'красный цвет', 'кра́сный']","['red', 'redness']","['红色', '紅色']","['rojo', 'roja', 'rojez']",['赤'],"['빨강', '빨간색']",['punane'],"['punainen', 'punaisuus']","['rood', 'keel']",['लाल'],['rosso'],red
"['droite', 'ligne droite', 'ligne']",['Gerade'],['прямая'],"['straight line', 'line']","['直线', '线']","['recta', 'línea']","['線', '直線']",['직선'],['sirge'],"['suora', 'muoto']","['rechte lijn', 'lijn', 'touw']",['सरल रेखा'],"['linea retta', 'linea', 'retta']",line
"['réseau', 'filet', 'réseau informatique', 'maille de tricot', 'maillage', 'tissus', ""toile d'araignée"", ""fil d'araignée"", 'arantèle', 'toile d’araignée', 'toile']","['Netzwerk', 'Rechnernetz', 'Computernetzwerk', 'Netz', 'Gittergewebe', 'Gitter', 'Spinnennetz', 'Spinnwebe', 'Spinngewebe', 'Spinnengewebe']","['компьютерная сеть', 'мерёжа', 'Сетка', 'мре́жа', 'се́тка', 'сеть', 'паутина', 'Ловчая сеть', 'паути́на']","['net', 'computer network', 'mesh', 'network', 'meshwork', 'meshing', 'knitting stitch', ""spider's web"", 'cobweb', 'spiderweb', 'spider web', 'web']","['電腦網路', '计算机网络', '筛', '网孔', '网', '網孔', '蜘蛛网', '蛛網', '蜘蛛網', '蛛网']","['malla', 'red informática', 'red de computadoras', 'red', 'red de ordenadores', 'rejilla', 'telaraña', 'tela de araña']","['網', 'コンピュータ・ネットワーク', '編', 'メッシュ', 'クモの網', '蜘蛛の巣', 'くもの巣', 'クモの巣']","['그물', '망', '거미줄']","['võrk', 'ämblikuvõrk', 'Ämblikuvõrk']","['verkko', 'seula', 'hämähäkinverkko', 'Hämähäkinverkko', 'hämähäkinseitti', 'seitti', 'lukinseitti']","['gaas', 'computernetwerk', 'netwerk', 'net', 'breisteek', 'vangnet', 'web', 'spinrag', 'spinnenweb']","['जाल', 'जाला', 'मकड़ी का जाल']","['rete', 'rete di calcolatori', 'rete informatica', 'maglia', 'reti', 'ragnatela', 'tela di ragno']",net
"['thé', 'feuille de thé']","['Tee', 'Teeblatt', 'Teeblätter']","['чай', 'ча́йные ли́стья', 'ча́йный лист']","['tea', 'tea leaf']","['茶', '红茶', '茶叶', '茶葉']","['té', 'tisana', 'infusión', 'hoja de té']","['お茶', '茶', '茶葉', 'お茶っ葉']","['차', '차잎', '찻잎', '다엽']",['tee'],"['tee', 'teelehti', 'teenlehdet', 'teenlehti']","['thee', 'theeblad']",['चाय'],"['tè', 'thè', 'foglia di tè']",tea
