fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['salle de bain', 'salle de bains', 'Modèle:Autres langues', 'bain', 'toilette']","['Badestube', 'Badezimmer', 'Bad', 'Vorlage:Andere Sprachen']","['ванная', 'ба́ня', 'ванная комната', 'ва́нная']","['bath', 'restroom', 'bathroom']",['浴室'],"['baño', 'cuarto de baño', 'lavabo']","['バスルーム', '浴室', '風呂場', '浴場']","['화장실', '목욕실', '욕실']",['vannituba'],"['kylpyhuone', 'kylpylä']","['wasgelegenheid', 'badkamer', 'badkuip', 'bad']","['बाथरूम', 'स्नानागार', 'गुसलख़ाना', 'ग़ुसलख़ाना', 'स्नानघर']","['bagno', 'stanza da bagno', 'ritirata', 'toilette']",bath
"['lit', 'couche', 'matelas', 'couverture']","['Bett', 'Matratze', 'Decke', 'Bettdecke', 'Wolldecke']","['кровать', 'постель', 'ко́йка', 'посте́ль', 'крова́ть', 'матрас', 'матра́ц', 'матра́с', 'одеяло', 'покрывало', 'покрыва́ло', 'одея́ло', 'Одеяло']","['bed', 'mattress', 'blanket', 'coverlet', 'cover']","['床', '睡铺', '卧榻', '床鋪', '臥榻', '睡鋪', '床铺', '气垫', '床垫', '空气垫', '床墊', '毛毯', '被子', '毯子', '毯']","['cama', 'piltra', 'catre', 'sobre', 'lecho', 'colchón', 'manta', 'colcha', 'cobertor', 'cobija', 'frazada', 'frisa']","['布団', 'ベッド', '臥榻', '寝床', '寝台', 'ふとん', '蒲団', 'マットレス', '毛布']","['침대', '잠자리', '매트리스', '요', '이불', '담요']","['voodi', 'madrats', 'tekk', 'Tekk']","['vuode', 'sänky', 'peti', 'patja', 'viltti', 'päiväpeitto', 'peite', 'peitto', 'Peitto', 'huopa']","['bed', 'legerstede', 'sponde', 'bedstede', 'ledikant', 'nest', 'matras', 'vlooienbunker', 'sprei', 'deken', 'gestikte deken', 'dek', 'beddendeken', 'beddedeken']","['बिस्तर', 'पलंग', 'बिछोना', 'बिछौना', 'शय्या', 'गद्दा', 'गद्दी', 'गादी', 'तोशक', 'कंबल', 'कम्बल']","['letto', 'giaciglio', 'materasso', 'coltrice', 'materassa', 'materassino', 'coperta', 'coltre', 'copriletto']",bed
"['abeille', 'guêpe']","['Imme', 'Biene', 'Bienen', 'Beivogl', 'Wespe', 'Wespen']","['пчела', 'пчела́', 'пчёлы', 'оса', 'осы', 'перепончатокрылые не-муравьи']","['bee', 'Anthophila', 'wasp', 'bee and wasp']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂', '黄蜂', '胡蜂']","['abeja', 'Anthophila', 'anthophila', 'avispa', 'Avispa']","['ハチ', '蜂', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉', '꿀벌류가 아닌 벌']","['mesilane', 'Mesilased', 'herilane', 'Herilased', 'herilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset', 'ampiainen', 'Ampiainen']","['bij', 'honingbij', 'imme', 'bijen', 'wesp', 'plooiwesp']","['मधुमक्खी', 'ततैया']","['ape', 'Anthophila', 'pecchia', 'vespa']",bee
['sonnette'],"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['bell', 'buzzer', 'doorbell']","['门铃', '門鈴', '电铃', '電鈴']","['timbre', 'campanilla de puerta']","['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['전령', '초인종', '도어폰', '벨']",['uksekell'],"['ovikello', 'Ovikello', 'ovisummeri']","['deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']",['campanello'],bell
"['oiseau', 'poulet', 'poulet domestique', 'Gallus gallus domesticus']","['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel', 'Huhn', 'Haushuhn', 'Gallus gallus domesticus']","['птица', 'птицы', 'курица', 'Gallus gallus domesticus']","['bird', 'Eu-', 'chicken', 'Gallus gallus', 'Gallus gallus domesticus']","['飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类', '雞', '鸡', '小鸡']","['pájaro', 'ave', 'aves', 'pollo', 'Gallus gallus domesticus', 'gallina']","['鳥', 'とり', '鳥類', 'Aves', 'にわとり', '鶏', 'ニワトリ', 'Gallus gallus domesticus']","['새', 'Aves', '닭', 'Gallus gallus domesticus']","['lind', 'linnud', 'Kana', 'kana']","['linnut', 'lintu', 'kana', 'Gallus gallus domesticus', 'Gallus gallus']","['vogel', 'vogels', 'Eu-', 'vogeltje', 'kip', 'Gallus gallus domesticus', 'poulet']","['चिड़िया', 'पक्षी', 'Aves', 'मुर्गी', 'Gallus gallus domesticus']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello', 'pollo', 'Gallus gallus domesticus']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission', 'conseil']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission', 'board']","['调查团', '委员会', '考察团', '委員會', '活动船板']","['comité', 'comisión', 'buró', 'junta', 'consejo']","['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta', 'hallitus']","['comité', 'commissie', 'kamer', 'cie', 'college', 'beheerraad', 'bestuur', 'board', 'raadscollege', 'raad', 'directie']","['कमेटी', 'समिति']","['commissione', 'comitato', 'consiglio', 'collegio', 'censura', 'coordinamento']",board
"['navire', 'bateau', 'nacelle', 'barque', 'canot', 'vaisseau', 'embarcation']","['Schiff', 'Boot', 'Wasserfahrzeug']","['судно', 'кора́бль', 'ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка', 'ParaJet-Ski', 'плавучее средство', 'плавсредство', 'су́дно']","['ship', 'boat', 'vessel', 'watercraft']","['船', '无篷小船', '小船', '艇', '船隻', '船只', '船舶']","['barco', 'buque', 'navio', 'navío', 'embarcación', 'nave', 'bajel', 'bote', 'barca', 'barcos', 'casco', 'vaso']","['舟', '船', '大型船舶', 'ボート', '船舶']","['선박', '보트', '배']","['laev', 'paat', 'veesõiduk', 'Veesõiduk']","['laiva', 'alus', 'vene', 'vesikulkuneuvo', 'vesialus']","['schip', 'kiel', 'boot', 'vaartuig', 'watervaartuig']","['जलयान', 'बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती', 'जहाज़']","['nave', 'dirigibile', 'astronave', 'naviglio', 'bastimento', 'imbarcazione', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante', 'transatlantico', 'chiatta', 'barcone', 'vascello']",boat
['os'],"['Bein', 'Knochengewebe', 'Knochen', 'Gebeine']",['кость'],"['bone', 'os']","['骨头', '骨頭', '骨骼', '骨质', '骨質', '骨架']","['hueso', 'os']",['骨'],['뼈'],"['kont', 'luu']","['luu', 'os']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat']","['हड्डी', 'अस्थि']",['osso'],bone
['livre'],['Buch'],['книга'],['book'],"['書', '书籍', '書籍', '书', '圖書', '图书']",['libro'],['本'],['책'],['raamat'],['kirja'],"['boek', 'boeken', 'album', 'boekwerk', 'boekje']","['किताब', 'पुस्तक']",['libro'],book
['bouteille'],"['Bouteille', 'Flasche']","['буты́лка', 'бутылка']",['bottle'],['瓶子'],"['botella', 'frasco']",['瓶'],['병'],['pudel'],['pullo'],['fles'],"['बोतल', 'शीशा', 'शीशी']",['bottiglia'],bottle
"['caisse', 'boîte']","['Kasten', 'Kiste']",['коробка'],"['boxes', 'box', 'case']","['盒', '盒子', '箱子', '框子']","['cajas', 'caja']",['箱'],['상자'],['Kast'],"['laatikko', 'rasia', 'aski', 'kotelo']","['dozen', 'doos', 'bak', 'koker', 'beschermhuls', 'huls']",['m'],"['scatola', 'cassetta', 'astuccio', 'cassa', 'busta', 'custodia']",box
"['garçon', 'fils']","['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']",['мальчик'],"['boy', 'male child', 'son']","['男孩', '男子', '男孩子', '少年']","['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo', 'hijo']","['男の子', '少年']",['소년'],['poiss'],['poika'],"['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen', 'zoonlief', 'zoon']",['लड़का'],"['ragazzo', 'figliuolo', 'bambino', 'bimbo', 'figliolo', 'fanciullo', 'ragazzino', 'guaglione', 'maschietto', 'figlio', 'figlio maschio', 'maschio']",boy
"['âme', 'psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'cœur', 'centre']","['Seele', 'Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Kern']","['душа', 'Нус', 'ра́зум', 'психика', 'ум', 'ядро́', 'середи́на', 'центр', 'сердцеви́на']","['soul', 'psyche', 'head', 'brain', 'mind', 'nous', 'Nous', 'core']","['灵魂', '魂魄', '精神', '心灵', '头脑', '脑海', '头', '脑袋', '心智', '心靈', '智性', '核心']","['alma', 'psique', 'mente', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'corazón']","['心', '霊魂', 'ヌース', '念頭', 'プシュケー', '中心', '芯']","['영혼', '누스', '프시케', '마음']","['hing', 'nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim']","['sielu', 'psyyke', 'Nous', 'Psyyke', 'mieli', 'pää', 'nous', 'järki', 'älli', 'keskusta', 'sisus']","['ziel', 'psyche', 'soul', 'animus', 'geest', 'mensenziel', 'brein', 'verstand', 'Nous', 'nous', 'denkvermogen', 'rede', 'kern']","['आत्मा', 'मन']","['anima', 'psiche', 'animo', 'spirito', 'testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'nous', 'testa', 'psicologia', 'nucleo']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']","['Jarru', 'jarru']","['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie']","['экономика', 'политическая экономия', 'эконо́мика']","['economics', 'economic science', 'political economy']","['经济学', '經濟學', '政治经济学']","['economía', 'economía política', 'económicas', 'ciencias económicas']","['経済学', '政治経済学']","['경제학', '經濟學', '정치경제학']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia']","['economie', 'politieke economie']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति']","['economia', 'scienze economiche', 'economia politica']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['brosse', 'brosse à cheveux']","['Bürste', 'Pinsel']","['щётка', 'кисть', 'Щётка']",['brush'],['刷'],"['cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['刷子', 'ブラシ', '刷毛']","['솔', '브러시']","['Hari', 'hari', 'pintsel']","['harja', 'suti', 'sivellin', 'suka']","['borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['ब्रश', 'बुरुश', 'झाड़ू']","['spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
"['gâteau', 'tarte', 'tourte']","['Kuchen', 'Torte', 'Pastete']","['торт', 'пирожное', 'пиро́г', 'пирог', 'беля́ш', 'пирожо́к']","['cake', 'pie']","['蛋糕', '西式餡餅', '排', '餡餅', '派', '馅饼']","['pastel', 'torta', 'bizcocho', 'cake', 'coca', 'tarta', 'pie', 'pay', 'empanada']","['ケーキ', '菓子な', 'パイ']","['케이크', '과자', '파이']","['Kook', 'kook', 'pirukas', 'Pirukas']","['kakku', 'piirakka', 'torttu', 'piiras']","['cake', 'taart', 'pastei', 'pie', 'gebak']",['केक'],"['torta', 'cake', 'pie', 'crostata', 'pasticcio']",cake
"['appareil photographique', 'caméra', 'appareil photo']","['Fotoapparat', 'Kamera', 'Filmkamera', 'Videokamera', 'elektronische Kamera', 'professionelle Videokamera']","['съёмочная камера', 'камера', 'фотоаппарат', 'Телевизионная камера', 'телевизионная камера']","['camera', 'photographic camera', 'still camera', 'movie camera', 'television camera', 'tv camera', 'professional video camera']","['照相機', '照相机', '相机', '专业摄影机']","['cámara fotográfica', 'cámara', 'cámara de video profesional', 'cámara de televisión']",['カメラ'],"['카메라', '사진기', '프로페셔널 비디오 카메라']","['kaamera', 'fotoaparaat', 'Kaamera']","['kamera', 'valokuvakamera', 'televisiokamera']","['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel', 'televisiecamera']",['कैमरा'],"['camera', 'fotocamera', 'macchina fotografica', 'apparecchio fotografico', 'videocamera', 'telecamera']",camera
"['pièce d’identité', ""carte d'identité"", ""carte d'identification"", ""pièce d'identité"", 'carte d’identité', 'carte', 'document']","['Personalausweis', 'Ausweis', 'ID', 'Identitätskarte']","['удостоверение личности', 'идентификационные карты', 'удостовере́ние', 'удостовере́ние ли́чности', 'па́спорт', 'ли́чное удостовере́ние']","['I.D.', 'ID', 'identity document', 'identity card', 'identification card', 'card', 'ID card']","['证件', '身分證', '證件', '身份证', '身份證', '身份卡']","['documento de identidad', 'identificación', 'carné de identidad', 'carnet de identidad', 'documento nacional de identidad', 'cédula de identidad', 'DNI', 'credencial', 'carnet']","['身分証', '身分証明書', 'ＩＤカード', 'ＩＤ']","['신분증', 'ID 카드']","['ID-kaart', 'isikutunnistus']","['henkilökortti', 'henkilöllisyystodistus', 'henkilötodistus', 'I.D.', 'ID']","['identiteitskaart', 'legitimatiebewijs', 'stamkaart', 'identiteitsbewijs', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']",['पहचान पत्र'],"[""carta d'identità"", ""documento d'identità"", 'carta di identità', 'documento']",card
"['autobus', 'bus', 'car', 'omnibus', 'char-à-bancs', 'autocar', 'coche', 'véhicule ferroviaire', 'wagon', 'voiture', 'carrosse', 'équipage', 'voiture à cheval']","['Personenbus', 'Autobus', 'Omnibus', 'Verkehrsbus', 'Bus', 'Reisebus', 'Kutsche', 'Waggon', 'Eisenbahnwagen', 'Equipage', 'Wagen']","['автобус', 'коля́ска', 'Автобус дальнего следования', 'экипа́ж', 'пово́зка', 'автобус дальнего следования', 'дилижа́нс', 'авто́бус', 'каре́та', 'шараба́н', 'железнодорожное транспортное средство', 'карета', 'теле́га']","['coach', 'bus', 'motorcoach', 'autobus', 'charabanc', 'double-decker', 'motorbus', 'jitney', 'omnibus', 'passenger vehicle', 'motor coach', 'Motor bus', 'motor bus', 'carriage', 'railroad car', 'railway carriage', 'rig', 'equipage']","['巴士', '公共汽車', '公共汽车', '长途公共汽车', '大型客车', '大客车', '长途汽车', '大型游览巴士', '公车', '公交', '马车', '客车', '公交车', '客車', '公交車', '公汽', '公車', '長途客車', '車廂', '四轮马车']","['bus', 'autobús', 'pullman', 'ómnibus', 'cazadora', 'micro', 'autocar', 'Autocar', 'camión', 'bondi', 'coche', 'rufa', 'chiva', 'colectivo', 'guagua', 'camioneta', 'charabanc', 'autobus', 'motorbus', 'vehículo ferroviario', 'vagón', 'carruaje', 'carroza', 'carruaje de lujo', 'coche de caballos']","['馬車', 'バス', '高速バス', 'モーターバス', 'コーチ', '乗合自動車', '乗合バス', 'キャリッジ']","['버스', '뻐스', '마차']","['buss', 'autobuss', 'raudteesõiduk', 'tõld', 'Tõld']","['linja-auto', 'kaukolinja-auto', 'bussi', 'vaunut', 'rautatieajoneuvo', 'ekipaasi', 'Valjakkovaunu', 'kärryt', 'valjakkovaunu', 'rattaat']","['bus', 'autobus', 'koets', 'stadsbus', 'touringcar', 'klein busje', 'omnibus', 'dubbeldekker', 'wagon', 'spoorwagen', 'spoorvoertuig', 'rijtuig', 'break', 'brik', 'janplezier']","['बस', 'गाड़ी']","['autobus', 'bus', 'pullman', 'diligenza', 'corriera', 'vettura', 'carrozza', 'Pullman turistico', 'autopullman', 'torpedone', 'autopulman', 'autocorriera', 'vagone', 'veicolo su rotaia']",carriage
