fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['toilette', 'toilettes', 'pot de chambre', 'pot', 'salle de bain', 'salle de bains', 'Modèle:Autres langues', 'bain', 'cabinet de toilette']","['Klosett', 'Toilette', 'Wasserklosett', 'Klo', 'Nachtgeschirr', 'Nachttopf', 'Badestube', 'Badezimmer', 'Bad', 'Vorlage:Andere Sprachen', 'Abtritt', 'Örtchen', 'WC', 'Abort', 'stilles Örtchen', 'Lokus']","['горшо́к', 'ночно́й горшо́к', 'туалетное оборудование', 'ванная', 'ба́ня', 'ванная комната', 'ва́нная', 'туалет']","['toilet', 'can', 'lavatory', 'loo', 'commode', 'pot', 'throne', 'crapper', 'stool', 'potty', 'chamber pot', 'bath', 'restroom', 'bathroom', 'lav', 'privy', 'john', 'washroom', 'bog', 'water closet', 'WC']","['尿壺', '尿盆', '尿壶', '馬桶', '夜壶', '夜壺', '马桶', '便壶', '便壺', '浴室', '衛生間', '卫生间', '厕所', '廁所']","['inodoro', 'bacineta', 'bacinica', 'pelela', 'bacinilla', 'orinal', 'excusado', 'vater', 'servicio', 'cagadero', 'water-closet', 'lavabo', 'aseo', 'taza', 'baño', 'wáter', 'retrete', 'cuarto de baño', 'lav', 'lata', 'váter']","['便器', 'おまる', 'バスルーム', '浴室', '風呂場', '浴場', 'てあらい', 'べんじょ', '化粧室', '手洗い', 'かわや', 'はばかり', 'トイレ', '憚り', '厠', '便所', 'けしょうしつ']","['화장실', '요강', '변소', '변기', '목욕실', '욕실']","['käimla', 'Käimla', 'vannituba', 'tualett', 'Tualett']","['potta', 'pytty', 'yöastia', 'käymälä', 'pönttö', 'wc-pönttö', 'vessa', 'wc-istuin', 'kylpyhuone', 'kylpylä', 'toiletti', 'pesuhuone']","['toilet', 'wc', 'pispot', 'po', 'nachtspiegel', 'pot', 'piespot', 'wasgelegenheid', 'badkamer', 'badkuip', 'bad', 'privaat', 'closet', 'wc-pot', 'retirade', 'herentoilet', 'toiletpot', 'schijthuis', 'gemak', 'kakdoos', 'plee', 'poepdoos', 'doos', 'bestekamer']","['शौचालय', 'बाथरूम', 'स्नानागार', 'गुसलख़ाना', 'ग़ुसलख़ाना', 'स्नानघर']","['tazza', 'gabinetto', 'vaso', 'water', 'orinale', 'pitale', 'vaso da notte', 'bagno', 'stanza da bagno', 'ritirata', 'toilette', 'latrina', 'cesso', 'cacatoio', 'toletta']",bath
"['lit', 'couche']",['Bett'],"['кровать', 'постель', 'ко́йка', 'посте́ль', 'крова́ть']",['bed'],"['床', '睡铺', '卧榻', '床鋪', '臥榻', '睡鋪', '床铺']","['cama', 'piltra', 'catre', 'sobre', 'lecho']","['布団', 'ベッド', '臥榻', '寝床', '寝台']","['침대', '잠자리']",['voodi'],"['vuode', 'sänky', 'peti']","['bed', 'legerstede', 'sponde', 'bedstede', 'ledikant', 'nest']","['बिस्तर', 'पलंग', 'बिछोना', 'बिछौना', 'शय्या']","['letto', 'giaciglio']",bed
"['abeille', 'punition', 'châtiment', 'sanction', 'peine', 'guêpe']","['Imme', 'Biene', 'Bienen', 'Beivogl', 'Strafe', 'Bestrafung', 'Wespe', 'Wespen']","['пчела', 'пчела́', 'пчёлы', 'наказание', 'ка́ра', 'наказа́ние', 'оса', 'осы', 'перепончатокрылые не-муравьи']","['bee', 'Anthophila', 'punishment', 'penalty', 'penalisation', 'penalization', 'wasp', 'bee and wasp']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂', '惩罚', '处罚', '懲罰', '刑罰', '刑罚', '黄蜂', '胡蜂']","['abeja', 'Anthophila', 'anthophila', 'castigo', 'pena', 'penalización', 'avispa', 'Avispa']","['ハチ', '蜂', 'ハナバチ', '花蜂', '刑罰', '処罰', '懲罰', '罰']","['벌', '꿀벌류', '밀봉', '형벌', '처벌', '징벌', '꿀벌류가 아닌 벌']","['mesilane', 'Mesilased', 'karistus', 'Karistus', 'herilane', 'Herilased', 'herilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset', 'rangaistus', 'rankaiseminen', 'rankaisu', 'rangaistusseuraamus', 'ampiainen', 'Ampiainen']","['bij', 'honingbij', 'imme', 'bijen', 'bestraffing', 'straf', 'boetedoening', 'repressie', 'afstraffing', 'wesp', 'plooiwesp']","['मधुमक्खी', 'दण्ड', 'सज़ा', 'ततैया']","['ape', 'Anthophila', 'pecchia', 'punizione', 'pena', 'castigo', 'sanzione', 'vespa']",bee
"['héraldique', 'sonnette']","['Heraldik', 'Wappenwesen', 'Heroldskunst', 'Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['геральдика', 'гера́льдика', 'Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['heraldry', 'bell', 'buzzer', 'doorbell']","['紋章學', '纹章学', '门铃', '門鈴', '电铃', '電鈴']","['heráldica', 'blasón', 'timbre', 'campanilla de puerta']","['紋章学', '呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['전령', '문장학', '초인종', '도어폰', '벨']","['heraldika', 'Heraldika', 'uksekell']","['heraldiikka', 'vaakunaoppi', 'ovikello', 'Ovikello', 'ovisummeri']","['heraldiek', 'wapenkunde', 'deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']","['araldica', 'campanello']",bell
"['oiseau', 'poulet', 'poulet domestique', 'Gallus gallus domesticus', 'piaf', 'moineau', 'Passeridae', 'passereau', 'levant', 'est', 'orient']","['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel', 'Huhn', 'Haushuhn', 'Gallus gallus domesticus', 'Spatz', 'Sperling', 'Sperlinge', 'Ost', 'Osten']","['птица', 'птицы', 'курица', 'Gallus gallus domesticus', 'воробей', 'воробьиные', 'восто́к', 'восхо́д', 'восток', 'ост']","['bird', 'Eu-', 'chicken', 'Gallus gallus', 'Gallus gallus domesticus', 'sparrow', 'true sparrow', 'Passeridae', 'Old World sparrow', 'E', 'eastward', 'east', 'due east']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类', '雞', '鸡', '小鸡', '雀科', '東方', '東', '东方', '东']","['pájaro', 'ave', 'aves', 'pollo', 'Gallus gallus domesticus', 'gallina', 'gorrión', 'Passeridae', 'este', 'levante', 'oriente']","['鳥', 'とり', '鳥類', 'Aves', 'にわとり', '鶏', 'ニワトリ', 'Gallus gallus domesticus', '雀', 'スズメ科', '東', '東方']","['새', 'Aves', '닭', 'Gallus gallus domesticus', '참새과', '동쪽', '동']","['lind', 'linnud', 'Kana', 'kana', 'varblaslased', 'idakaar', 'ida', 'Ida']","['linnut', 'lintu', 'kana', 'Gallus gallus domesticus', 'Gallus gallus', 'varpunen', 'varpuset', 'itä', 'I']","['vogel', 'vogels', 'Eu-', 'vogeltje', 'kip', 'Gallus gallus domesticus', 'poulet', 'mus', 'mussen', 'Passeridae', 'oosten', 'oost']","['चिड़िया', 'पक्षी', 'Aves', 'मुर्गी', 'Gallus gallus domesticus', 'गौरैया', 'पूर्वजगत गौरैया', 'पूर्व', 'पूरब', 'पूर्वा', 'मशरिक', 'पूब', 'शर्क']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello', 'pollo', 'Gallus gallus domesticus', 'passero', 'Passeridae', 'passeridae', 'passera', 'oriente', 'est', 'levante', 'E']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission']","['调查团', '委员会', '考察团', '委員會']","['comité', 'comisión']","['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta']","['comité', 'commissie', 'kamer', 'cie', 'college']","['कमेटी', 'समिति']","['commissione', 'comitato']",board
"['submersible', 'sous-marin', 'bateau', 'nacelle', 'barque', 'canot']","['Unterseeboot', 'U-Boot', 'Boot', 'Schiff']","['подводная лодка', 'субмарина', 'ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка']","['U-boat', 'submarine', 'pigboat', 'sub', 'boat']","['潜艇', '潛水艇', '潜水艇', '潛艇', '无篷小船', '舟', '船', '小船', '艇']","['buque submarino', 'sumergible', 'buque sumergible', 'submarino', 'pigboat', 'U-boat', 'bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación']","['潜水艦', '舟', 'ボート']","['보트', '잠수함', '배']","['allveelaev', 'paat']","['sukellusvene', 'vene']","['onderzeeboot', 'duikboot', 'onderzeeër', 'U-boot', 'boot', 'schip']","['पनडुब्बी', 'बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती']","['sommergibile', 'sottomarino', 'imbarcazione', 'nave', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante']",boat
"['os', 'résumé', 'synopsis', 'abstract', 'précis', 'abrégé']","['Bein', 'Knochengewebe', 'Knochen', 'Gebeine', 'Synopse', 'Abstract', 'Zusammenfassung', 'Übersicht']","['кость', 'аннотация', 'обозре́ние', 'сино́псис', 'резюме́', 'конспе́кт', 'кра́ткое описа́ние', 'абстра́кция', 'кра́ткий обзо́р']","['bone', 'os', 'synopsis', 'precis', 'outline', 'abstract']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架', '摘要', '大意', '概要', '提要']","['hueso', 'os', 'resumen', 'sinopsis', 'sumario', 'resumen documental', 'abstracción', 'extracto', 'abstract']","['骨', '梗概', '大意', '抽象的', 'アブストラクト', '概要', '抽象', 'あらすじ']","['뼈', '대위', '개요', '경개']","['kont', 'luu', 'abstraktsioon', 'resümee', 'kokkuvõte']","['luu', 'os', 'tiivistelmä', 'käsite', 'synopsis', 'yhteenveto', 'abstraktio', 'lyhennelmä', 'yleiskatsaus']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat', 'samenvatting', 'abstract', 'synopsis', 'abstract begrip', 'abstract iets', 'abstracte term', 'abstractie', 'uittreksel', 'korte inhoud', 'hoofdlijn', 'grondtrek']","['हड्डी', 'अस्थि', 'अमूर्त', 'सारांश']","['osso', 'riassunto', 'astrazione', 'sinossi', 'astratto', 'abstract', 'estratto', 'compendio', 'sintesi', 'breviario']",bone
"['livre', 'responsabilité', 'devoir', 'service', 'obligation', 'clôture']","['Buch', 'Verantwortung', 'Zuständigkeit', 'Pflicht', 'Zaun', 'Hag', 'Fence', 'Fenz']","['книга', 'ответственность', 'обя́занность', 'долг', 'огра́да', 'и́згородь', 'забор', 'забо́р', 'огражде́ние']","['book', 'responsibility', 'duty', 'obligation', 'fence', 'fencing', 'hikke']","['書', '书籍', '書籍', '书', '圖書', '图书', '義務', '义务', '责任', '責任', '勤务', '任务', '职责', '篱笆', '圍欄', '柵欄', '栅栏', '籬笆', '栏', '围墙', '藩篱']","['libro', 'responsabilidad', 'menester', 'compromiso', 'deuda', 'cometido', 'obligación', 'deber', 'alambrada', 'barda', 'seto', 'valla', 'cerca', 'cerramiento', 'cercado']","['本', '勤め', '義務', '役目', '服務', '柵', '塀', '垣根', '囲い', '垣']","['책', '의무', '근무', '업무', '임무', '담', '울타리']","['raamat', 'vastutus', 'kohustus', 'tara']","['kirja', 'vastuu', 'velvollisuus', 'aita', 'aitaus']","['boek', 'boeken', 'album', 'boekwerk', 'boekje', 'verantwoordelijkheid', 'Bounden', 'plicht', 'duty', 'hek', 'omheining', 'afrastering', 'planket', 'hekwerk', 'schutting', 'afsluiting']","['किताब', 'पुस्तक', 'कर्तव्य', 'डयुटी', 'कृत्य', 'बाड़']","['libro', 'responsabilità', 'dovere', 'obbligo', 'debito', 'impegno', 'recinto', 'barriera', 'steccato', 'palizzata', 'riparo', 'siepe', 'cinta', 'recinzione']",book
"['morbidité', 'maladie', 'taux de morbidité', 'soldat', 'militaire', 'bouteille']","['Krankheit', 'Krankheitsrate', 'Morbiditätsrate', 'Morbidität', 'Erkrankungsrate', 'Soldat', 'Kämpfer', 'Bouteille', 'Flasche']","['болезнь', 'солдат', 'буты́лка', 'бутылка']","['sickness', 'morbidity rate', 'illness', 'morbidity', 'disorder', 'disease', 'malady', 'soldier', 'bottle', 'unwellness']","['疾病', '病痛', '發病率', '生病', '生痛', '发病率', '病', '症', '病症', '士兵（軍銜）', '士兵', '兵', '军人', '战士', '瓶', '瓶子']","['dolencia', 'morbilidad', 'mal', 'enfermedad', 'afección', 'patología', 'enfermedades', 'soldado', 'botella', 'frasco']","['病気', '疾患', '兵', '兵士', '瓶']","['병', '질병', '병사']","['tõbi', 'haigus', 'sõdur', 'pudel']","['tauti', 'sairaus', 'sotilas', 'soturi', 'työläinen', 'pullo', 'kipeys', 'huonovointisuus']","['morbiditeit', 'kwaal', 'aandoening', 'ziekte', 'ziektecijfer', 'soldaat', 'soldate', 'heilsoldate', 'heilsoldaat', 'fles', 'onwel']","['रोग', 'बोतल', 'शीशा', 'शीशी']","['disfunzione', 'quoziente di morbilità', 'malattia', 'coefficiente di morbosità', 'morbilità', 'disturbo', 'morbosità', 'coefficiente di morbilità', 'quoziente di morbosità', 'morbo', 'affezione', 'male', 'soldato', 'milite', 'armato', 'militare', 'bottiglia']",bottle
"['caisse', 'boîte']","['Kasten', 'Kiste']",['коробка'],"['boxes', 'box']","['盒', '盒子', '箱', '箱子']","['cajas', 'caja']",['箱'],['상자'],['Kast'],"['laatikko', 'rasia', 'aski']","['dozen', 'doos', 'bak']",['m'],"['scatola', 'cassetta', 'astuccio', 'cassa']",box
['garçon'],"['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']",['мальчик'],"['boy', 'male child']","['男孩', '男子', '男孩子', '少年']","['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo']","['男の子', '少年']",['소년'],['poiss'],['poika'],"['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen']",['लड़का'],"['ragazzo', 'figliuolo', 'bambino', 'bimbo', 'figliolo', 'fanciullo', 'ragazzino', 'guaglione', 'maschietto']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung']","['Нус', 'ра́зум', 'психика', 'ум']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro']","['心', 'ヌース', '念頭', 'プシュケー']","['누스', '프시케', '마음']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede']",['मन'],"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']","['Jarru', 'jarru']","['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie']","['экономика', 'политическая экономия', 'эконо́мика']","['economics', 'economic science', 'political economy']","['经济学', '經濟學', '政治经济学']","['economía', 'economía política', 'económicas', 'ciencias económicas']","['経済学', '政治経済学']","['경제학', '經濟學', '정치경제학']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia']","['economie', 'politieke economie']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति']","['economia', 'scienze economiche', 'economia politica']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle', 'pied', 'jambe', 'jambes', 'membre inférieur humain']","['Brücke', 'Liste römischer Brücken', 'Fuß', 'Pes', 'Bein', 'Beine', 'menschliches Bein']","['мост', 'стопа', 'нога', 'нога человека', 'Нога человека']","['bridge', 'span', 'list of Roman bridges', 'human foot', 'foot', 'pes', 'Pes', 'Foot', 'pin', 'leg', 'legs', 'human leg']","['橋', '桥', '桥梁', '腳', '脚', '脚部', '足', '腿', '人腿', '人類腿部']","['puente', 'bóveda', 'pie', 'pes', 'pata', 'pierna', 'piernas', 'miembro inferior', 'miembro inferior humano']","['はし', '橋', 'ペス', '足', '脚']","['다리', '교량', '발', '사람의 다리']","['sild', 'Labajalg']","['silta', 'jalkaterä', 'jalka', 'sääri']","['brug', 'lijst van Romeinse bruggen', 'voet', 'voeten', 'poot', 'pootje', 'benen', 'stelt', 'been', 'menselijke been', 'onderdanen', 'onderdaan']","['सेतु', 'पैर', 'पाया', 'पांव']","['ponte', 'ponti romani', 'piede', 'gambe', 'gamba', 'arto inferiore umano', 'arto inferiore']",bridge
"['bois de pin', 'pin', 'brosse', 'brosse à cheveux']","['Kiefer', 'Kiefernholz', 'Pinie', 'Föhre', 'Kiefern', 'Forche', 'Bürste', 'Pinsel']","['сосна', 'сосна́', 'щётка', 'кисть', 'Щётка']","['pine', 'pine wood', 'true pine', 'pine tree', 'Pinus', 'pinus', 'brush']","['松屬', '松樹', '松', '松树', '刷', '刷子']","['madera de pino', 'pino', 'Pinus', 'pino real', 'pinus', 'cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['松', 'ゴヨウ', 'マツ', '刷子', 'ブラシ', '刷毛']","['솔', '소나무속', '소나무', '브러시']","['mänd', 'Hari', 'hari', 'pintsel']","['mänty', 'männyt', 'harja', 'suti', 'sivellin', 'suka']","['den', 'dennenhout', 'dennenboom', 'pijnboom', 'borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['चीड़', 'चीढ़', 'सनोबर', 'सनोवर', 'ब्रश', 'बुरुश', 'झाड़ू']","['legno di pino', 'pino', 'Pinus', 'spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
