fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['lit', 'couche']",['Bett'],"['кровать', 'постель', 'ко́йка', 'посте́ль', 'крова́ть']",['bed'],"['床', '睡铺', '卧榻', '床鋪', '臥榻', '睡鋪', '床铺']","['cama', 'piltra', 'catre', 'sobre', 'lecho']","['布団', 'ベッド', '臥榻', '寝床', '寝台']","['침대', '잠자리']",['voodi'],"['vuode', 'sänky', 'peti']","['bed', 'legerstede', 'sponde', 'bedstede', 'ledikant', 'nest']","['बिस्तर', 'पलंग', 'बिछोना', 'बिछौना', 'शय्या']","['letto', 'giaciglio']",bed
['abeille'],"['Imme', 'Biene', 'Bienen', 'Beivogl']","['пчела', 'пчела́', 'пчёлы']","['bee', 'Anthophila']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂']","['abeja', 'Anthophila', 'anthophila']","['ハチ', '蜂', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉']","['mesilane', 'Mesilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['bij', 'honingbij', 'imme', 'bijen']",['मधुमक्खी'],"['ape', 'Anthophila', 'pecchia']",bee
['sonnette'],"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['bell', 'buzzer', 'doorbell']","['门铃', '門鈴', '电铃', '電鈴']","['timbre', 'campanilla de puerta']","['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['전령', '초인종', '도어폰', '벨']",['uksekell'],"['ovikello', 'ovisummeri']","['deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']",['campanello'],bell
['oiseau'],"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['鳥', 'とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission']","['调查团', '委员会', '考察团', '委員會']","['comité', 'comisión']","['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta']","['comité', 'commissie', 'kamer', 'cie', 'college']","['कमेटी', 'समिति']","['commissione', 'comitato']",board
"['bateau', 'nacelle', 'barque', 'canot']","['Boot', 'Schiff']","['ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка']",['boat'],"['无篷小船', '舟', '船', '小船', '艇']","['bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación']","['舟', 'ボート']","['보트', '배']",['paat'],['vene'],"['boot', 'schip']","['बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती']","['imbarcazione', 'nave', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante']",boat
['os'],"['Bein', 'Knochengewebe', 'Knochen', 'Gebeine']",['кость'],"['bone', 'os']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架']","['hueso', 'os']",['骨'],['뼈'],['kont'],"['luu', 'os']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat']","['हड्डी', 'अस्थि']",['osso'],bone
"['livre', 'manuel', 'manuel scolaire', 'livre de classe', 'texte']","['Buch', 'Lehrbuch', 'Handbuch', 'Schulbuch']","['книга', 'учебник', 'уче́бник', 'посо́бие', 'руково́дство']","['book', 'textbook', 'school text', 'schoolbook', 'text', 'text edition']","['書', '书籍', '書籍', '书', '圖書', '图书', '教科書', '教科书', '課本', '课本']","['libro', 'libro de texto', 'texto', 'libro escolar', 'manual']","['本', '教科書', 'テキスト', 'テキストブック']","['책', '교과서', '텍스트북']","['raamat', 'õpik']","['kirja', 'oppikirja', 'koulukirja']","['boek', 'boeken', 'album', 'boekwerk', 'boekje', 'studieboek', 'leerboek', 'schoolboek', 'handboek', 'teksteditie', 'cursusboek', 'tekstuitgave']","['किताब', 'पुस्तक', 'पाठ्यपुस्तक', 'टेक्स्ट-बुक']","['libro', 'libro di testo', 'testo']",book
"['bouteille de gaz', 'bonbonne', 'bonbonne de gaz', 'bouteille']","['Gasflasche', 'Zylinder', 'Bouteille', 'Flasche']","['цили́ндр', 'газовый баллон', 'бараба́н', 'балло́н', 'бидо́н', 'буты́лка', 'бутылка']","['cylinder', 'gas cylinder', 'bottle']","['儲氣瓶', '氣瓶', '汽缸', '瓶', '瓶子']","['tanque de gas', 'Tanque de gas', 'cilindro', 'bombona', 'garrafa', 'botella', 'frasco']","['ボンベ', '瓶']","['가스용기', '병']",['pudel'],"['pullo', 'kaasupullo', 'Kaasupullo', 'sylinteri']","['gascilinder', 'fles']","['गैस सिलेण्डर', 'बोतल', 'शीशा', 'शीशी']","['bombola', 'bottiglia']",bottle
"['ragoût', 'caisse', 'boîte', 'tiroir']","['Eintopf', 'Brei', 'Kasten', 'Kiste', 'Schublade']","['тушёное мя́со', 'рагу́', 'стью', 'жарко́е', 'коробка', 'ящик', 'Выдвижной ящик', 'выдвижно́й я́щик', 'я́щик', 'выдвижной ящик']","['stew', 'boxes', 'box', 'drawer']","['炖菜', '燉煮', '濃湯', '燉菜', '盒', '盒子', '箱', '箱子', '抽屉', '抽屜']","['guisado', 'estofado', 'cocido', 'guiso', 'cajas', 'caja', 'cajón', 'gaveta', 'cajón-cajonero']","['煮込み', 'シチュー', '箱', '引出し', '引き出し']","['스튜', '찌개', '상자', '서랍']","['hautis', 'Kast', 'Sahtel', 'sahtel']","['laatikko', 'muhennos', 'pata', 'pataruoka', 'rasia', 'aski', 'vetolaatikko', 'Vetolaatikko']","['stoofpot', 'ragout', 'estouffade', 'ragoût', 'stoofschotel', 'pot-au-feu', 'dozen', 'doos', 'bak', 'schuifla', 'la', 'schuiflade', 'lade', 'schuif']","['मुरब्बा', 'm', 'दराज़', 'ड्रॉअर']","['stufato', 'scatola', 'cassetta', 'astuccio', 'cassa', 'cassetto', 'tiretto']",box
"['garçon', 'fils']","['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']",['мальчик'],"['boy', 'male child', 'son']","['男孩', '男子', '男孩子', '少年']","['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo', 'hijo']","['男の子', '少年']",['소년'],['poiss'],['poika'],"['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen', 'zoonlief', 'zoon']",['लड़का'],"['ragazzo', 'figliuolo', 'bambino', 'bimbo', 'figliolo', 'fanciullo', 'ragazzino', 'guaglione', 'maschietto', 'figlio', 'figlio maschio', 'maschio']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête']","['Verstand', 'Psyche', 'Geist', 'Wahrnehmung']","['Нус', 'ра́зум', 'психика', 'ум']","['head', 'brain', 'mind', 'psyche']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵']","['mente', 'psique', 'Mente', 'cabeza', 'cerebro']","['心', 'ヌース', '念頭', 'プシュケー']","['누스', '프시케', '마음']","['psüühika', 'Psüühika', 'vaim', 'Vaim']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'järki', 'älli']","['brein', 'verstand', 'psyche', 'geest', 'denkvermogen', 'rede']",['मन'],"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'testa', 'psicologia']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']",['Jarru'],"['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie']","['экономика', 'политическая экономия', 'эконо́мика']","['economics', 'economic science', 'political economy']","['经济学', '經濟學', '政治经济学']","['economía', 'economía política', 'económicas', 'ciencias económicas']","['経済学', '政治経済学']","['경제학', '經濟學', '정치경제학']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia']","['economie', 'politieke economie']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति']","['economia', 'scienze economiche', 'economia politica']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['crête', 'brosse', 'brosse à cheveux']","['Gebirgskamm', 'Bürste', 'Pinsel']","['го́рная цепь', 'кряж', 'го́рный хребе́т', 'щётка', 'кисть', 'Щётка']","['ridge', 'ridgeline', 'brush']","['山脊', '刷', '刷子']","['cresta', 'ridgeline', 'cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['尾根', '刷子', 'ブラシ', '刷毛']","['능선', '솔', '브러시']","['seljandik', 'Seljak', 'seljak', 'Hari', 'hari', 'pintsel']","['harja', 'vuorenharja', 'selänne', 'selkä', 'harjanne', 'harju', 'suti', 'sivellin', 'suka']","['bergkam', 'heuvelrug', 'heuvelkam', 'borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['कटक', 'चोटी', 'ब्रश', 'बुरुश', 'झाड़ू']","['crinale', 'Cresta', 'cresta', 'catena', 'dorsale', 'cordigliera', 'spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
"['bouton', 'pilule', 'comprimé', 'doigt', 'poussoir', 'bouton-poussoir']","['Knopf', 'Tablette', 'Pille', 'Fingerchen', 'Finger', 'Taste', 'Druckknopf', 'Druckschalter']","['пуговица', 'пилюля', 'таблетки', 'Пилюля', 'таблетка', 'палец', 'па́лец', 'палец руки', 'перст', 'палец кисти', 'кно́пка', 'кнопка']","['button', 'lozenge', 'tablet', 'tab', 'pill', 'finger', 'push button', 'push', 'push-button']","['鈕扣', '钮', '扣子', '片剂', '药丸', '丸药', '药片', '手指', '指头', '指頭', '手指头', '手指頭', '按钮', '按鈕', '電鈕', '电钮']","['botón', 'píldora', 'comprimido', 'pastilla', 'gragea', 'tableta', 'dedo', 'dedos de la mano', 'dedo de la mano', 'tecla', 'pulsar', 'botón pulsador']","['ボタン', '錠剤', '丸剤', '指', '押しボタン']","['단추', '알약', '손가락', '버튼']","['Nööp', 'nööp', 'Tablett', 'tablett', 'ratas', 'sõrm', 'näpp', 'sõrmed']","['nappi', 'tabu', 'pilleri', 'tabletti', 'Tabletti', 'Pilleri', 'pastilli', 'sormi', 'näppi', 'painokytkin', 'painonappi', 'painike', 'nappula', 'näppäin']","['knoop', 'tablet', 'pil', 'zuigtablet', 'anticonceptiepil', 'pastille', 'vinger', 'knop', 'toets', 'drukknop']","['टैबलेट', 'उंगली', 'अंगुली', 'अंगुल', 'अंगुश्त', 'अंगुलि']","['bottone', 'compressa', 'pillola', 'pastiglia', 'pasticca', 'cachet', 'discoide', 'confetto', 'dito', 'dito della mano', 'dita', 'pulsante', 'tasto']",button
"['confiserie', 'bonbon', 'confection', 'gâteau']","['Konfekt', 'Bonbon', 'Kuchen']","['сла́дости', 'кондитерские изделия', 'конфе́ты', 'конди́терские изде́лия', 'конди́терская фа́брика', 'сла́сти', 'торт', 'пирожное']","['confectionery', 'confection', 'cake']","['糖果糕點', '蜜餞', '甜品廠', '蜜饯', '餜子', '甜品厂', '糖果', '菓子', '糖食', '糖果店', '糖果厂', '蛋糕']","['confite', 'golosina', 'confitería', 'dulce', 'pastel', 'torta', 'bizcocho', 'cake', 'coca', 'tarta']","['菓子', 'お菓子', 'コンフェクション', 'ケーキ', '菓子な']","['과자', '케이크']","['kondiitritoode', 'Kook', 'kook']","['kakku', 'Konditoriatuote', 'leivos', 'konditoriatuote', 'makeat herkut', 'makeinen', 'sokerileipurin työ', 'sokerileipurin taidot']","['suikergoed', 'zoetwaren', 'cake', 'taart']","['मिठाई', 'केक']","['confetteria', 'dolce', 'pasticcino', 'torta', 'cake']",cake
"['appareil photographique', 'caméra', 'appareil photo']","['Fotoapparat', 'Filmkamera', 'Videokamera', 'elektronische Kamera', 'professionelle Videokamera']","['съёмочная камера', 'камера', 'фотоаппарат', 'Телевизионная камера', 'телевизионная камера']","['camera', 'photographic camera', 'still camera', 'movie camera', 'television camera', 'tv camera', 'professional video camera']","['照相機', '照相机', '相机', '专业摄影机']","['cámara fotográfica', 'cámara', 'cámara de video profesional', 'cámara de televisión']",['カメラ'],"['카메라', '사진기', '프로페셔널 비디오 카메라']","['kaamera', 'fotoaparaat', 'Kaamera']","['kamera', 'valokuvakamera', 'televisiokamera']","['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel', 'televisiecamera']",['कैमरा'],"['camera', 'fotocamera', 'macchina fotografica', 'apparecchio fotografico', 'videocamera', 'telecamera']",camera
"['pièce d’identité', ""carte d'identité"", ""carte d'identification"", ""pièce d'identité"", 'carte d’identité', 'carte', 'document']","['Personalausweis', 'Ausweis', 'ID', 'Identitätskarte']","['удостоверение личности', 'идентификационные карты', 'удостовере́ние', 'удостовере́ние ли́чности', 'па́спорт', 'ли́чное удостовере́ние']","['I.D.', 'ID', 'identity document', 'identity card', 'identification card', 'card', 'ID card']","['证件', '身分證', '證件', '身份证', '身份證', '身份卡']","['documento de identidad', 'identificación', 'carné de identidad', 'carnet de identidad', 'documento nacional de identidad', 'cédula de identidad', 'DNI', 'credencial', 'carnet']","['身分証明書', '身分証', 'ＩＤカード', 'ＩＤ']","['신분증', 'ID 카드']","['ID-kaart', 'isikutunnistus']","['henkilöllisyystodistus', 'henkilökortti', 'henkilötodistus', 'I.D.', 'ID']","['identiteitskaart', 'legitimatiebewijs', 'stamkaart', 'identiteitsbewijs', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']",['पहचान पत्र'],"[""carta d'identità"", ""documento d'identità"", 'carta di identità', 'documento']",card
