fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['lit', 'couche']",['Bett'],"['кровать', 'постель', 'ко́йка', 'посте́ль', 'крова́ть']",['bed'],"['床', '睡铺', '卧榻', '床鋪', '臥榻', '睡鋪', '床铺']","['cama', 'piltra', 'catre', 'sobre', 'lecho']","['布団', 'ベッド', '臥榻', '寝床', '寝台']","['침대', '잠자리']",['voodi'],"['vuode', 'sänky', 'peti']","['bed', 'legerstede', 'sponde', 'bedstede', 'ledikant', 'nest']","['बिस्तर', 'पलंग', 'बिछोना', 'बिछौना', 'शय्या']","['letto', 'giaciglio']",bed
['abeille'],"['Imme', 'Biene', 'Bienen', 'Beivogl']","['пчела', 'пчела́', 'пчёлы']","['bee', 'Anthophila']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂']","['abeja', 'Anthophila', 'anthophila']","['ハチ', '蜂', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉']","['mesilane', 'Mesilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['bij', 'honingbij', 'imme', 'bijen']",['मधुमक्खी'],"['ape', 'Anthophila', 'pecchia']",bee
['sonnette'],"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['bell', 'buzzer', 'doorbell']","['门铃', '門鈴', '电铃', '電鈴']","['timbre', 'campanilla de puerta']","['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['전령', '초인종', '도어폰', '벨']",['uksekell'],"['ovikello', 'Ovikello', 'ovisummeri']","['deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']",['campanello'],bell
['oiseau'],"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['鳥', 'とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission']","['调查团', '委员会', '考察团', '委員會']","['comité', 'comisión']","['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta']","['comité', 'commissie', 'kamer', 'cie', 'college']","['कमेटी', 'समिति']","['commissione', 'comitato']",board
"['bateau', 'nacelle', 'barque', 'canot']","['Boot', 'Schiff']","['ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка']",['boat'],"['无篷小船', '舟', '船', '小船', '艇']","['bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación']","['舟', 'ボート']","['보트', '배']",['paat'],['vene'],"['boot', 'schip']","['बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती']","['imbarcazione', 'nave', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante']",boat
"['os', 'graine', 'semence']","['Bein', 'Knochengewebe', 'Knochen', 'Gebeine', 'Samenkorn', 'Saat', 'Same', 'Samen']","['кость', 'се́мя', 'семя', 'семена́']","['bone', 'os', 'seed']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架', '種子', '種', '种子', '种', '籽']","['hueso', 'os', 'semilla', 'pepita', 'simiente']","['骨', '種子', '種']","['뼈', '씨', '씨앗']","['kont', 'luu', 'seeme']","['luu', 'os', 'siemen']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat', 'zaad']","['हड्डी', 'अस्थि', 'दाना', 'बीज']","['osso', 'seme']",bone
['livre'],['Buch'],['книга'],['book'],"['書', '书籍', '書籍', '书', '圖書', '图书']",['libro'],['本'],['책'],['raamat'],['kirja'],"['boek', 'boeken', 'album', 'boekwerk', 'boekje']","['किताब', 'पुस्तक']",['libro'],book
['bouteille'],"['Bouteille', 'Flasche']","['буты́лка', 'бутылка']",['bottle'],"['瓶', '瓶子']","['botella', 'frasco']",['瓶'],['병'],['pudel'],['pullo'],['fles'],"['बोतल', 'शीशा', 'शीशी']",['bottiglia'],bottle
"['caisse', 'boîte']","['Kasten', 'Kiste']",['коробка'],"['boxes', 'box']","['盒', '盒子', '箱', '箱子']","['cajas', 'caja']",['箱'],['상자'],['Kast'],"['laatikko', 'rasia', 'aski']","['dozen', 'doos', 'bak']",['m'],"['scatola', 'cassetta', 'astuccio', 'cassa']",box
"['mineur', 'frite', 'gosse', 'enfant', 'pomme frite', 'jeune', 'responsabilité pénale des mineurs', 'garçon', 'fils']","['Minderjährige', 'Kind', 'Jugendliche', 'minderjährigkeit', 'Minderjährigkeit', 'Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']","['мальчик', 'несовершеннолетний', 'ребенок', 'ребёнок']","['fry', 'french fry', 'minor', 'chip', 'child', 'youngster', 'shaver', 'small fry', 'kid', 'nestling', 'tiddler', 'tike', 'tyke', 'nipper', 'boy', 'male child', 'son']","['兒童', '孩儿', '孩', '小孩子', '小孩', '小兒', '孩子', '孩兒', '儿童', '小儿', '未成年人', '男孩', '男子', '男孩子', '少年']","['papa frita', 'niña', 'menor de edad', 'menor', 'niño', 'joven', 'infancia', 'minoría de edad', 'jovenzuelo', 'mozalbete', 'chico', 'muchachuelo', 'chiqüelo', 'chiquillo', 'criatura', 'crío', 'chango', 'pececillo', 'cría', 'chaval', 'alevín', 'nene', 'tike', 'jovencito', 'muchacho', 'niño varón', 'garzón', 'mozo', 'hijo']","['子', '子供', '未成年者', '男の子', '少年']","['아이', '어린이', '미성년자', '소년']","['alaealine', 'laps', 'alaealisus', 'poiss']","['alaikäinen', 'lapsi', 'vekara', 'pikkumies', 'vintiö', 'napero', 'lapsukainen', 'kersa', 'pentu', 'tenava', 'ipana', 'muksu', 'poika']","['patat', 'kind', 'friet', 'jongere', 'jongeling', 'minderjarige', 'ding', 'joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen', 'zoonlief', 'zoon']","['नाबालिग', 'बच्चा', 'लड़का']","['minore', 'fanciullo', 'giovane', 'fanciullino', 'bambino', 'moccioso', 'mimmo', 'pargolo', 'bimbo', 'figlio', 'ragazzo', 'marmocchio', 'figliuolo', 'figliolo', 'ragazzino', 'guaglione', 'maschietto', 'figlio maschio', 'maschio']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung']","['Нус', 'ра́зум', 'психика', 'ум']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro']","['心', 'ヌース', '念頭', 'プシュケー']","['누스', '프시케', '마음']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede']",['मन'],"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']","['Jarru', 'jarru']","['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques', 'système économique', 'régime économique']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie', 'Wirtschaftssystem', 'Wirtschaft']","['экономика', 'политическая экономия', 'эконо́мика', 'экономическая система', 'хозя́йство']","['economics', 'economic science', 'political economy', 'economy', 'economic system']","['经济学', '經濟學', '政治经济学', '經濟', '经济', '经济体系']","['economía', 'economía política', 'económicas', 'ciencias económicas', 'sistema económico']","['経済学', '政治経済学', '経済', '経済学史', '経済体系']","['경제학', '經濟學', '정치경제학', '경제', '경제체제', '경제 체제']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia', 'majandussüsteem', 'majandus', 'Majandussüsteem']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia', 'säästäväisyys', 'talous', 'talousjärjestelmä']","['economie', 'politieke economie', 'economisch systeem']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति', 'अर्थव्यवस्था', 'किफ़ायत', 'आर्थिक व्यवस्था']","['economia', 'scienze economiche', 'economia politica', 'sistema economico']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['balai', 'brosse', 'brosse à cheveux']","['Besen', 'Bürste', 'Pinsel']","['щётка', 'метла', 'ве́ник', 'метла́', 'кисть']","['broom', 'Broom', 'brush']","['扫帚', '掃把', '掃帚', '扫把', '帚', '刷', '刷子']","['escoba', 'cepillo', 'barredera', 'escobillón', 'cepillo del pelo', 'brocha', 'pincel', 'escobilla']","['箒', '帚', '刷子', 'ブラシ', '刷毛']","['빗자루', '비', '솔', '브러시']","['luud', 'Luud', 'Hari', 'hari', 'pintsel']","['luuta', 'katuharja', 'harja', 'suti', 'sivellin', 'suka']","['bezem', 'borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['झाड़ू', 'ब्रश', 'बुरुश']","['ramazza', 'scopa', 'granata', 'spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
['gâteau'],['Kuchen'],"['торт', 'пирожное']",['cake'],['蛋糕'],"['pastel', 'torta', 'bizcocho', 'cake', 'coca', 'tarta']","['ケーキ', '菓子な']","['케이크', '과자']","['Kook', 'kook']",['kakku'],"['cake', 'taart']",['केक'],"['torta', 'cake']",cake
"['appareil photographique', 'caméra', 'appareil photo']","['Fotoapparat', 'Kamera']","['съёмочная камера', 'камера', 'фотоаппарат']","['camera', 'photographic camera', 'still camera']","['照相機', '照相机', '相机']","['cámara fotográfica', 'cámara']",['カメラ'],"['카메라', '사진기']","['kaamera', 'fotoaparaat', 'Kaamera']","['kamera', 'valokuvakamera']","['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel']",['कैमरा'],"['camera', 'fotocamera', 'macchina fotografica', 'apparecchio fotografico']",camera
"['licence', ""carte d'identification"", ""carte d'identité"", ""pièce d'identité"", 'carte d’identité', 'pièce d’identité', 'carte', 'document']","['Lizenz', 'Schein', 'Genehmigung', 'Erlaubnis', 'Personalausweis', 'Ausweis', 'ID', 'Identitätskarte']","['удостовере́ние', 'лицензия', 'лице́нзия', 'разреше́ние', 'удостовере́ние ли́чности', 'па́спорт', 'ли́чное удостовере́ние']","['permit', 'license', 'licence', 'identity card', 'identification card', 'card', 'ID card']","['授權', '许可', '許可證', '许可证', '执照', '特许', '身份证', '身份證', '身份卡']","['licencia', 'permiso', 'documento nacional de identidad', 'carné de identidad', 'cédula de identidad', 'carnet de identidad', 'DNI', 'credencial', 'carnet']","['ライセンス', '利用許諾', '免許', '身分証', 'ＩＤカード', 'ＩＤ', '身分証明書']","['면허', '면허증', '신분증', 'ID 카드']","['litsents', 'luba', 'ID-kaart', 'isikutunnistus']","['lisenssi', '-kortti', 'ajokortti', 'valtakirja', 'lupakirja', 'lupa', 'henkilöllisyystodistus', 'henkilökortti', 'henkilötodistus']","['licentie', 'vergunning', 'identiteitsbewijs', 'legitimatiebewijs', 'identiteitskaart', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']","['लाइसेंस', 'अनुज्ञा', 'पहचान पत्र']","['licenza', 'permesso', 'autorizzazione', 'lasciapassare', 'passi', 'salvacondotto', 'nulla osta', ""documento d'identità"", ""carta d'identità"", 'carta di identità', 'documento']",card
"['véhicule ferroviaire', 'wagon', 'automotrice', 'autorail', 'automotrice tractrice', 'véhicule ferroviaire remorqué', 'véhicule automoteur', 'voiture', 'carrosse', 'équipage', 'voiture à cheval']","['Waggon', 'Eisenbahnwagen', 'Kabine', 'Triebwagen', 'Verbrennungstriebwagen', 'Equipage', 'Kutsche', 'Wagen']","['железнодорожное транспортное средство', 'ваго́н', 'автомотриса', 'каби́на', 'вагон', 'карета', 'теле́га', 'каре́та', 'экипа́ж', 'пово́зка']","['railroad car', 'railway carriage', 'carriage', 'car', 'railcar', 'railway car', 'motor coach', 'rig', 'equipage']","['吊艙', '吊舱', '鐵路車輛', '動力分散式', '火車車廂', '火车车厢', '轨道巴士', '车卡', '铁路车辆', '車卡', '有轨车', '自动道车', '马车', '馬車', '車廂', '四轮马车']","['vagón', 'vehículo ferroviario', 'Automotor', 'automotor', 'material remolcado', 'vagón de ferrocarril', 'Coche automotor', 'coche', 'tren', 'carruaje', 'carroza', 'carruaje de lujo', 'coche de caballos']","['気動車', '鉄道車輛', '自走客車', '馬車', 'キャリッジ']","['철도 차량', '동차', '궤도차', '마차']","['raudteesõiduk', 'mootorvagun', 'vagun', 'Vagun', 'Mootorvagun', 'tõld', 'Tõld']","['rautatieajoneuvo', 'moottorivaunu', 'junanvaunu', 'rautatievaunu', 'Moottorivaunu', 'vaunu', 'junavaunu', 'hissikori', 'kiskoauto', 'raidevaunu', 'ekipaasi', 'Valjakkovaunu', 'kärryt', 'valjakkovaunu', 'vaunut', 'rattaat']","['wagon', 'spoorwagen', 'spoorvoertuig', 'rijtuig', 'motorrijtuig', 'railvoertuig', 'motorwagen', 'spoorrijtuig', 'treinwagon', 'koets', 'break', 'brik', 'janplezier']",['गाड़ी'],"['veicolo su rotaia', 'vagone', 'automotrice', 'carrozza', 'cabina', 'bisarca', 'carro merci']",carriage
"['minou', 'chat', 'chat domestique']","['Hauskatze', 'Katze', 'Mietzekatze', 'Mietze', 'Stubentiger']","['кошка', 'кот']","['pussy', 'domestic cat', 'kitty-cat', 'cat', 'pussycat', 'kitty', 'puss', 'true cat', 'house cat']","['貓', '猫', '家貓']","['gato', 'gata', 'gato doméstico', 'Felis silvestris catus', 'felis silvestris catus']","['猫', 'ネコ', 'Felis silvestris catus']","['고양이', 'Felis silvestris catus']",['kass'],"['mirri', 'kissa', 'kesykissa', 'kisu', 'katti', 'kissaeläin']","['kat', 'huiskat']","['बिल्ली', 'Felis silvestris catus']","['micio', 'gatto', 'gatto domestico', 'micino', 'Felis silvestris catus']",cat
"['chaîne', 'chaine', 'enchaînement']","['Kette', 'Aneinanderreihung', 'Verkettung', 'Konkatenation']","['цепь', 'цепо́чка', 'ланцу́г', 'конкатена́ция', 'сцепле́ние']","['chain', 'concatenation', 'Concatenation']","['鏈', '鏈條', '链条', '链子', '鎖鏈', '鏈子', '锁链', '链', '连锁', '連結', '相连', '相連', '連鎖', '连结']","['cadena', 'encadenamiento', 'concomitancia', 'concatenación']","['鎖', 'チェーン', '連結']","['사슬', '체인']","['kett', 'Kett']","['ketju', 'vitja', 'kettinki', 'Ketju', 'sarja']","['ketting', 'keten', 'aaneenrijging', 'schakelketting', 'aaneenschakeling']","['श्रृंखला', 'ज़ंजीर', 'सिलसिला']",['catena'],chain
['fromage'],['Käse'],"['сыр', 'творо́г', 'тво́рог']","['cheese', 'YAMSHD']","['干酪', '奶酪', '乳酪', '芝士', '乾酪', '起司', '吉士', '酪', '起士']",['queso'],"['チーズ', '酪', '乾酪']","['건락', '치즈']","['juust', 'sõir']",['juusto'],['kaas'],"['चीज़', 'पनीर']","['formaggio', 'cacio']",cheese
