fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
['abeille'],"['Imme', 'Biene', 'Bienen', 'Beivogl']","['пчела', 'пчела́', 'пчёлы']","['bee', 'Anthophila']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂']","['abeja', 'Anthophila', 'anthophila']","['ハチ', '蜂', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉']","['mesilane', 'Mesilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['bij', 'honingbij', 'bijen']",['मधुमक्खी'],"['ape', 'Anthophila', 'pecchia']",bee
['sonnette'],"['Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['bell', 'buzzer', 'doorbell']","['门铃', '門鈴', '电铃', '電鈴']","['timbre', 'campanilla de puerta']","['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['전령', '초인종', '도어폰', '벨']",['uksekell'],"['ovikello', 'Ovikello', 'ovisummeri']","['deurbel', 'bel', 'zoemer', 'huisbel', 'schel', 'door Bell', 'ding-dong']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']",['campanello'],bell
['oiseau'],"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['鳥', 'とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission']","['调查团', '委员会', '考察团', '委員會']","['comité', 'comisión']","['委員会', 'コミッション']",['위원회'],['komisjon'],"['komitea', 'valiokunta', 'toimikunta', 'lautakunta']","['comité', 'commissie', 'kamer', 'cie', 'college']","['कमेटी', 'समिति']","['commissione', 'comitato']",board
"['bateau', 'nacelle', 'barque', 'canot', 'vaisseau', 'embarcation', 'navire']","['Boot', 'Schiff', 'Wasserfahrzeug']","['ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка', 'ParaJet-Ski', 'кора́бль', 'плавучее средство', 'плавсредство', 'су́дно']","['boat', 'vessel', 'watercraft']","['无篷小船', '舟', '船', '小船', '艇', '船隻', '船只', '船舶']","['bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación', 'casco', 'vaso']","['舟', 'ボート', '船舶']","['보트', '배', '선박']","['paat', 'veesõiduk', 'Veesõiduk']","['vene', 'vesikulkuneuvo', 'alus', 'vesialus']","['schip', 'vaartuig', 'watervaartuig']","['बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती', 'जहाज़']","['imbarcazione', 'nave', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante', 'bastimento', 'transatlantico', 'chiatta', 'barcone', 'vascello']",boat
"['os', 'jambe', 'jambes', 'membre inférieur humain']","['Bein', 'Knochengewebe', 'Knochen', 'Gebeine', 'Beine', 'menschliches Bein']","['кость', 'нога', 'нога человека', 'Нога человека']","['bone', 'os', 'pin', 'leg', 'legs', 'human leg']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架', '腿', '人腿', '人類腿部']","['hueso', 'os', 'pierna', 'piernas', 'miembro inferior', 'miembro inferior humano', 'pata']","['骨', '脚', '足']","['뼈', '다리', '사람의 다리']","['kont', 'luu']","['luu', 'os', 'jalka', 'sääri']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat', 'benen', 'poot', 'stelt', 'menselijke been', 'onderdanen', 'onderdaan']","['हड्डी', 'अस्थि', 'पाया', 'पैर', 'पांव']","['osso', 'gambe', 'gamba', 'arto inferiore umano', 'arto inferiore']",bone
"['livre', 'papier']","['Buch', 'totes Holz', 'Papier', 'Totholz']","['книга', 'бумага', 'бума́га']","['book', 'paper']","['書', '书籍', '書籍', '书', '圖書', '图书', '纸', '紙']","['libro', 'papel']","['本', '紙']","['책', '종이']","['raamat', 'paber']","['kirja', 'paperi']","['boek', 'boeken', 'album', 'boekwerk', 'boekje', 'papier']","['किताब', 'पुस्तक', 'काग़ज़', 'कागद', 'वरक', 'किरतास', 'पन्ना', 'पेपर', 'कागज']","['libro', 'carta']",book
"['caste', 'placard', 'armoire', 'cabinet', 'penderie', 'caisse', 'boîte']","['Kasten', 'Kaste', 'Schrank', 'Schränkchen', 'Kemenate', 'Kiste']","['каста', 'Шкаф для одежды', 'сервант', 'платяной шкаф', 'гардероб', 'шкаф', 'кабинет', 'коробка']","['caste', 'cabinet', 'cupboard', 'console', 'closet', 'clothes closet', 'wardrobe', 'boxes', 'box']","['种姓制度', '社会地位', '衣櫃', '橱柜', '碗柜', '柜子', '柜', '盒', '盒子', '箱', '箱子']","['casta', 'despensa', 'alacena', 'armario', 'vitrina', 'closet', 'compartimento', 'clóset', 'cajas', 'caja']","['カースト', '戸棚', '食器棚', '衣装棚', '箱']","['카스트', '옷장', '장롱', '상자']","['kast', 'kastisüsteem', 'Kastisüsteem', 'Kapp', 'Puhvetkapp', 'kapp', 'Kast']","['kasti', 'kastilaitos', 'Kastilaitos', 'luokka', 'sääty', 'komero', 'astiakaappi', 'keittiökaappi', 'kaappi', 'Komero', 'laatikko', 'rasia', 'aski']","['kastestelsel', 'kaste', 'kastenstelsel', 'kast', 'kleerkast', 'kledingkast', 'kabinet', 'kemenade', 'bergkast', 'kastje', 'dozen', 'doos', 'bak']","['जाति', 'जातिवाद', 'm']","['casta', 'credenza', 'dispensa', 'armadietto', 'armadio', 'Guardaroba', 'ripostiglio', 'stipo', 'scatola', 'cassetta', 'astuccio', 'cassa']",box
['garçon'],"['Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge']",['мальчик'],"['boy', 'male child']","['男孩', '男子', '男孩子', '少年']","['niño', 'chico', 'jovencito', 'joven', 'muchacho', 'niño varón', 'garzón', 'chaval', 'mozo']","['男の子', '少年']",['소년'],['poiss'],['poika'],"['joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen']",['लड़का'],"['ragazzo', 'figliuolo', 'bambino', 'bimbo', 'figliolo', 'fanciullo', 'ragazzino', 'guaglione', 'maschietto']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête', 'raison', 'intellect']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung', 'Vernunft', 'Intellekt']","['Нус', 'ра́зум', 'психика', 'ум', 'интеллект', 'разум', 'Разум']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous', 'reason', 'wit', 'intellect', 'understanding']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵', '理智', '智力']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro', 'razón', 'intelecto', 'entendimiento', 'inteligencia']","['心', 'ヌース', '念頭', 'プシュケー', '知性', '理性']","['누스', '프시케', '마음', '이성']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim', 'mõistus', 'Mõistus']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli', 'Järki', 'ymmärrys', 'tolkku']","['brein', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede', 'geestvermogen', 'hersenen', 'hersens']","['मन', 'तर्क-वितर्क', 'प्रज्ञा']","['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia', 'intelletto', 'ragione', 'raziocinio']",brain
"['freinage', 'frein']","['Abbremsen', 'Bremsen', 'Bremse']","['механический тормоз', 'Фрикционный тормоз']","['brake', 'braking']","['煞車', '刹车', '制动器', '闸']",['freno'],['ブレーキ'],['제동기'],"['pidur', 'Pidur']","['Jarru', 'jarru']","['rem', 'remmen']",['ब्रेक'],['freno'],brake
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques', 'système économique', 'régime économique']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie', 'Wirtschaftssystem', 'Wirtschaft']","['экономика', 'политическая экономия', 'эконо́мика', 'экономическая система', 'хозя́йство']","['economics', 'economic science', 'political economy', 'economy', 'economic system']","['经济学', '經濟學', '政治经济学', '經濟', '经济', '经济体系']","['economía', 'economía política', 'económicas', 'ciencias económicas', 'sistema económico']","['経済学', '政治経済学', '経済', '経済学史', '経済体系']","['경제학', '經濟學', '정치경제학', '경제', '경제체제', '경제 체제']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia', 'majandussüsteem', 'majandus', 'Majandussüsteem']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia', 'säästäväisyys', 'talous', 'talousjärjestelmä']","['economie', 'politieke economie', 'economisch systeem']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति', 'अर्थव्यवस्था', 'किफ़ायत', 'आर्थिक व्यवस्था']","['economia', 'scienze economiche', 'economia politica', 'sistema economico']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['brosse', 'brosse à cheveux']","['Bürste', 'Pinsel']","['щётка', 'кисть', 'Щётка']",['brush'],"['刷', '刷子']","['cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['刷子', 'ブラシ', '刷毛']","['솔', '브러시']","['Hari', 'hari', 'pintsel']","['harja', 'suti', 'sivellin', 'suka']","['borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['ब्रश', 'बुरुश', 'झाड़ू']","['spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
"['cuisine', 'gâteau', 'tarte', 'tourte']","['Kuchen', 'Küche', 'Torte', 'Pastete']","['кухня', 'ку́хня', 'торт', 'пирожное', 'пиро́г', 'пирог', 'беля́ш', 'пирожо́к']","['kitchen', 'cake', 'pie']","['厨房', '廚房', '蛋糕', '西式餡餅', '排', '餡餅', '派', '馅饼']","['cocina', 'pastel', 'torta', 'bizcocho', 'cake', 'coca', 'tarta', 'pie', 'pay', 'empanada']","['台所', '厨房', 'キッチン', 'キチン', '勝手', 'ケーキ', '菓子な', 'パイ']","['부엌', '주방', '케이크', '과자', '파이']","['köök', 'Kook', 'kook', 'pirukas', 'Pirukas']","['keittiö', 'kakku', 'piirakka', 'torttu', 'piiras']","['keuken', 'kookgelegenheid', 'cake', 'taart', 'pastei', 'pie', 'gebak']","['रसोईघर', 'भोजन कक्ष', 'रसोई', 'केक']","['cucina', 'torta', 'cake', 'pie', 'crostata', 'pasticcio']",cake
"['appareil photographique', 'caméra', 'appareil photo']","['Fotoapparat', 'Kamera']","['съёмочная камера', 'камера', 'фотоаппарат']","['camera', 'photographic camera', 'still camera']","['照相機', '照相机', '相机']","['cámara fotográfica', 'cámara']",['カメラ'],"['카메라', '사진기']","['kaamera', 'fotoaparaat', 'Kaamera']","['kamera', 'valokuvakamera']","['fotocamera', 'camera', 'videocamera', 'filmcamera', 'fototoestel']",['कैमरा'],"['camera', 'fotocamera', 'macchina fotografica', 'apparecchio fotografico']",camera
"['pièce d’identité', ""carte d'identité"", ""carte d'identification"", ""pièce d'identité"", 'carte d’identité', 'carte', 'document']","['Personalausweis', 'Ausweis', 'ID', 'Identitätskarte']","['удостоверение личности', 'идентификационные карты', 'удостовере́ние', 'удостовере́ние ли́чности', 'па́спорт', 'ли́чное удостовере́ние']","['I.D.', 'ID', 'identity document', 'identity card', 'identification card', 'card', 'ID card']","['证件', '身分證', '證件', '身份证', '身份證', '身份卡']","['documento de identidad', 'identificación', 'carné de identidad', 'carnet de identidad', 'documento nacional de identidad', 'cédula de identidad', 'DNI', 'credencial', 'carnet']","['身分証明書', '身分証', 'ＩＤカード', 'ＩＤ']","['신분증', 'ID 카드']","['ID-kaart', 'isikutunnistus']","['henkilökortti', 'henkilöllisyystodistus', 'henkilötodistus', 'I.D.', 'ID']","['identiteitskaart', 'legitimatiebewijs', 'stamkaart', 'identiteitsbewijs', 'legitimatiepapier', 'persoonsbewijs', 'legitimatiekaart', 'legitimatie']",['पहचान पत्र'],"[""carta d'identità"", ""documento d'identità"", 'carta di identità', 'documento']",card
"['brouette', 'charrette', 'charrette à bras', 'voiture à bras', 'voiturette']","['Karren', 'Schubkarre', 'Karette', 'Scheibtruhe', 'Schiebetruhe', 'Karre', 'Handwagen', 'Ochsenwagen', 'Handkarren']","['теле́жка', 'та́чка', 'тачка', 'Тачка', 'повозка', 'ручна́я теле́жка']","['wheelbarrow', 'lawn cart', 'barrow', 'garden cart', 'cart', 'handcart', 'go-cart', 'pushcart', 'ox-drawn cart']","['独轮车', '手推车', '獨輪車', '手推車', '轆轤車', '手拉車', '手車', '手车', '搬運車', '手拉车']","['carretilla', 'carrucha', 'carretilla de mano', 'carreta', 'carretón de mano', 'carro']","['手押し車', 'ハンドカート', '荷車', '手車']","['손수레', '수레']","['Käru', 'aiakäru', 'kaarik']","['kottikärry', 'Kottikärry', 'kottikärryt', 'käsikärryt', 'työntökärry', 'Kärry', 'käsikärry', 'työntökärryt', 'kärryt', 'rattaat']","['kruiwagen', 'duwkar', 'steekkar', 'kar', 'handkar', 'ossenwagen', 'handwagen', 'skelter', 'trapauto']",['व्हील बैरो'],"['carriola', 'carretto', 'barroccino', 'baroccino']",cart
"['véhicule ferroviaire', 'wagon', 'automotrice', 'autorail', 'automotrice tractrice', 'véhicule ferroviaire remorqué', 'véhicule automoteur', 'voiture', 'carrosse', 'équipage', 'voiture à cheval']","['Waggon', 'Eisenbahnwagen', 'Kabine', 'Triebwagen', 'Verbrennungstriebwagen', 'Equipage', 'Kutsche', 'Wagen']","['железнодорожное транспортное средство', 'ваго́н', 'автомотриса', 'каби́на', 'вагон', 'карета', 'теле́га', 'каре́та', 'экипа́ж', 'пово́зка']","['railroad car', 'railway carriage', 'carriage', 'car', 'railcar', 'railway car', 'motor coach', 'rig', 'equipage']","['吊艙', '吊舱', '鐵路車輛', '動力分散式', '火車車廂', '火车车厢', '轨道巴士', '车卡', '铁路车辆', '車卡', '有轨车', '自动道车', '马车', '馬車', '車廂', '四轮马车']","['vagón', 'vehículo ferroviario', 'Automotor', 'automotor', 'material remolcado', 'vagón de ferrocarril', 'Coche automotor', 'coche', 'tren', 'carruaje', 'carroza', 'carruaje de lujo', 'coche de caballos']","['気動車', '鉄道車輛', '自走客車', '馬車', 'キャリッジ']","['철도 차량', '동차', '궤도차', '마차']","['raudteesõiduk', 'mootorvagun', 'vagun', 'Vagun', 'Mootorvagun', 'tõld', 'Tõld']","['rautatieajoneuvo', 'moottorivaunu', 'junanvaunu', 'rautatievaunu', 'Moottorivaunu', 'vaunu', 'junavaunu', 'hissikori', 'kiskoauto', 'raidevaunu', 'ekipaasi', 'Valjakkovaunu', 'kärryt', 'valjakkovaunu', 'vaunut', 'rattaat']","['wagon', 'spoorwagen', 'spoorvoertuig', 'rijtuig', 'motorrijtuig', 'railvoertuig', 'motorwagen', 'spoorrijtuig', 'treinwagon', 'koets', 'break', 'brik', 'janplezier']",['गाड़ी'],"['veicolo su rotaia', 'vagone', 'automotrice', 'carrozza', 'cabina', 'bisarca', 'carro merci']",carriage
