fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['toilette', 'toilettes', 'pot de chambre', 'pot', 'salle de bain', 'salle de bains', 'Modèle:Autres langues', 'bain', 'cabinet de toilette', 'évier']","['Klosett', 'Toilette', 'Wasserklosett', 'Klo', 'Nachtgeschirr', 'Nachttopf', 'Badestube', 'Badezimmer', 'Bad', 'Vorlage:Andere Sprachen', 'Abtritt', 'Örtchen', 'WC', 'Abort', 'stilles Örtchen', 'Lokus', 'Waschbecken', 'Spüle', 'Spülstein', 'Spülbecken']","['горшо́к', 'ночно́й горшо́к', 'туалетное оборудование', 'ванная', 'ба́ня', 'ванная комната', 'ва́нная', 'туалет', 'таз', 'раковина', 'умыва́льник', 'Раковина', 'ра́ковина', 'мо́йка']","['toilet', 'can', 'lavatory', 'loo', 'commode', 'pot', 'throne', 'crapper', 'stool', 'potty', 'chamber pot', 'bath', 'restroom', 'bathroom', 'lav', 'privy', 'john', 'washroom', 'bog', 'water closet', 'WC', 'sink', 'basin', 'kitchen sink']","['尿壺', '尿盆', '尿壶', '馬桶', '夜壶', '夜壺', '马桶', '便壶', '便壺', '浴室', '衛生間', '卫生间', '厕所', '廁所', '水槽', '盥洗盆', '洗手盆']","['lavabo', 'inodoro', 'bacineta', 'bacinica', 'pelela', 'bacinilla', 'orinal', 'excusado', 'vater', 'servicio', 'cagadero', 'water-closet', 'aseo', 'taza', 'baño', 'wáter', 'retrete', 'cuarto de baño', 'lav', 'lata', 'váter', 'lavamanos', 'palangana', 'fregadero', 'pila']","['便器', 'おまる', 'バスルーム', '浴室', '風呂場', '浴場', 'てあらい', 'べんじょ', '化粧室', '手洗い', 'かわや', 'はばかり', 'トイレ', '憚り', '厠', '便所', 'けしょうしつ', '洗面器', '流し台', 'シンク', 'キッチンシンク', '洗面台', '流し']","['화장실', '요강', '변소', '변기', '목욕실', '욕실', '개수대', '싱크', '세면기', '싱크대']","['käimla', 'Käimla', 'vannituba', 'tualett', 'Tualett', 'kraanikauss', 'bassein', 'Bassein', 'valamu']","['potta', 'pytty', 'yöastia', 'käymälä', 'pönttö', 'wc-pönttö', 'vessa', 'wc-istuin', 'kylpyhuone', 'kylpylä', 'toiletti', 'pesuhuone', 'amme', 'pesuallas', 'lavuaari', 'Lavuaari', 'viemäriallas']","['toilet', 'wc', 'pispot', 'po', 'nachtspiegel', 'pot', 'piespot', 'wasgelegenheid', 'badkamer', 'badkuip', 'bad', 'privaat', 'closet', 'wc-pot', 'retirade', 'herentoilet', 'toiletpot', 'schijthuis', 'gemak', 'kakdoos', 'plee', 'poepdoos', 'doos', 'bestekamer', 'bassin', 'wastafel', 'bekken', 'gootsteen', 'afwasbak']","['शौचालय', 'बाथरूम', 'स्नानागार', 'गुसलख़ाना', 'ग़ुसलख़ाना', 'स्नानघर', 'चिलमची']","['tazza', 'gabinetto', 'vaso', 'water', 'orinale', 'pitale', 'vaso da notte', 'bagno', 'stanza da bagno', 'ritirata', 'toilette', 'latrina', 'cesso', 'cacatoio', 'toletta', 'lavello', 'lavandino', 'bacino', 'acquaio']",basin
"['toilette', 'toilettes', 'pot de chambre', 'pot', 'baignade', 'salle de bain', 'salle de bains', 'Modèle:Autres langues', 'bain', 'cabinet de toilette']","['Klosett', 'Toilette', 'Wasserklosett', 'Klo', 'Nachtgeschirr', 'Nachttopf', 'Badekultur', 'Badestube', 'Badezimmer', 'Bad', 'Vorlage:Andere Sprachen', 'Abtritt', 'Örtchen', 'WC', 'Abort', 'stilles Örtchen', 'Lokus']","['горшо́к', 'ночно́й горшо́к', 'туалетное оборудование', 'ванна', 'купание', 'ванная', 'ба́ня', 'ванная комната', 'ва́нная', 'туалет']","['toilet', 'can', 'lavatory', 'loo', 'commode', 'pot', 'throne', 'crapper', 'stool', 'potty', 'chamber pot', 'washup', 'bathing', 'bath', 'restroom', 'bathroom', 'lav', 'privy', 'john', 'washroom', 'bog', 'water closet', 'WC']","['尿壺', '尿盆', '尿壶', '馬桶', '夜壶', '夜壺', '马桶', '便壶', '便壺', '洗澡', '浴室', '衛生間', '卫生间', '厕所', '廁所']","['baño', 'inodoro', 'bacineta', 'bacinica', 'pelela', 'bacinilla', 'orinal', 'excusado', 'vater', 'servicio', 'cagadero', 'water-closet', 'lavabo', 'aseo', 'taza', 'wáter', 'retrete', 'ablución', 'lavatorio', 'cuarto de baño', 'lav', 'lata', 'váter']","['便器', 'おまる', '入浴', 'バスルーム', '浴室', '風呂場', '浴場', 'てあらい', 'べんじょ', '化粧室', '手洗い', 'かわや', 'はばかり', 'トイレ', '憚り', '厠', '便所', 'けしょうしつ']","['화장실', '요강', '변소', '변기', '목욕', '목욕실', '욕실']","['käimla', 'Käimla', 'vannituba', 'tualett', 'Tualett']","['potta', 'pytty', 'yöastia', 'käymälä', 'pönttö', 'wc-pönttö', 'vessa', 'wc-istuin', 'Kylpeminen', 'kylpeminen', 'peseytyminen', 'kylpyhuone', 'kylpylä', 'toiletti', 'pesuhuone']","['toilet', 'wc', 'pispot', 'po', 'nachtspiegel', 'pot', 'piespot', 'baden', 'zwemmen', 'wasgelegenheid', 'badkamer', 'badkuip', 'bad', 'privaat', 'closet', 'wc-pot', 'retirade', 'herentoilet', 'toiletpot', 'schijthuis', 'gemak', 'kakdoos', 'plee', 'poepdoos', 'doos', 'bestekamer']","['शौचालय', 'स्नान', 'बाथरूम', 'स्नानागार', 'गुसलख़ाना', 'ग़ुसलख़ाना', 'स्नानघर']","['tazza', 'gabinetto', 'vaso', 'water', 'orinale', 'pitale', 'vaso da notte', 'bagno', 'abluzione', 'stanza da bagno', 'ritirata', 'toilette', 'latrina', 'cesso', 'cacatoio', 'toletta']",bath
"['lit', 'couche']",['Bett'],"['кровать', 'постель', 'ко́йка', 'посте́ль', 'крова́ть']",['bed'],"['床', '睡铺', '卧榻', '床鋪', '臥榻', '睡鋪', '床铺']","['cama', 'piltra', 'catre', 'sobre', 'lecho']","['布団', 'ベッド', '臥榻', '寝床', '寝台']","['침대', '잠자리']",['voodi'],"['vuode', 'sänky', 'peti']","['bed', 'legerstede', 'sponde', 'bedstede', 'ledikant', 'nest']","['बिस्तर', 'पलंग', 'बिछोना', 'बिछौना', 'शय्या']","['letto', 'giaciglio']",bed
['abeille'],"['Imme', 'Biene', 'Bienen', 'Beivogl']","['пчела', 'пчела́', 'пчёлы']","['bee', 'Anthophila']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂']","['abeja', 'Anthophila', 'anthophila']","['ハチ', '蜂', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉']","['mesilane', 'Mesilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['bij', 'honingbij', 'imme', 'bijen']",['मधुमक्खी'],"['ape', 'Anthophila', 'pecchia']",bee
"['timbre-poste', 'timbre postal', 'bague sigillaire', 'chevalière', 'anneau sigillaire', 'sceau', 'tampon', 'cachet', 'sonnette']","['Briefmarke', 'Wertzeichen', 'Freimarke', 'Wert', 'Postwertzeichen', 'Marke', 'Siegelring', 'Stempel', 'Siegel', 'Klingel', 'Türglocke', 'Türklingel', 'Hausglocke']","['марка', 'ма́рка', 'почто́вая ма́рка', 'почтовая марка', 'перстень-печатка', 'печа́ть', 'удостоверяющая печать', 'клеймо́', 'ште́мпель', 'штамп', 'Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['stamp', 'postage', 'postage stamp', 'seal ring', 'signet ring', 'seal', 'bell', 'buzzer', 'doorbell']","['邮票', '郵票', '印章', '圖章', '印鑑', '图章', '印鉴', '门铃', '門鈴', '电铃', '電鈴']","['timbre', 'estampilla', 'timbre postal', 'sello', 'sello postal', 'porte', 'franqueo', 'sello de correos', 'campanilla de puerta']","['切手', '郵便切手', '判子', '印章', '印鑑', '呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル']","['우표', '인장', '도장', '인감', '전령', '초인종', '도어폰', '벨']","['postmark', 'mark', 'Pitsat', 'pitsat', 'uksekell']","['postimerkki', 'merkki', 'sinetti', 'leimasin', 'leima', 'ovikello', 'Ovikello', 'ovisummeri']","['postzegel', 'zegel', 'herenakkoord', 'zegelring', 'lakzegel', 'stempel', 'deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong']","['टिकट', 'डाक टिकट', 'डाक-टिकट', 'स्टाम्प', 'डाक का टिकट', 'मुहर', 'सेअल्', 'मोहर', 'घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']","['francobollo', 'francatura', 'affrancazione', 'affrancatura', 'anello a sigillo', 'anello chevalier', 'anello con sigillo', 'sigillo', 'conio', 'bollo', 'suggello', 'campanello']",bell
['oiseau'],"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['鳥', 'とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame', 'espadon']","['Schwert', 'Schwertfisch']","['меч', 'шпа́га', 'са́бля', 'меченос', 'рыба-меч', 'меч-рыба']","['sword', 'brand', 'steel', 'blade', 'swordfish', 'Xiphias gladius']","['劍', '剑', '刀', '剑鱼', '劍魚', '剑旗鱼', '劍旗魚科', '箭鱼']","['espada', 'garrancha', 'albacora', 'pez espada', 'Xiphias gladius', 'Pez espada', 'xiphias gladius']","['刀', '剣', 'メカジキ']","['도검', '칼', '검', '황새치']","['mõõk', 'mõõkkala']","['miekka', 'kalpa', 'miekkakala', 'Miekkakala', 'Xiphias gladius']","['zwaard', 'degen', 'zwaardvis']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro', 'pesce spada', 'Pesce spada', 'Xiphias gladius', 'spadone']",blade
"['commission', 'conseil']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß']","['комитет', 'комите́т', 'коми́ссия', 'комиссия']","['committee', 'commission', 'board']","['调查团', '委员会', '考察团', '委員會', '活动船板']","['comité', 'comisión', 'buró', 'junta', 'consejo']","['委員会', 'コミッション']",['위원회'],"['komitee', 'komisjon']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta', 'hallitus']","['commissie', 'kamer', 'cie', 'college', 'beheerraad', 'bestuur', 'board', 'raadscollege', 'raad', 'directie']","['कमेटी', 'समिति']","['commissione', 'comitato', 'consiglio', 'collegio', 'censura', 'coordinamento']",board
"['bateau', 'nacelle', 'barque', 'canot', 'toilette', 'toilettes', 'pot de chambre', 'pot', 'conserve', 'boîte de conserve', 'boite de conserve']","['Boot', 'Schiff', 'Klosett', 'Toilette', 'Wasserklosett', 'Klo', 'Nachtgeschirr', 'Nachttopf', 'Büchse', 'Blechbüchse', 'Dose', 'Konservendose', 'Blechdose', 'Konservenbüchse']","['ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка', 'горшо́к', 'ночно́й горшо́к', 'туалетное оборудование', 'консе́рва', 'консе́рвная ба́нка', 'жестя́нка']","['boat', 'toilet', 'can', 'lavatory', 'loo', 'commode', 'pot', 'throne', 'crapper', 'stool', 'potty', 'chamber pot', 'tin', 'tin can']","['无篷小船', '舟', '船', '小船', '艇', '尿壺', '尿盆', '尿壶', '馬桶', '夜壶', '夜壺', '马桶', '便壶', '便壺', '罐头', '罐頭', '听头', '马口铁器']","['bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación', 'inodoro', 'bacineta', 'bacinica', 'pelela', 'bacinilla', 'orinal', 'excusado', 'vater', 'servicio', 'cagadero', 'water-closet', 'lavabo', 'aseo', 'taza', 'baño', 'wáter', 'retrete', 'lata']","['舟', 'ボート', '便器', 'おまる', '罐詰', '缶']","['보트', '배', '화장실', '요강', '변소', '변기', '깡통']","['paat', 'käimla', 'Käimla']","['vene', 'potta', 'pytty', 'yöastia', 'käymälä', 'pönttö', 'wc-pönttö', 'vessa', 'wc-istuin', 'säilykepurkki', 'säilyketölkki', 'metalliastia', 'tölkki', 'purkki']","['boot', 'schip', 'toilet', 'wc', 'pispot', 'po', 'nachtspiegel', 'pot', 'piespot', 'conservenblik', 'blik', 'blikje', 'bakvorm', 'taartvorm']","['बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती', 'शौचालय', 'टिन']","['imbarcazione', 'nave', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante', 'tazza', 'gabinetto', 'vaso', 'water', 'orinale', 'pitale', 'vaso da notte', 'scatola', 'barattolo', 'lattina', 'bussolotto', 'latta']",boat
['os'],"['Bein', 'Knochengewebe', 'Knochen', 'Gebeine']",['кость'],"['bone', 'os']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架']","['hueso', 'os']",['骨'],['뼈'],"['kont', 'luu']","['luu', 'os']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat']","['हड्डी', 'अस्थि']",['osso'],bone
['bouteille'],"['Bouteille', 'Flasche']","['буты́лка', 'бутылка']",['bottle'],"['瓶', '瓶子']","['botella', 'frasco']",['瓶'],['병'],['pudel'],['pullo'],['fles'],"['बोतल', 'शीशा', 'शीशी']",['bottiglia'],bottle
"['caisse', 'boîte']","['Kasten', 'Kiste']",['коробка'],"['boxes', 'box']","['盒', '盒子', '箱', '箱子']","['cajas', 'caja']",['箱'],['상자'],['Kast'],"['laatikko', 'rasia', 'aski']","['dozen', 'doos', 'bak']",['m'],"['scatola', 'cassetta', 'astuccio', 'cassa']",box
