fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['aubier', 'bois']","['Splintholz', 'Holz']","['дерево', 'оболонь', 'лес', 'древеси́на', 'древесина', 'лесоматериа́л', 'де́рево']","['sap-wood', 'wood', 'sapwood', 'alburnum']","['木头', '木', '木材', '木料', '木頭']","['madera', 'albura', 'sámago']","['木材', '木']","['나무', '목재']","['puit', 'puu']","['pintapuu', 'puu', 'puuaines']","['hout', 'spinthout', 'houtsoort']","['लक्डी', 'लकड़ी', 'काठ', 'काष्ठ']",wood,"['legno', 'alburno', 'legname']"
"['hameau', 'village', 'bourgade', 'bourg', 'ville', 'état', 'terre', 'pays', 'État', 'État souverain', 'contrée', 'corps politique', 'état souverain', 'nation', 'Etat', 'peuple', 'gens', 'public']","['Dorf', 'Ortschaft', 'Weiler', 'Dörfchen', 'Kleinstadt', 'Bourg', 'Staat', 'Nation', 'Land', 'Nationalstaat', 'Gemeinwesen', 'Volk', 'souveräner Staat', 'Leute', 'Öffentlichkeit', 'Publikum']","['село', 'деревня', 'слобода́', 'село́', 'кишла́к', 'ау́л', 'стани́ца', 'селе́ние', 'весца́', 'ху́тор', 'дере́вня', 'вёска', 'весь', 'ве́слина', 'малый город', 'бург', 'государство', 'госуда́рство', 'нация', 'держа́ва', 'суверенное государство', 'страна́', 'земля́', 'на́ция', 'край', 'наро́д', 'народ', 'общественность', 'обще́ственность', 'пу́блика']","['village', 'hamlet', 'town', 'large village', 'nation', 'sovereign state', 'state', 'country', 'land', 'res publica', 'commonwealth', 'body politic', 'people', 'public', 'world', 'populace']","['村', '乡庄', '鄉村', '村莊', '村落', '农村', '乡村', '屯落', '農村', '村庄', '村子', '鄉莊', '大型村落', '鄉鎮', '镇', '城市', '城镇', '城', '国', '國家', '国家', '國', '國民', '主权国家', '國族', '邦国', '国民', '人民', '主权国家列表', '主權國家', '邦', '主权国', '邦國', '主權國', '国土', '州', '共和国', '民族', '人士', '人们', '人类', '大众', '公眾', '公众', '大眾', '平民', '世人']","['pueblo', 'caserío', 'aldea', 'aldehuela', 'villa', 'ciudad', 'población', 'territorio', 'estado soberano', 'país', 'nación', 'estado', 'Estado soberano', 'Estado', 'res publica', 'república', 'gente', 'personas', 'público', 'mundo']","['村', '村落', '田舎', '街', '国', '国家', '主権国家', '国民', 'ネーション', '主権国家体制', '人民', '民族', '公共', '大衆']","['마을', '촌락', '나라', '국민', '국가', '주권국', '인민', '민족', '공공', '대중']","['küla', 'linn', 'riik', 'rahvus', 'maa', 'suveräänne riik', 'natsioon', 'rahvas', 'üldsus', 'avalikkus']","['kylä', 'pieni kylä', 'pikkukaupunki', 'kaupunki', 'maa', 'valtio', 'valtioruumis', 'itsenäinen valtio', 'kansakunta', 'kansa', 'yhteiskunta', 'res publica', 'kansalaiset', 'poliittinen elin', 'väestö', 'ihmiset', 'julkinen', 'yleisö', 'maailma']","['dorp', 'gehucht', 'gat', 'buurt', 'buurtschap', 'vlek', 'town', 'middelgrote plaats of stadje', 'plaats', 'gemeente', 'land', 'staat', 'grondgebied', 'natie', 'volk', 'soevereine staat', 'gemenebest', 'bevoling', 'personen', 'lui', 'ik begrijp het niet', 'mensen', 'openbaarheid', 'publiek', 'buitenwereld', 'gepeupel', 'buitenwacht']","['गाँव', 'गांव', 'क़ौम', 'मुल्क', 'सार्वभौमिक राष्ट्र', 'राज्य', 'सम्प्रभु राज्य', 'मिल्लत', 'किशवर', 'देश', 'समाज', 'राष्ट्र', 'स्टेट', 'ईनसान', 'लोग', 'जनता', 'अवाम']",village,"['paesello', 'borgo', 'paesino', 'frazione', 'villaggio', 'paese', 'borgata', 'casale', 'vico', 'cittadina', 'grosso paese', 'città', 'nazione', 'territorio', 'stato', 'stato sovrano', 'Stato', 'landa', 'popolo', 'persona', 'gente', 'popolazione', 'pubblico', 'mondo']"
"['forêt', 'bois', 'brousse', 'Wälder']","['Busch', 'Wald', 'Forst', 'Wälder', 'Holz']",['лес'],"['forrest', 'forest', 'wood', 'woods', 'Wälder']","['林木', '树林', '樹林', '森林']","['bosque', 'Wälder', 'bosques', 'selva', 'floresta']","['森林', '森']","['숲', '삼림']","['laas', 'mets', 'Wälder']","['metsä', 'Wälder', 'puu', 'puumaila']","['bos', 'woud', 'Wälder', 'bosje', 'foreest']","['जंगल', 'वन']",forest,"['foresta', 'bosco', 'Wälder', 'selva', 'bosco misto']"
"['fruit', 'fruit charnu']","['Frucht', 'Saftfrucht']","['фрукт', 'плод', 'мягкотелый плод']","['fruit', 'fleshy fruit']","['水果', '果实', '果子']","['fruta', 'fruto']","['実', '果実', '液果']",['열매'],"['vili', 'puuvili']",['hedelmä'],"['vrucht', 'ooft', 'vlezig fruit', 'fruit', 'zaadbol']",['फल'],fruit,"['frutto', 'frutta carnosa', 'frutta']"
"['peinture', 'artiste peintre', 'peintre', 'image', 'tableau', 'carré', 'diagramme', 'cadre', 'situation', 'position']","['Abbild', 'Maler', 'Darstellung', 'Gemälde', 'Malerei', 'Quadrat', 'Diagramm', 'Bild', 'Einzelbild', 'Rahmen']","['картина', 'образ', 'живопись', 'жи́вопись', 'квадрат', 'диаграмма', 'кадр']","['image', 'picture', 'artist', 'painting', 'painter', 'art of painting', 'square', 'foursquare', 'graph', 'chart', 'frame', 'film frame', 'set up', 'condition', 'situation', 'position']","['绘画', '畫作', '油漆', '繪畫', '画儿', '图画', '画', '正方形', '統計圖表', '图表', '鏡頭', '幀', '镜头', '视频帧', '影片畫格', '帧', '画面', '立场', '形势', '位置', '局面', '地点', '地位']","['cuadro', 'pintora', 'imagen', 'pintor', 'pintura', 'pintado', 'lienzo', 'cuadrado', 'gráfica', 'tabla', 'gráfico', 'fotograma', 'trance', 'coyuntura', 'situación']","['絵画', '画像', '画', 'タブロー', '絵画作品', '正方形', '統計図表', 'コマ', '齣']","['회화', '정사각형', '차트', '필름 프레임']","['maal', 'maalimine', 'maalikunst', 'ruut', 'diagramm', 'Diagramm', 'Kaader', 'kaader']","['kuva', 'maalaustaide', 'maalaus', 'neliö', 'nelikulmio', 'kaavio', 'kuvaruutu', 'ruutu', 'tilanne']","['schilder', 'verven', 'plaatje', 'schilderen', 'kunstschilder', 'afbeelding', 'schilderkunst', 'geschilder', 'schilderij', 'schilderstuk', 'schilderwerk', 'doek', 'vierkant', 'carré', 'grafiek', 'frame', 'kader', 'positie']","['चित्रकला', 'वर्गाकार', 'लेखाचित्र', 'फिल्म फ्रेम']",grid,"['pittura', 'pittore', 'raffigurazione', 'immagine', 'dipinto', 'verniciatura', 'quadro', 'quadrato', 'grafico', 'inquadratura', 'fotogramma', 'frame', 'situazione', 'posizione']"
['chanson'],['Lied'],['песня'],"['song', 'vocal']","['歌', '歌曲']","['canción', 'vocal']","['歌曲', '歌']",['노래'],['laul'],"['laulu', 'sävelmä', 'lauluosuus']","['lied', 'zang', 'liedje', 'een appel en een ei', 'nummer']",['गीत'],song,"['canzone', 'canzonetta', 'canto']"
"['eau', 'eaux', ""étendue d'eau""]","['Wasser', 'Gewässer']","['вода', 'воды', 'во́дное простра́нство', 'водоём', 'водный объект']","['water', 'body of water', 'waterbody']","['水', '水體', '水体']","['agua', 'cuerpo de agua', 'extensión de agua', 'masa de agua']","['水', '水域']","['물', '수역']","['vesi', 'veekogu']","['vesi', 'vedet', 'vesimuodostuma', 'vesialue']","['water', 'zoetwater', 'majem', 'wateren', 'waterlichaam']","['जल', 'पानी', 'जल निकाय']",water,"['acqua', 'acque', ""corpo d'acqua"", ""bacino d'acqua"", ""massa d'acqua"", ""specchio d'acqua""]"
['lac'],['See'],['озеро'],['lake'],"['湖', '湖泊']","['estanque', 'lago', 'lagos']",['湖'],['호수'],['järv'],['järvi'],['meer'],['झील'],pond,['lago']
['sable'],['Sand'],"['песок', 'песо́к']",['sand'],"['沙子', '砂', '沙']",['arena'],['砂'],['모래'],"['liiv', 'Liiv']",['hiekka'],"['zand', 'zavel', 'lef', 'zandstrand']","['बालू', 'रेत']",sand,"['sabbia', 'rena']"
"['rivière', 'fleuve']","['Fluß', 'Fluss']",['река'],['river'],"['河', '水流', '河流', '川', '江']","['río', 'ríos']",['川'],['강'],['jõgi'],['joki'],"['rivier', 'stroom']","['नदी', 'दरिया']",river,['fiume']
"['loi', 'droit', 'dossier', 'Archives notariales en France', 'fichier', 'acte']","['Recht', 'Gesetz', 'Urkunde', 'Akte']","['право', 'пра́вило', 'пра́во', 'зако́н', 'закон', 'докуме́нт', 'акт', 'папка']","['law', 'jurisprudence', 'act', 'enactment', 'file unit']","['法律系统', '法律', '案卷单元', '法规', '条款', '法令', '条例']","['ley', 'derecho', 'Derecho', 'jurisprudencia', 'acta', 'hecho']",['法'],['법'],"['õigus', 'seadus', 'akt', 'Akt']","['laki', 'juridiikka', 'pöytäkirja', 'asetus', 'säädös', 'asiakirja']","['wet', 'recht', 'archiefbestanddeel', 'steekkaartsystemen']","['नियम', 'विधि', 'क़ानून']",law,"['diritto', 'legge', 'giurisprudenza', 'legislazione', 'corpo legislativo', 'atto', 'strumento']"
"['vague', 'onde']","['Meereswelle', 'Welle', 'Wasserwelle']","['морская волна', 'ветровые волны']","['sea wave', 'ocean surface wave', 'wave', 'moving ridge', 'wind wave']","['海浪', '波濤', '波', '波浪']","['ola', 'ola marina', 'onda']",['波'],['파도'],"['merelaine', 'Veelained', 'veelained']",['aalto'],"['zeegolven', 'vloeistofoppervlaktegolf', 'oppervlaktegolf', 'golf']",['महासागरीय तरंगे'],wave,"['onda marina', 'onda del mare', 'onda', 'flutto']"
"['mer', 'milieu marin', 'océan']","['Meer', 'Meeresumwelt', 'Ozean']","['Мировой океан', 'море', 'морская окружающая среда', 'океан']","['sea', 'body of water', 'bounding main', 'ocean', 'marine environment']","['海', '世界洋', '海洋', '洋', '大洋']","['océano', 'mar', 'océano mundial', 'mares', 'ambiente marino']","['海', '世界の大洋', '大洋', '海洋']","['바다', '대양']","['Maailmameri', 'meri', 'ookean', 'merekeskkond']","['meri', 'valtameri', 'meriympäristö']","['zee', 'mariene milieu', 'oceaan', 'plas', 'wereldzee']","['सागर', 'महासागर']",ocean,"['mare', 'acque', 'ambiente marino', 'oceano']"
"['grotte', 'caverne']",['Höhle'],['пещера'],['cave'],"['洞穴', '洞窟', '石窟', '洞']","['cueva', 'caverna', 'gruta']",['洞窟'],['동굴'],['koobas'],"['luola', 'luolasto']","['hol', 'grot']",['गुफ़ा'],cave,"['caverna', 'grotta', 'antro']"
"['mer', 'milieu marin', 'océan', 'mars', 'Mars', 'mardi', 'Mardi']","['Meer', 'Meeresumwelt', 'Ozean', 'März', 'Lenzing', 'Dienstag']","['Мировой океан', 'море', 'морская окружающая среда', 'океан', 'март', 'вторник', 'вто́рник']","['sea', 'body of water', 'bounding main', 'ocean', 'marine environment', 'March', 'Tuesday', 'Tues']","['海', '世界洋', '海洋', '洋', '大洋', '三月', '禮拜二', '星期二', '周二', '礼拜二']","['mar', 'océano mundial', 'océano', 'mares', 'ambiente marino', 'marzo', 'March', 'martes']","['海', '世界の大洋', '大洋', '海洋', '三月', '弥生', '火曜日', '火曜']","['바다', '대양', '삼월', '화요일']","['Maailmameri', 'meri', 'ookean', 'merekeskkond', 'märts', 'teisipäev']","['meri', 'valtameri', 'meriympäristö', 'maaliskuu', 'maalisk.', 'tiistai', 'ti']","['zee', 'mariene milieu', 'oceaan', 'plas', 'wereldzee', 'maart', 'lentemaand', 'dinsdag']","['सागर', 'महासागर', 'मार्च', 'मंगलवार', 'भौमवार', 'मंगल']",sea,"['mare', 'acque', 'ambiente marino', 'oceano', 'marzo', 'martedì', 'marte']"
"['source', 'origine', 'début', 'racine']","['Quelle', 'Anfang', 'Ursprung', 'Wurzel', 'Entstehung']","['родник', 'ключ', 'студене́ц', 'родни́к', 'исто́чник', 'происхожде́ние', 'нача́ло']","['spring', 'outpouring', 'outflow', 'fountain', 'natural spring', 'beginning', 'root', 'origin', 'source', 'rootage']","['源泉', '泉', '泉水', '喷泉', '源头', '源頭', '起源', '起始', '本源', '根', '起因', '开始', '根源', '开端']","['fuente', 'manantial', 'vertiente', 'surtidor', 'brollador', 'fuente natural', 'emanación', 'raíz', 'inicio', 'origen', 'venero', 'nacimiento', 'germen', 'principio']","['泉', '湧水', '温泉', '起源', '原初', '原因']","['샘터', '샘', '기원', '원인']","['allikas', 'läte', 'veesilm']","['lähde', 'ulosvirtaus', 'purkaus', 'luonnonlähde', 'alku', 'alkuperä', 'juuristo', 'juuri', 'alkulähde']","['bron', 'wel', 'fontein', 'aanvang', 'oorsprong', 'start', 'begin', 'herkomst', 'wortel', 'origine', 'oerbron', 'kiem']","['पानी का चश्मा', 'चश्मा', 'शुरुआत']",source,"['sorgente', 'fonte', 'polla', 'scaturigine', 'radice', 'origine', 'provenienza']"
