fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,it,word_original
"['lit', 'couche']",['Bett'],"['кровать', 'постель', 'ко́йка', 'посте́ль', 'крова́ть']",['bed'],"['床', '睡铺', '卧榻', '床鋪', '臥榻', '睡鋪', '床铺']","['cama', 'piltra', 'catre', 'sobre', 'lecho']","['布団', 'ベッド', '臥榻', '寝床', '寝台']","['침대', '잠자리']",['voodi'],"['vuode', 'sänky', 'peti']","['bed', 'legerstede', 'sponde', 'bedstede', 'ledikant', 'nest']","['बिस्तर', 'पलंग', 'बिछोना', 'बिछौना', 'शय्या']","['letto', 'giaciglio']",bed
['abeille'],"['Imme', 'Biene', 'Bienen', 'Beivogl']","['пчела', 'пчела́', 'пчёлы']","['bee', 'Anthophila']","['蜂', '蜜蜂', '蜂族', '花蜂類', '蜡蜂', '蠟蜂']","['abeja', 'Anthophila', 'anthophila']","['ハチ', '蜂', 'ハナバチ', '花蜂']","['벌', '꿀벌류', '밀봉']","['mesilane', 'Mesilased']","['mehiläiset', 'Mehiläinen', 'mehiläinen', 'mesipistiäiset']","['bij', 'honingbij', 'imme', 'bijen']",['मधुमक्खी'],"['ape', 'Anthophila', 'pecchia']",bee
"['clochette', 'sonnette', 'cloche']","['Altarglocke', 'Klingel', 'Türglocke', 'Türklingel', 'Hausglocke', 'Glocke']","['Дверной звонок', 'звоно́к', 'дверно́й звоно́к', 'дверной звонок']","['altar bell', 'bell', 'buzzer', 'doorbell']","['门铃', '門鈴', '电铃', '電鈴', '钟']","['timbre', 'campanilla de puerta', 'campana']","['呼び鈴', 'ドアベル', '電鈴', 'ドアチャイム', 'ベル', '鈴']","['전령', '초인종', '도어폰', '벨']",['uksekell'],"['ovikello', 'Ovikello', 'ovisummeri', 'kello', 'kulkunen']","['Altaarschel', 'altaarschel', 'deurbel', 'bel', 'zoemer', 'huisbel', 'klingel', 'schel', 'door Bell', 'ding-dong', 'klok']","['घंटी', 'द्वारघण्टी', 'दर्वाज़ी की घंटी', 'दरवाज़े की घंटी']","['campanello', 'campana', 'soneria']",bell
['oiseau'],"['Vögelchen', 'Vogel', 'Piepmatz', 'Vögel']","['птица', 'птицы']","['bird', 'Eu-']","['鳥', '飛鳥', '飛烏', '鸟', '飞鸟', '鸟儿', '鳥兒', '鸟纲', '禽', '雀', '鸟类']","['pájaro', 'ave', 'aves']","['鳥', 'とり', '鳥類', 'Aves']","['새', 'Aves']","['lind', 'linnud']","['linnut', 'lintu']","['vogel', 'vogels', 'Eu-', 'vogeltje']","['चिड़िया', 'पक्षी', 'Aves']","['uccello', 'Aves', 'volatile', 'volativo', 'volatio', 'pennuto', 'augello']",bird
"['épée', 'glaive', 'lame']",['Schwert'],"['меч', 'шпа́га', 'са́бля']","['sword', 'brand', 'steel', 'blade']","['劍', '剑', '刀']","['espada', 'garrancha']","['刀', '剣']","['도검', '칼', '검']",['mõõk'],"['miekka', 'kalpa']","['zwaard', 'degen']","['तलवार', 'शमशेर']","['spada', 'gladio', 'brando', 'stocco', 'durindana', 'durlindana', 'lama', 'ferro', 'acciaro']",blade
"['comité', 'commission', 'conseil', 'ordre', 'commande', 'Bon de commande', 'bon de commande']","['Komitee', 'Kommission', 'Ausschuss', 'Ausschuß', 'Rat', 'Provision', 'Gerichtsurteil', 'Urteil', 'Bestellung', 'Order']","['комитет', 'комите́т', 'коми́ссия', 'комиссия', 'совет', 'сове́т', 'комиссионное вознаграждение', 'Комиссионное вознаграждение', 'приказ', 'зака́з на поку́пку', 'зака́з', 'о́рдер']","['committee', 'commission', 'council', 'order', 'purchase order', 'board']","['调查团', '委员会', '考察团', '委員會', '理事会', '理事會', '市政厅', '市政廳', '评议会', '佣金', '采购订单', '採購訂單', '定购', '定購', '活动船板']","['comité', 'comisión', 'consejo', 'concejo', 'Consejo', 'corretaje', 'prima', 'sentencia', 'decisión', 'orden', 'orden de compra', 'pedido', 'mandato', 'Orden de compra', 'buró', 'junta']","['委員会', 'コミッション', '評議会', '協議会', '手数料', '発注書', '注文']","['위원회', '이사회', '의회', '평의회', '수수료', '주문']","['komitee', 'komisjon', 'nõukogu', 'ettekirjutus', 'käsk', 'korraldus', 'tellimus']","['komitea', 'valiokunta', 'toimikunta', 'lautakunta', 'neuvosto', 'valtuusto', 'komissio', 'provisio', 'Komissio', 'järjestys', 'määräys', 'tilaus', 'ostomääräys', 'hankintamääräys', 'hankintatilaus', 'hallitus']","['comité', 'commissie', 'kamer', 'cie', 'college', 'raad', 'raadscollege', 'beheerraad', 'board', 'provisie', 'commissieloon', 'afsluitpremie', 'wat is je baan?', 'orde', 'bestelling', 'order', 'bestelbon', 'inkooporder', 'bestuur', 'directie']","['कमेटी', 'समिति', 'परिषद', 'मजलिस', 'ऑर्डर', 'सिफ़ारिश', 'तलब']","['commissione', 'comitato', 'consiglio', 'consulta', 'giunta', 'provvigione', 'percentuale', 'sentenza', 'provvedimento', 'giudizio', 'commessa', 'ordinazione', 'ordine di acquisto', 'ordinativo', 'ord.', 'ordine', 'collegio', 'censura', 'coordinamento']",board
"['bateau', 'nacelle', 'barque', 'canot', 'vaisseau', 'embarcation', 'navire']","['Boot', 'Schiff', 'Wasserfahrzeug']","['ладья́', 'лодка', 'бот', 'ло́дка', 'чёлн', 'шлю́пка', 'ParaJet-Ski', 'кора́бль', 'плавучее средство', 'плавсредство', 'су́дно']","['boat', 'vessel', 'watercraft']","['无篷小船', '舟', '船', '小船', '艇', '船隻', '船只', '船舶']","['bote', 'barco', 'barca', 'barcos', 'nave', 'embarcación', 'casco', 'vaso']","['舟', 'ボート', '船舶']","['보트', '배', '선박']","['paat', 'veesõiduk', 'Veesõiduk']","['vene', 'vesikulkuneuvo', 'alus', 'vesialus']","['boot', 'schip', 'vaartuig', 'watervaartuig']","['बेड़ी', 'नौका', 'बेड़ा', 'डोँगा', 'नाव', 'डोँगी', 'कश्ती', 'जहाज़']","['imbarcazione', 'nave', 'barca', 'scialuppa', 'lancia', 'schifo', 'battello', 'natante', 'bastimento', 'transatlantico', 'chiatta', 'barcone', 'vascello']",boat
"['os', 'pierre', 'roche']","['Bein', 'Knochengewebe', 'Knochen', 'Gebeine', 'Stein']","['кость', 'камень']","['bone', 'os', 'stone', 'rock']","['骨头', '骨頭', '骨', '骨骼', '骨质', '骨質', '骨架', '石', '石头', '岩石']","['hueso', 'os', 'grava', 'piedra', 'roca']",['骨'],['뼈'],"['kont', 'luu', 'kivi']","['luu', 'os', 'kivi']","['knok', 'been', 'bot', 'knook', 'beenweefsel', 'botje', 'graat', 'kiezel', 'steen', 'steenrots', 'rots']","['हड्डी', 'अस्थि']","['osso', 'pietra', 'sasso', 'roccia', 'nocciolo']",bone
['bouteille'],"['Bouteille', 'Flasche']","['буты́лка', 'бутылка']",['bottle'],"['瓶', '瓶子']","['botella', 'frasco']",['瓶'],['병'],['pudel'],['pullo'],['fles'],"['बोतल', 'शीशा', 'शीशी']",['bottiglia'],bottle
"['caisse', 'boîte', 'conserve', 'boîte de conserve', 'boite de conserve']","['Kasten', 'Kiste', 'Büchse', 'Blechbüchse', 'Dose', 'Konservendose', 'Blechdose', 'Konservenbüchse']","['коробка', 'консе́рва', 'консе́рвная ба́нка', 'жестя́нка']","['boxes', 'box', 'tin', 'tin can', 'can']","['盒', '盒子', '箱', '箱子', '罐头', '罐頭', '听头', '马口铁器']","['cajas', 'caja', 'lata', 'bote']","['箱', '罐詰', '缶']","['상자', '깡통']",['Kast'],"['laatikko', 'rasia', 'aski', 'säilykepurkki', 'säilyketölkki', 'metalliastia', 'tölkki', 'purkki']","['dozen', 'doos', 'bak', 'conservenblik', 'blik', 'blikje', 'bakvorm', 'taartvorm']","['m', 'टिन']","['scatola', 'cassetta', 'astuccio', 'cassa', 'barattolo', 'lattina', 'bussolotto', 'latta']",box
"['mineur', 'frite', 'gosse', 'enfant', 'pomme frite', 'jeune', 'responsabilité pénale des mineurs', 'garçon', 'petit ami', 'ami', 'mec', 'copain', 'homme', 'fils']","['Minderjährige', 'Kind', 'Jugendliche', 'minderjährigkeit', 'Minderjährigkeit', 'Jüngling', 'Knabe', 'Bub', 'Bursche', 'Junge', 'Freund']","['несовершеннолетний', 'ребенок', 'ребёнок', 'мальчик', 'бойфренд']","['fry', 'french fry', 'minor', 'chip', 'child', 'youngster', 'shaver', 'small fry', 'kid', 'nestling', 'tiddler', 'tike', 'tyke', 'nipper', 'boy', 'male child', 'swain', 'boyfriend', 'fellow', 'beau', 'young man', 'son', 'guy', 'hombre', 'bozo', 'sod', 'cat']","['兒童', '孩儿', '孩', '小孩子', '小孩', '小兒', '孩子', '孩兒', '儿童', '小儿', '未成年人', '男孩', '男子', '男孩子', '少年', '男朋友']","['papa frita', 'niña', 'menor de edad', 'menor', 'niño', 'joven', 'infancia', 'minoría de edad', 'jovenzuelo', 'mozalbete', 'chico', 'muchachuelo', 'chiqüelo', 'chiquillo', 'criatura', 'crío', 'chango', 'pececillo', 'cría', 'chaval', 'alevín', 'nene', 'tike', 'jovencito', 'muchacho', 'niño varón', 'garzón', 'mozo', 'novio', 'compañero', 'pareja', 'prometido', 'pareja sentimental', 'enamorado', 'pololo', 'hijo', 'tío', 'tipo', 'hombre']","['子', '子供', '未成年者', '男の子', '少年', 'ボーイフレンド']","['아이', '어린이', '미성년자', '소년', '남자친구']","['alaealine', 'laps', 'alaealisus', 'poiss']","['alaikäinen', 'lapsi', 'vekara', 'pikkumies', 'vintiö', 'napero', 'lapsukainen', 'kersa', 'pentu', 'tenava', 'ipana', 'muksu', 'poika', 'poikaystävä', 'kundikaveri', 'nuorikko', 'sulho', 'poikakaveri', 'tollo', 'jätkä', 'kolli', 'kaveri']","['patat', 'kind', 'friet', 'jongere', 'jongeling', 'minderjarige', 'ding', 'joch', 'jong', 'knul', 'gozer', 'knaap', 'jongen', 'vriendje', 'vriend', 'minnaar', 'lief', 'zoonlief', 'zoon', 'gasten', 'jongens']","['नाबालिग', 'बच्चा', 'लड़का', 'प्रेमी']","['ragazzo', 'minore', 'fanciullo', 'giovane', 'fanciullino', 'bambino', 'moccioso', 'mimmo', 'pargolo', 'bimbo', 'figlio', 'marmocchio', 'figliuolo', 'figliolo', 'ragazzino', 'guaglione', 'maschietto', 'fidanzato', 'damo', 'innamorato', 'amoroso', 'bello', 'boy-friend', 'moroso', 'boy', 'figlio maschio', 'maschio']",boy
"['psyché', 'esprit', 'noûs', 'Noûs', 'cerveau', 'tête']","['Verstand', 'Nous', 'Psyche', 'Geist', 'Wahrnehmung']","['Нус', 'ра́зум', 'психика', 'ум']","['head', 'brain', 'mind', 'nous', 'psyche', 'Nous']","['头脑', '脑海', '头', '脑袋', '精神', '心智', '心靈', '智性', '心灵']","['mente', 'psique', 'Mente', 'Nous', 'nous', 'cabeza', 'cerebro']","['心', 'ヌース', '念頭', 'プシュケー']","['누스', '프시케', '마음']","['nous', 'psüühika', 'Psüühika', 'Nous', 'vaim', 'Vaim']","['Nous', 'Psyyke', 'mieli', 'pää', 'psyyke', 'nous', 'järki', 'älli']","['brein', 'verstand', 'psyche', 'Nous', 'geest', 'nous', 'denkvermogen', 'rede']",['मन'],"['testare', 'pensiero', 'mente', 'cervello', 'Intelletto cosmico', 'psiche', 'nous', 'testa', 'psicologia']",brain
"['science économique', 'économie', 'économie politique', 'sciences économiques', 'Sciences économiques', 'système économique', 'régime économique', 'épargne']","['Ökonomie', 'Wirtschaftswissenschaft', 'Ökonomik', 'politische Ökonomie', 'Politische Ökonomie', 'Wirtschaftssystem', 'Wirtschaft', 'Ersparnis', 'Sparen']","['экономика', 'политическая экономия', 'эконо́мика', 'экономическая система', 'хозя́йство', 'сбережения', 'эконо́мия', 'Сбережения']","['economics', 'economic science', 'political economy', 'economy', 'economic system', 'saving']","['经济学', '經濟學', '政治经济学', '經濟', '经济', '经济体系', '儲蓄', '节约', '節約', '储蓄']","['economía', 'economía política', 'económicas', 'ciencias económicas', 'sistema económico', 'ahorro', 'Ahorro']","['経済学', '政治経済学', '経済', '経済学史', '経済体系', '貯蓄', '節約']","['경제학', '經濟學', '정치경제학', '경제', '경제체제', '경제 체제', '저축', '절약']","['ökonoomika', 'majandusteadus', 'Poliitiline ökonoomia', 'poliitiline ökonoomia', 'majandussüsteem', 'majandus', 'Majandussüsteem', 'hoius']","['taloselämä', 'taloustiede', 'kansantalous', 'poliittinen talous', 'kansantaloustiede', 'ekonomia', 'säästäväisyys', 'talous', 'talousjärjestelmä', 'säästö', 'Säästö', 'säästäminen']","['economie', 'politieke economie', 'economisch systeem', 'besparing', 'sparen', 'ombuiging', 'bezuiniging', 'uitsparing']","['अर्थशास्त्र', 'राजनीतिक अर्थशास्त्र', 'अर्थनीति', 'अर्थव्यवस्था', 'किफ़ायत', 'आर्थिक व्यवस्था', 'बचत']","['economia', 'scienze economiche', 'economia politica', 'sistema economico', 'risparmio']",branch
['brique'],"['Ziegelstein', 'Backstein', 'Mauerziegel', 'Ziegel']","['кирпич', 'кирпи́ч']",['brick'],"['磚塊', '磚', '砖块', '磚頭', '砖', '砖头']",['ladrillo'],['煉瓦'],['벽돌'],['tellis'],"['tiili', 'tiiliskivi']","['klinker', 'baksteen', 'metselsteen', 'beschermengel', 'kanjer', 'toeverlaat']",['ईंट'],"['mattone', 'tegola', 'laterizio', 'mattonella']",brick
"['pont', 'liste de ponts romains', 'passerelle']","['Brücke', 'Liste römischer Brücken']",['мост'],"['bridge', 'span', 'list of Roman bridges']","['橋', '桥', '桥梁']","['puente', 'bóveda']","['はし', '橋']","['다리', '교량']",['sild'],['silta'],"['brug', 'lijst van Romeinse bruggen']",['सेतु'],"['ponte', 'ponti romani']",bridge
"['brosse', 'brosse à cheveux']","['Bürste', 'Pinsel']","['щётка', 'кисть', 'Щётка']",['brush'],"['刷', '刷子']","['cepillo del pelo', 'cepillo', 'brocha', 'pincel', 'escobilla']","['刷子', 'ブラシ', '刷毛']","['솔', '브러시']","['Hari', 'hari', 'pintsel']","['harja', 'suti', 'sivellin', 'suka']","['borstel', 'haarborstel', 'verfborstel', 'tandenborstel', 'stoffer', 'kwast']","['ब्रश', 'बुरुश', 'झाड़ू']","['spazzola', 'pennello']",brush
"['seau', 'chaudière', 'bac', 'baquet']",['Eimer'],"['ведёрко', 'ведро', 'ведро́']","['bucket', 'pail', 'Pail']","['水桶', '吊桶', '桶']","['balde', 'cubo', 'pozal', 'tobo', 'cubeta']","['バケツ', 'ペール缶', '手桶', '桶']",['양동이'],"['Ämber', 'pang', 'ämber']","['ämpäri', 'kiulu', 'sanko']",['emmer'],['बाल्टी'],"['secchio', 'secchia', 'bugliolo']",bucket
"['ampoule', 'lampe incandescente', 'lampe à incandescence', 'ampoule à incandescence', 'lampe électrique', 'lampe']","['Glühbirne', 'Glühlampe', 'elektrisches Licht']","['лампа накаливания', 'лампочка', 'ла́мпа нака́ливания', 'электрическое освещение']","['lightbulb', 'electric-light bulb', 'incandescent light bulb', 'electric light', 'electric bulb', 'bulb', 'incandescent lamp', 'light bulb']","['灯泡', '电灯', '电灯泡', '白熱燈', '白炽灯', '電光源', '白熾燈', '白热灯', '白熾燈泡']","['bombillo', 'bombilla incandescente', 'lámpara incandescente', 'ampolla eléctrica', 'bombilla', 'ampolleta', 'luz eléctrica', 'lámpara de incandescencia']","['電球', '白熱電球', '白熱灯']","['전구', '백열등']","['pirn', 'elektripirn', 'lamp', 'Elektervalgustus', 'elektervalgustus', 'hõõglamp']","['hehkulamppu', 'lamppu', 'sähkövalo', 'Sähkövalo', 'sähkölamppu']","['gloeilamp', 'elektrisch licht', 'peer']","['लाईट बल्ब', 'तापदीप्त लैम्प', 'उद्दीप्त दीपक']","['lampadina', 'lampada a incandescenza', 'luce elettrica', 'bulbo']",bulb
"['gâteau', 'tarte', 'tourte']","['Kuchen', 'Torte', 'Pastete']","['торт', 'пирожное', 'пиро́г', 'пирог', 'беля́ш', 'пирожо́к']","['cake', 'pie']","['蛋糕', '西式餡餅', '排', '餡餅', '派', '馅饼']","['pastel', 'bizcocho', 'cake', 'coca', 'tarta', 'pie', 'pay', 'empanada']","['ケーキ', '菓子な', 'パイ']","['케이크', '과자', '파이']","['Kook', 'kook', 'pirukas', 'Pirukas']","['kakku', 'piirakka', 'torttu', 'piiras']","['cake', 'taart', 'pastei', 'pie', 'gebak']",['केक'],"['torta', 'cake', 'pie', 'crostata', 'pasticcio']",cake
